"Date","League","Type","Apprentice.Cartographer.s.Seal","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Seal","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Seal","Master.Cartographer.s.Sextant","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Perandus.Coin","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Stacked.Deck","Vaal.Orb","Ancient.Orb","Ancient.Reliquary.Key","Annulment.Shard","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Engineer.s.Orb","Eternal.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.of.Kalandra","Mirror.Shard","Orb.of.Annulment","Orb.of.Binding","Orb.of.Horizons","Timeworn.Reliquary.Key","Timeless.Karui.Emblem","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
2018-10-04,"Standard","Currency",0,1.51742,0.01085,0.02485,0.33333,0.33333,0.16094,25,107,1.5,0.14286,0.15385,0,2.5,0,5,4,0.33333,0.11247,0.02445,0.131,0.63987,0.93078,0.47619,0.01587,0.00668,0.01,0.83333,0.00519,0.26316,0,1.75,25,961.83936,1,375.03913,5,1.56667,10,2,0.61545,17282.64,4,21.42796,28230.7271,1402.663,15,0.36511,1.5,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-05,"Standard","Currency",0,1.5,0.01151,0.025,0.33333,0.33333,0.16129,25.88855,107,1.5,0.12628,0.15385,0,2.5,0,4.7962,4,0.33333,0.11356,0.02534,0.12987,0.63513,0.94392,0.4878,0.01603,0.00813,0.01,0.83333,0.00714,0.25724,0,1.75,26.00279,770.4,1,374.5,5,1.96703,10.91705,2,0.68292,17282.64,4,23.97938,28224.22222,1437.652,14.85891,0.33333,1.5,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-06,"Standard","Currency",0,1.5,0.01175,0.02619,0.39936,0.33333,0.16129,25,107,1.5,0.13643,0.15385,0,2.48838,0,5,4,0.33333,0.11516,0.025,0.13014,0.63024,0.93136,0.48638,0.01548,0.0091,0.01,0.83333,0.00714,0.25403,0,1.75,28,688.224,1,374.5,5,2,12,2,0.73963,15430.28247,4,23.20101,28110.0326,1413.149,14,0.33333,1.5,833.42328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-07,"Standard","Currency",0,1.5,0.01667,0.02812,0.39924,0.33333,0.16129,25,107,1.5,0.14286,0.1537,0,2,0,4.88143,4,0.33333,0.11498,0.025,0.12987,0.625,0.90108,0.47619,0.01511,0.00909,0.00997,0.83333,0.00682,0.25,0,1.75196,25,873.29293,1,390,5,2,12.47396,2,0.66433,15993.12105,4,22.18557,28034,1413.149,14,0.35428,1.5,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-08,"Standard","Currency",0,1.5,0.01667,0.02819,0.39715,0.3358,0.16129,25,107,1.5,0.14286,0.15385,0,2.5,0,5,4,0.33271,0.11651,0.02391,0.12952,0.625,0.90384,0.47619,0.01422,0.00943,0.00995,0.83333,0.00714,0.25,0,1.75309,25.41935,877.4,1,389.54839,5,2,12.6,2,0.54752,16279.59468,4,23,27820,1424.598,13.85882,0.33333,1.06161,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-09,"Standard","Currency",0,1.5,0.01578,0.03039,0.39682,0.34483,0.16129,25,107,1.5,0.14286,0.15385,0,2.31345,0,5,4,0.33333,0.11765,0.02758,0.13049,0.625,0.93878,0.47619,0.0148,0.00942,0.01016,0.83333,0.01,0.25,0,1.75781,25,899.121,1,374.5,5,2,12,2,0.43349,16460.452,4.00521,22.26522,27820,1424.598,13.11051,0.33289,1,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-10,"Standard","Currency",0,1.5,0.01602,0.02886,0.39671,0.34398,0.16129,26,107,1.59966,0.14286,0.15385,0,2.5,0,5,4,0.33228,0.11765,0.02737,0.12987,0.6065,0.89131,0.47619,0.01467,0.00937,0.01051,0.83333,0.00999,0.25353,0,1.78466,25,1175.93,1,373.99909,4.6404,2,12,2,0.40979,16206.969,4.97368,22.29534,27820,1424.598,13.8797,0.33333,1,855.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,"Standard","Currency",0,1.5,0.01667,0.02988,0.4,0.34483,0.16129,26,107,1.596,0.14286,0.15385,0,2.5,0,4.80664,4,0.32258,0.11708,0.03226,0.12855,0.5725,0.8895,0.47988,0.01601,0.00924,0.01752,0.83333,0.00971,0.25709,0,1.7744,25,1178.07,1,324.43485,4.05155,2.34674,10,2,0.50417,16478.64848,4,22,27820,1391,13.92196,0.33333,1,801.69477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-12,"Standard","Currency",0,1.5,0.01517,0.02956,0.39395,0.33971,0.16129,26,107,1.6,0.14286,0.15,0,2.5,0,4.91217,4,0.30303,0.1177,0.03304,0.12407,0.55556,0.89131,0.48782,0.01615,0.00922,0.01968,0.83333,0.00953,0.25641,0,1.7,25,1219.15152,1,341.52165,4.9,2.46108,10,2,0.50557,16497.21633,5.732,22,28034,1391,12,0.33333,1,749.18765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-13,"Standard","Currency",0,1.5,0.01505,0.03106,0.38462,0.33333,0.16125,25,108,1.5,0.14284,0.146,0,2.5,0,4.71596,4,0.30077,0.11765,0.03226,0.12048,0.52632,0.9,0.47619,0.01624,0.0076,0.02019,0.83333,0.009,0.23879,0,1.69346,25,1242.55102,1,340,5,2.484,10,2,0.54598,17817.0014,5.732,23,28296,1427.436,12.82139,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-14,"Standard","Currency",0,1.5,0.0123,0.03095,0.35209,0.33333,0.15583,25,109,1.5,0.14286,0.13674,0,2.5,0,4.45366,4,0.29412,0.11472,0.03777,0.12461,0.51758,0.9,0.47619,0.0164,0.00759,0.01962,0.83333,0.00915,0.22222,0,1.66667,25,1245.07216,1,349.23284,5,3,10,2,0.62942,17754.792,6.692,22.609,28340,1452.316,12.88705,0.33333,1,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,"Standard","Currency",0,1.5,0.01175,0.03017,0.3461,0.33333,0.15634,25,108,1.5,0.13611,0.13061,0,2.5,0,4.51486,4,0.29412,0.11719,0.0326,0.12464,0.50246,0.9,0.47676,0.01647,0.00771,0.01231,0.83333,0.00915,0.22222,0,1.66879,24.99939,1149.20608,1,349.40843,5,3,8.39175,2,0.62986,17787.09291,6.397,22.19003,28080,1438.992,12,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,"Standard","Currency",0,1.5,0.01228,0.025,0.33333,0.33333,0.15873,24.58026,108.01926,1.4893,0.14085,0.13028,0,2.5,0,4.51866,4,0.29412,0.11287,0.03549,0.12461,0.51136,0.9,0.47619,0.01666,0.00909,0.01311,0.87884,0.00922,0.22222,0,1.58583,25,1196.36254,1,347.36364,5,2,8.36412,2,0.66667,18232.992,6,22.54947,28080,1440.31047,12.62008,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,"Standard","Currency",0,1.5,0.01216,0.0253,0.33333,0.33333,0.15847,24.07642,108.93407,1.46873,0.14085,0.12987,0,2.5,0,4,4,0.29412,0.11111,0.03333,0.125,0.5162,0.9,0.47619,0.01667,0.00874,0.0129,0.8895,0.00924,0.2324,0,1.69977,25,1024.52747,1,339.2,5,2,8.38889,2,0.86431,18244.88659,6.19176,22.69949,28179.42676,1451.60919,12,0.33333,1,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-18,"Standard","Currency",0,1.5,0.01177,0.02472,0.33817,0.33333,0.16025,24.98003,108,1.41096,0.14085,0.1286,0,2.5,0,4,4,0.29412,0.11111,0.03332,0.125,0.52116,0.9,0.4816,0.01649,0.00833,0.01247,0.88683,0.00864,0.23256,0,1.68979,24.82171,1024.52747,1,338.37273,5,2,7.72222,2,0.90102,18082.47273,6.25278,22.552,27972,1438.992,12.10158,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,"Standard","Currency",0,1,0.01322,0.02398,0.36499,0.33333,0.1612,24,108,1.4025,0.14085,0.12843,0,2.48855,0,4,4,0.29412,0.11111,0.03261,0.125,0.5,0.9,0.48055,0.01667,0.0089,0.01245,0.88334,0.00862,0.23256,0,1.69382,25,1056.45977,1,324,5,2.41818,6.81818,2,0.83637,18001.30909,5,20.06197,27975.24,1436.07273,12.09592,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-20,"Standard","Currency",0,1.27712,0.01181,0.02431,0.3635,0.33333,0.1611,24,108,1.38904,0.14246,0.125,0,2.04167,0,4,4,0.29412,0.11111,0.02861,0.125,0.5,0.9,0.48118,0.01661,0.00909,0.0124,0.83333,0.00833,0.23067,0,1.44509,25,1006.91358,1,336.04348,5,2.37924,7.07895,2.03417,0.80725,18163.656,6.18678,20,28045.116,1420.416,12,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-21,"Standard","Currency",0,1.5,0.01322,0.02445,0.38462,0.33333,0.15873,24,108,1.41172,0.14286,0.125,0,2.44047,0,4,4,0.29412,0.11111,0.03221,0.12486,0.5,0.90103,0.49454,0.01625,0.00858,0.01273,0.83333,0.00833,0.23256,0,1.5435,24,1172.72727,1,335.14141,4.61313,2.20106,8.04839,2.43358,0.63748,18058.54074,5.81613,20,28037.7,1420.416,13.29334,0.33333,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-22,"Standard","Currency",0,1.50174,0.01449,0.02415,0.38539,0.33333,0.16129,24,108,1.4,0.14286,0.125,0,2.5,0,4.3224,4,0.29412,0.11111,0.03226,0.12461,0.4918,0.90234,0.47619,0.0149,0.00744,0.01631,0.83333,0.00877,0.22222,0,1.60749,23,1620,1,324,4.55556,3,8.09341,3,0.66667,18056.844,5.78854,20,28031.72314,1420.416,14.03336,0.33333,1.38904,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-23,"Standard","Currency",0,1.45464,0.01491,0.0244,0.3883,0.33333,0.16129,24,108,1.4,0.14286,0.12486,0,2.5,0,4,4,0.30125,0.11111,0.03226,0.12376,0.47521,0.90271,0.47619,0.01429,0.00865,0.01809,0.83333,0.00833,0.22222,0,1.59226,24.20964,1530.75633,1,324,4.67865,3,9.224,3,0.51374,17985.78,5.76277,20,28023.12766,1317.7102,14.10351,0.33333,1.5,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-24,"Standard","Currency",0,1.40205,0.01225,0.02417,0.37157,0.33333,0.15873,23.87726,108,1.4,0.14286,0.11987,0,2.5,0,4,4,0.29412,0.11589,0.03296,0.12465,0.45455,0.9,0.47619,0.01492,0.00731,0.01679,0.83333,0.00833,0.22222,0,1.55304,25,1512,1,322.95906,5,2,10,2.2701,0.50969,18142.272,5.737,20,28212.54545,1329.84742,14,0.33333,1,819.55578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-25,"Standard","Currency",0,1.5,0.01347,0.025,0.38462,0.33333,0.15179,23.21806,108.00159,1.4,0.14213,0.11842,0,2.5,0,4,4,0.29714,0.11757,0.03313,0.125,0.44444,0.9,0.47619,0.01524,0.00814,0.0174,0.83333,0.00766,0.21773,0,1.6,25,1512.7,1,320,4.32056,2,10,2,0.65171,18146.99655,5.73261,20,28219.40816,1342.125,13.73218,0.33333,1,834.95553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,"Standard","Currency",0,1.5,0.01569,0.025,0.37495,0.33333,0.14925,23.46819,109,1.4,0.125,0.12048,0,2.5,0,4,4,0.30303,0.11905,0.03333,0.125,0.44444,0.93337,0.48026,0.01501,0.00833,0.0168,0.83358,0.00782,0.21739,0,1.52697,25,1602.88889,1,323.3865,4.27172,2.24141,9,2,0.63823,18284.91515,5,20,28689.93542,1342.5352,14,0.33333,1,871.20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-27,"Standard","Currency",0,1.5,0.01694,0.02778,0.3718,0.33333,0.14081,23,109.5999,1.4,0.125,0.11766,0,2.5,0,4.5,4,0.3125,0.11905,0.03333,0.125,0.42553,0.92391,0.5,0.01538,0.00779,0.01864,0.8376,0.00703,0.21713,0,1.6,24.44343,1533.64547,1,320,4.27172,2.19388,5,2,0.66667,18210.59198,5,20.34796,28906.14461,1341.88889,14,0.33333,1,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-28,"Standard","Currency",0,1.59164,0.01582,0.02778,0.37145,0.33333,0.13333,23,110.18701,1.35,0.12684,0.11236,0,2.7,0,4.5,4,0.3125,0.12048,0.03333,0.125,0.41667,0.93333,0.5,0.01538,0.00809,0.01802,0.84836,0.00707,0.21569,0,1.60429,25,1540.8116,1,320,4,2,5,2,0.66523,18665.02,5.63673,21,29084.07238,1341.88889,14,0.33327,1,777.15004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-29,"Standard","Currency",0,1.5,0.01667,0.02743,0.35456,0.33333,0.13158,24,111,1.34874,0.14249,0.11236,0,2.7,0,4.64706,4,0.30965,0.12019,0.03226,0.125,0.41667,0.9112,0.5,0.01538,0.0089,0.0182,0.83333,0.00714,0.21277,0,1.6,25,1553.94235,3.071,300,4,2,5,2,0.61938,18804.51,5.55102,20.84598,29238.43738,1332,14,0.33333,1,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,"Standard","Currency",0,1.55697,0.01667,0.02778,0.3384,0.33333,0.13158,24,112.01277,1.3,0.11641,0.11466,0,2.71485,0,4.75034,4,0.30303,0.11998,0.03297,0.125,0.41667,0.9,0.5,0.01538,0.00896,0.01857,0.83359,0.00834,0.21277,0,1.6,24.65361,1561.61057,3.071,294.50515,4,2,5,2,0.59251,18990.67744,6,22.20122,29568,1366.4,14,0.33333,1.00165,784.06524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,"Standard","Currency",0,1.6,0.01686,0.02836,0.33333,0.33333,0.12995,23.89051,113.79995,1.26737,0.125,0.11111,0,2.78807,0,4.94672,4,0.30303,0.12,0.03333,0.125,0.40816,0.90011,0.5,0.01538,0.00909,0.01945,0.83333,0.00917,0.21441,0,1.6,23.67165,1592.71176,0.60051,293.47174,4,2,5,1.81379,0.65024,19310.92265,6,22.63165,30032.77424,1479.55814,14,0.33333,1.19684,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,"Standard","Currency",0,1.6,0.01667,0.02829,0.33333,0.33333,0.12346,24,115,1.23537,0.11795,0.11111,0,2.70502,0,4.95243,4,0.30065,0.11765,0.03333,0.12195,0.40559,0.9,0.5,0.01538,0.00909,0.01954,0.83333,0.00885,0.21277,0,1.59765,24.02604,1610,0.662,298.05263,4,2,5,2,0.66667,19514.03063,6,21,30360,1507.535,13,0.33333,1.5,775.04079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,"Standard","Currency",0,1.57864,0.01667,0.02807,0.33333,0.33333,0.12062,23.13174,115,1.2,0.1,0.11068,0,2.80666,0,5,4,0.30035,0.11635,0.03333,0.12176,0.40474,0.89145,0.5,0.01538,0.00909,0.01941,0.83333,0.00897,0.21277,0,1.59748,23.78222,1610,0.662,280,4,2,5.82268,2,0.66667,19391.4011,6,21,30441.77778,1501.2675,13,0.33333,1.15918,747.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-03,"Standard","Currency",0,1.56358,0.01667,0.02769,0.33333,0.33333,0.12137,23.46127,116.56149,1.2,0.10443,0.10789,0,2.94366,0,4.98326,4,0.3125,0.11497,0.03333,0.12162,0.40816,0.9,0.5,0.01589,0.00875,0.01555,0.83333,0.00886,0.21277,0,1.6,24.88329,1678.06262,0.715,281.65217,4.00761,2,10,2,0.79425,19672.75769,6,24,30818.00728,1632.54141,13,0.33333,1.5,740.88991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-04,"Standard","Currency",0,1.5981,0.01683,0.02866,0.33333,0.33333,0.12306,23,117.81636,1.2,0.10462,0.10638,0,2.99998,0,5,4,0.31427,0.11499,0.03333,0.12127,0.40816,0.9,0.5,0.01667,0.00827,0.01539,0.83333,0.00899,0.21353,0,1.58104,25,1725.75,0.7675,283.82184,5,3.11753,11,2,0.93516,21071.78702,6,24,31483.22447,1651.33011,13,0.35127,1.5,761.05424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-05,"Standard","Currency",0,1.6,0.01778,0.03119,0.33333,0.33333,0.125,23.58888,118,1.2,0.10618,0.10621,0,2.88247,0,5,4,0.31259,0.11765,0.03333,0.12098,0.4,0.90816,0.5,0.01667,0.00802,0.0108,0.83333,0.00952,0.21478,0,1.56726,25,1770,0.7675,280,4.44204,3,11.49,2,0.95148,21240,6,23.54211,31624,1557.48081,13,0.35458,1.5,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-06,"Standard","Currency",0,1.5,0.01871,0.03147,0.33333,0.33333,0.12354,23,118,1.2261,0.11046,0.10526,0,2.79662,0,5,4,0.32258,0.11987,0.03333,0.12128,0.4,0.90749,0.5,0.01712,0.00784,0.01136,0.83333,0.00952,0.22222,0,1.57356,25,1770,0.871,281.06989,4.81818,3,11.6,2,0.92423,21240,6,20.36538,31671.59687,1570.49974,13,0.37199,1.5,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-07,"Standard","Currency",0,1.5,0.01705,0.02974,0.33333,0.33333,0.125,23,119,1.2,0.11075,0.10526,0,2.87071,0,5,4,0.31977,0.11861,0.03333,0.12195,0.4,0.91218,0.5,0.01839,0.00731,0.01883,0.83333,0.00954,0.22222,0,1.58839,25,1785,1,287.33544,4,3,11.80707,2,0.91281,21402.54577,6,20.715,31895.57,1583.176,13,0.36777,1.05583,773.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-08,"Standard","Currency",0,1.5,0.01829,0.02799,0.33333,0.33333,0.12348,23,119,1.2,0.11058,0.10473,0,2.98816,0,5,4,0.32249,0.11928,0.03284,0.12048,0.40385,0.90816,0.5,0.01825,0.00701,0.01847,0.82886,0.00937,0.22222,0,1.54728,25,1785,1,281.33333,4,3,11.11528,2.59388,0.85845,21396.676,6,19.22623,31892,1570.6798,13,0.34506,1,773.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-09,"Standard","Currency",0,1.5,0.01612,0.02807,0.33333,0.33333,0.125,23.73267,118,1.25,0.11111,0.10526,0,3,0,5,4,0.32258,0.12011,0.04901,0.12061,0.4,0.90742,0.5,0.01667,0.00658,0.01943,0.83333,0.00884,0.22222,0,1.59425,25,1770,1,288.35106,3.99952,3,11.4949,2.45046,0.93397,21183.95,6,19.22222,31632.85,1557.48081,13.71616,0.35034,1.38022,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-10,"Standard","Currency",0,1.54184,0.01934,0.02712,0.33333,0.33333,0.125,23,117.54298,1.19566,0.11111,0.10783,0,3,0,5,4,0.33333,0.11905,0.0429,0.12188,0.40649,0.90321,0.5,0.01534,0.00845,0.01998,0.83333,0.00891,0.22636,0,1.57854,25,1765.38703,1,272.75,3.83587,2.94632,11.31837,2.525,1,20623.12533,6,21.08508,31765.09639,1416,13.03384,0.33333,1.48495,765.96187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-11,"Standard","Currency",0,1.51075,0.01852,0.026,0.33333,0.34483,0.12195,23,117.62439,1.22105,0.11111,0.10714,0,3,0,5,4,0.33333,0.11765,0.0389,0.12091,0.40816,0.90828,0.5,0.01585,0.00698,0.01986,0.84511,0.00896,0.22309,0,1.5,24.43938,1958.328,1,281.87654,3.4697,3,8.72786,2.77273,1,20086.36117,6,20,31706.50727,1412.08163,13,0.30372,1.09762,764.86097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-12,"Standard","Currency",0,1.52725,0.01726,0.02569,0.33333,0.34267,0.12346,23,116,1.28109,0.11111,0.108,0,3,0,5,4,0.33333,0.11657,0.03708,0.12153,0.40816,0.90909,0.5,0.01926,0.00711,0.01864,0.86957,0.00833,0.22241,0,1.5,26.17041,2204,1,280,3.62,2.68384,9.164,2.69697,1,19507.86809,6,20.96628,31478.27556,1392,12.98708,0.34346,1,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,"Standard","Currency",0,1.5,0.01667,0.02492,0.33333,0.34759,0.1231,23.03212,116,1.21463,0.1,0.10526,0,3,0,5,4,0.34002,0.11364,0.03433,0.12195,0.40654,0.90135,0.5,0.01896,0.00676,0.01825,0.83333,0.00845,0.23083,0,1.61023,25,2177.51919,10,280,4,2.03298,9.14845,3,1,19157.4,6.16566,20,31549.06667,1392,12,0.29825,1,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-14,"Standard","Currency",0,1.5,0.01667,0.02284,0.33333,0.34536,0.12227,23,116,1.3,0.11004,0.10526,0,3,0,5,4,0.34195,0.11364,0.03333,0.12189,0.40734,0.90173,0.47619,0.01592,0.00724,0.01593,0.83333,0.00854,0.22222,0,1.6,27,2204,10,280,3.15109,2,8.28295,3,1,18339.6,6.07653,19.67439,31563.71717,1392,12.98879,0.30231,1,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-15,"Standard","Currency",0,1.5,0.01479,0.02279,0.33333,0.34483,0.125,23,116,1.28449,0.11111,0.10526,0,3,0,5,4,0.34409,0.11564,0.03333,0.12192,0.40553,0.90909,0.49566,0.01531,0.0067,0.01629,0.83333,0.00862,0.22568,0,1.52086,26.95506,2204,1.9,280,3.48,2,8.18409,3,0.99253,18659.59596,6,20,31486.29343,1467.168,13,0.31251,1.11711,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-16,"Standard","Currency",0,1.5,0.01667,0.0231,0.33333,0.34483,0.125,23,116,1.25,0.11647,0.10526,0,3,0,5,4,0.34619,0.11739,0.03333,0.12496,0.40299,0.90909,0.5,0.01516,0.00675,0.01684,0.83333,0.0087,0.2247,0,1.5,26.48171,2204,2.09,277.30059,4,2,8.4593,3,0.99507,19192.68157,6,20,31329.66667,1467.168,13,0.2567,1,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-17,"Standard","Currency",0,1.5,0.01667,0.02381,0.33333,0.35714,0.125,23,116,1.25,0.12037,0.10526,0,3,0,5,4,0.35714,0.11257,0.03646,0.125,0.40647,0.90501,0.5,0.01516,0.00667,0.01863,0.83333,0.0085,0.22222,0,1.5,25,2088,2.09,277.52917,4,2,9.20515,3,0.99996,19551.8,6,20.05647,31273.33333,1508,13,0.26473,1.38856,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-18,"Standard","Currency",0,1.5,0.01667,0.02585,0.33333,0.35714,0.12495,23,116,1.25188,0.125,0.10526,0,3,0,4.86669,4,0.35595,0.11283,0.03324,0.12405,0.40816,0.89997,0.5,0.01667,0.00667,0.01545,0.83172,0.0086,0.22222,0,1.5,25,2088,0.56737,253.57417,3.9667,1.89313,9,2.487,0.9946,20604.5,6,23.08457,31088,1508,13,0.32528,1.28419,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-19,"Standard","Currency",0,1.5,0.01699,0.02852,0.33333,0.34677,0.125,23,115,1.2482,0.11345,0.10192,0,3,0,4.94965,4,0.35714,0.11422,0.03237,0.12346,0.40816,0.90082,0.5,0.01781,0.00667,0.01764,0.83333,0.00834,0.22222,0,1.54077,25,2070,0.56737,242.78,3,1.98936,9.54949,1.94818,1,20450.23655,6,21.68763,30820,1404.63739,13,0.33088,1.39333,747.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-20,"Standard","Currency",0,1.5,0.0197,0.02848,0.33917,0.34775,0.1248,23.57778,115,1.25,0.11111,0.10521,0,3,0,5,4,0.35427,0.11722,0.03275,0.12225,0.40684,0.90909,0.49768,0.01729,0.00681,0.01666,0.83333,0.00833,0.22235,0,1.6,25,2070,0.56737,250,3.945,2,10,1.95223,1,20562.65662,6,21.73118,30820.81711,1402.88384,13,0.33333,1.30312,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-21,"Standard","Currency",0,1.5,0.01996,0.02833,0.34504,0.34483,0.1248,23,115,1.25,0.11588,0.10526,0,3,0,5,4,0.34752,0.11693,0.0331,0.12352,0.40683,0.90909,0.5,0.01799,0.00678,0.0167,0.83333,0.00806,0.22456,0,1.6,25,2070,0.62952,250.55517,4,2.27258,10,1.90397,1,20564.84536,6,22,30931.55,1402.88384,13,0.32995,1.10197,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22,"Standard","Currency",0,1.5,0.01883,0.02844,0.36023,0.35,0.12346,23,115,1.25,0.11111,0.10134,0,3,0,5,4,0.33333,0.11612,0.03109,0.12184,0.40789,0.90909,0.5,0.01932,0.00719,0.01584,0.83333,0.00737,0.23399,0,1.58069,25,2070,0.68609,253.91089,4,2.97172,10,2.1551,1,20641.925,6,21.58791,30820,1403.80332,13.446,0.33333,1,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-23,"Standard","Currency",0,1.5,0.01995,0.02758,0.36628,0.35,0.125,23,114,1.25,0.11111,0.1047,0,3,0,5,4,0.35714,0.11633,0.03084,0.12166,0.4,0.90909,0.5,0.01843,0.00712,0.01659,0.82779,0.00718,0.2381,0,1.60948,25,1985.59794,0.62704,266.25373,4,3,9.5303,2.09101,1,20465.90816,5.87866,21,30438,1404.15758,13,0.34089,1.23322,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-24,"Standard","Currency",0,1.53441,0.0201,0.02779,0.3602,0.35177,0.12658,23,114,1.24185,0.1102,0.10526,0,3,0,5,4,0.35669,0.1115,0.03268,0.12164,0.41431,0.90909,0.5,0.01807,0.00712,0.01856,0.83333,0.00714,0.2381,0,1.61693,23,1938,0.62704,278.4375,3.392,2,8.66883,1.89261,1,20478.74845,5.913,21,30423.18,1392.98788,13,0.33585,1.10313,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-25,"Standard","Currency",0,1.6,0.02,0.02537,0.34141,0.35477,0.12658,23.00659,114,1.25,0.1,0.10044,0,3,0,5,4,0.35714,0.11628,0.03333,0.12173,0.41521,0.9,0.5,0.01744,0.00819,0.01943,0.83318,0.00714,0.23992,0,1.65,22.70059,1938,0.57551,283.89474,4,2,8.976,1.98594,0.95388,20478.74845,5.81751,21.2956,30424.18182,1368,13,0.35819,1.04221,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
