"Date","League","Type","Apprentice.Cartographer.s.Seal","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Seal","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Seal","Master.Cartographer.s.Sextant","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Perandus.Coin","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Stacked.Deck","Vaal.Orb","Ancient.Orb","Ancient.Reliquary.Key","Annulment.Shard","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Engineer.s.Orb","Eternal.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.of.Kalandra","Mirror.Shard","Orb.of.Annulment","Orb.of.Binding","Orb.of.Horizons","Timeworn.Reliquary.Key","Timeless.Karui.Emblem","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
2016-09-20,"Standard","Currency",0,0,0.00949,0.02245,0.5,0,0.14578,24.60769,70.12019,1.59942,0.1057,0.15001,0,0,0,0,0,0.23623,0.07704,0.0293,0.23935,0.63868,1.82591,0.93042,0.01666,0.02,0.01015,1,0.00499,0.31671,0,1.84558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-21,"Standard","Currency",0,0,0.0099,0.02084,0.5,0,0.1418,25.18662,69.99437,1.55507,0.09685,0.14279,0,0,0,0,0,0.23615,0.07707,0.02939,0.23888,0.63088,1.85108,0.89801,0.01842,0.02,0.01,1.00217,0.00527,0.29221,0,1.81085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-22,"Standard","Currency",0,0,0.0113,0.02271,0.5,0.39,0.14168,25.27483,69.33197,1.5,0.09766,0.14231,0,0,0,0,0,0.23555,0.07924,0.02939,0.246,0.63759,1.80909,0.84416,0.01698,0.02,0.01,0.97637,0.00503,0.30624,0,1.78259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-23,"Standard","Currency",0,0,0.01153,0.02339,0.5,0.33594,0.14249,25.4,68.3965,1.5,0.09946,0.14204,0,0,0,0,5.0449,0.2408,0.08877,0.02701,0.24775,0.51707,1.8214,0.84288,0.01663,0.02,0.01,0.99826,0.00573,0.32254,0,1.70063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-24,"Standard","Currency",0,0,0.01175,0.02394,0.5,0.33333,0.14091,24.7972,69,1.5,0.10719,0.14517,0,0,0,0,4.99301,0.24472,0.08827,0.03267,0.23494,0.58308,1.88049,0.85318,0.01699,0.02,0.00989,1.00607,0.00521,0.32227,0,1.76217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-25,"Standard","Currency",0,0,0.01261,0.02435,0.5,0.33522,0.14188,24.09792,68.9625,1.5,0.12549,0.14938,0,0,0,0,5.31806,0.25,0.07918,0.03158,0.24368,0.61291,1.91368,0.84042,0.01791,0.01987,0.00915,1.00795,0.00512,0.32903,0,1.83486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-26,"Standard","Currency",0,0,0.01249,0.02034,0.5,0.34432,0.1384,24.13403,69.0559,1.5,0.08083,0.1549,0,0,0,0,5.43854,0.26709,0.07887,0.02487,0.23812,0.63198,1.92132,0.88333,0.01799,0.01775,0.00899,1,0.00499,0.31758,0,1.89021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,"Standard","Currency",0,0,0.01197,0.02035,0.5,0.36767,0.14066,22.91111,69.25856,1.5,0.0775,0.15525,0,0,0,0,5.46806,0.25,0.07664,0.02775,0.23281,0.6155,1.88757,0.95009,0.01209,0.01982,0.00763,1,0.00489,0.32857,0,1.88729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-28,"Standard","Currency",0,0,0.01121,0.01967,0.48878,0.34441,0.14083,23.67183,69.97254,1.5,0.095,0.14703,0,0,0,0,5.09014,0.24995,0.07819,0.03139,0.22222,0.6114,1.91746,0.98077,0.01227,0.01793,0.0087,1,0.00461,0.32157,0,1.71641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-29,"Standard","Currency",0,0,0.00997,0.01661,0.3554,0.36086,0.14146,22.77042,70.34155,1.50117,0.10583,0.14316,0,0,0,0,5.36761,0.23668,0.08054,0.03419,0.20047,0.60837,1.95758,0.97711,0.0134,0.01652,0.00809,1,0.00469,0.28523,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-30,"Standard","Currency",0,0,0.01066,0.01834,0.33402,0.33327,0.14112,22.37241,71.09517,1.49903,0.10793,0.1428,0,0,0,0,5.96483,0.24736,0.08191,0.03467,0.22106,0.62354,1.90303,0.90697,0.01573,0.01767,0.00939,1,0.00419,0.27926,15,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,"Standard","Currency",0,0,0.01097,0.01658,0.40427,0.33333,0.13639,23.04507,70.78028,1.5,0.11102,0.14118,0,0,0,0,6.0831,0.2485,0.08245,0.02914,0.22222,0.625,1.89573,0.90644,0.0148,0.01714,0.00913,1,0.00478,0.28779,15,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-02,"Standard","Currency",0,0,0.01107,0.01595,0.45028,0.33333,0.13179,22.48531,70.46154,1.5,0.12343,0.14129,0,0,0,0,5.13077,0.24548,0.08715,0.03176,0.21973,0.62369,1.89981,0.93003,0.01662,0.01666,0.0094,1,0.00493,0.27937,15,1.70706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-03,"Standard","Currency",0,0,0.0117,0.0175,0.38774,0.33333,0.13197,23.24965,70.07902,1.5,0.10674,0.14274,0,0,0,0,4.85944,0.24485,0.09321,0.03078,0.22222,0.6176,1.90231,0.96255,0.01654,0.01634,0.01,1,0.00477,0.28577,15,1.68905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-04,"Standard","Currency",0,0,0.0123,0.02326,0.34326,0.33329,0.13115,23.13046,70.66159,1.5,0.09468,0.1423,0,0,0,0,5,0.23438,0.08301,0.02554,0.22165,0.59398,1.92086,0.99152,0.01693,0.01597,0.01,1,0.00467,0.2846,15,1.68049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-05,"Standard","Currency",0,0,0.01241,0.02224,0.45667,0.33333,0.12714,23.17746,70.22934,1.49972,0.10546,0.14209,0,0,0,0,5,0.23256,0.08331,0.02372,0.22222,0.58824,1.90085,0.98923,0.01735,0.01483,0.01,1,0.00461,0.2622,0,1.69981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-06,"Standard","Currency",0,0,0.01246,0.02288,0.47725,0.3259,0.12412,22.10769,71.06923,1.5,0.1376,0.14162,0,0,0,0,5,0.23011,0.07987,0.02387,0.22219,0.58661,1.9,0.94489,0.01701,0.01503,0.00983,1,0.004,0.24461,0,1.68585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-07,"Standard","Currency",0,0,0.01223,0.02307,0.45226,0.32917,0.12431,22.24441,71.52972,1.49958,0.12532,0.13913,0,0,0,0,5,0.22821,0.07724,0.02522,0.22094,0.58698,1.9,0.96552,0.01763,0.01411,0.00947,1,0.00432,0.24826,0,1.66578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-08,"Standard","Currency",0,0,0.01177,0.02238,0.42399,0.33191,0.12433,22.56364,70.36783,1.4851,0.13577,0.13882,0,0,0,0,5.27273,0.22849,0.07807,0.02805,0.21142,0.58387,1.90371,0.99664,0.01789,0.01345,0.00969,1,0.00498,0.24885,0,1.67278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-09,"Standard","Currency",0,0,0.01181,0.02396,0.41768,0.33297,0.12436,21.83944,70.98803,1.5,0.12723,0.14044,0,0,0,0,5,0.23469,0.07809,0.02967,0.2202,0.58395,1.9,0.87675,0.02031,0.01413,0.00999,1,0.00499,0.24913,15,1.67585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-10,"Standard","Currency",0,0,0.01239,0.02356,0.46535,0.33271,0.12412,22.02168,71.03497,1.5,0.12559,0.13859,0,0,0,0,5.02552,0.23847,0.07692,0.02444,0.22567,0.57602,1.90273,0.95513,0.02035,0.01333,0.00992,1,0.00498,0.24996,15,1.66611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-11,"Standard","Currency",0,0,0.0125,0.02439,0.42469,0.33333,0.12444,21.97832,70.93846,1.5,0.13367,0.13244,0,0,0,0,5.42343,0.24291,0.07692,0.02443,0.24956,0.56526,1.90503,0.95247,0.01683,0.01484,0.00899,1,0.00484,0.24988,15,1.66275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-12,"Standard","Currency",0,0,0.01202,0.01981,0.45609,0.33327,0.1228,21.31643,70.97832,1.5,0.14051,0.13303,0,0,0,0,5,0.2431,0.07692,0.02451,0.23806,0.55527,1.94762,0.95443,0.01663,0.01377,0.0074,1,0.00428,0.25,15,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-13,"Standard","Currency",0,0,0.01235,0.02263,0.42206,0.33333,0.12168,21.53636,70.9021,1.49832,0.16914,0.13209,0,0,0,0,5,0.24163,0.07692,0.02579,0.24553,0.54679,1.90098,0.91549,0.01645,0.01409,0.007,1,0.00434,0.24634,15,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-14,"Standard","Currency",0,0,0.01208,0.01777,0.40285,0.33333,0.11914,21.15547,70.40839,1.5,0.17246,0.13121,0,0,0,0,5,0.24296,0.07692,0.02515,0.23971,0.53286,1.90084,0.88318,0.0162,0.01416,0.00679,1,0.00418,0.23546,0,1.66661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-15,"Standard","Currency",0,0,0.01241,0.0211,0.43493,0.33333,0.11959,21.97483,66.42378,1.5,0.1518,0.12607,0,0,0,0,5,0.24161,0.07692,0.02839,0.23558,0.5337,1.8792,0.9401,0.01595,0.01989,0.00841,1,0.00459,0.236,15,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-16,"Standard","Currency",0,0,0.01249,0.02073,0.45455,0.33217,0.11855,21.70629,69.80035,1.46542,0.14825,0.1253,0,0,0,0,5,0.24123,0.07689,0.03097,0.24411,0.53693,1.84734,0.90414,0.01575,0.01759,0.00998,1,0.00598,0.23502,15,1.66341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-17,"Standard","Currency",0,0,0.0125,0.02315,0.41694,0.33279,0.11796,21.46503,69.93879,1.47566,0.14655,0.125,0,0,0,0,5,0.24162,0.0769,0.03013,0.25,0.52622,1.8492,0.89908,0.01557,0.01632,0.01058,1,0.00489,0.23148,0,1.66165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-18,"Standard","Currency",0,0,0.01246,0.02155,0.36881,0.32466,0.11646,21.37727,69.36515,1.47255,0.12757,0.1251,0,0,0,0,5,0.23803,0.0767,0.02361,0.24903,0.52737,1.83533,0.90265,0.01691,0.04367,0.01031,1,0.00495,0.21289,10,1.63716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-19,"Standard","Currency",0,0,0.01248,0.0244,0.40524,0.33311,0.11689,21.90804,68.97448,1.49962,0.14162,0.12764,0,0,0,0,5,0.24107,0.07695,0.02626,0.25,0.53892,1.85672,0.90874,0.01962,0.03252,0.01038,1,0.00567,0.22241,10,1.63736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-20,"Standard","Currency",5,1,0.0126,0.02256,0.42497,0.33256,0.11713,21.06944,68.55451,1.47545,0.14674,0.1281,8,2.86952,47.73457,8.91048,5.03264,0.24426,0.07691,0.02558,0.24724,0.53073,1.89965,0.96225,0.01986,0.01291,0.01037,1,0.00487,0.21772,2.03846,1.60781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-21,"Standard","Currency",5,1,0.01247,0.02239,0.39688,0.34369,0.11469,21.60839,68,1.47944,0.14506,0.12699,8,2.41622,31.43147,7.73986,5.32343,0.24531,0.07796,0.02479,0.24076,0.51753,1.83853,0.95346,0.02037,0.01282,0.01185,0.99465,0.0056,0.20568,1.71119,1.60346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-22,"Standard","Currency",5,1,0.0125,0.02176,0.38621,0.37556,0.11391,21.65105,68,1.47836,0.15197,0.1246,8,2.05881,30.98601,7.62937,5.26084,0.24318,0.07892,0.0274,0.23812,0.52503,1.87685,0.90762,0.01969,0.01276,0.01111,0.99829,0.0069,0.19979,1.9,1.60619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-23,"Standard","Currency",0,1,0.01241,0.02188,0.38919,0.35195,0.11571,21.48182,67.95524,1.48983,0.16289,0.12356,0,2.25514,30,7.00559,5,0.24363,0.07692,0.03099,0.24332,0.52595,1.84727,0.95986,0.01936,0.01129,0.00993,1,0.00558,0.20039,1.9,1.65805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-24,"Standard","Currency",0,1,0.01235,0.02067,0.36941,0.35049,0.116,21.07063,68,1.47874,0.20002,0.12645,0,2.2199,30,6.98671,5,0.24403,0.0786,0.03321,0.24918,0.52659,1.80175,0.9035,0.02222,0.01211,0.01027,1,0.00612,0.21319,1.9,1.66125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-25,"Standard","Currency",5,0.93062,0.01245,0.02187,0.3586,0.3747,0.11241,21.27534,67.55616,1.48089,0.17973,0.127,8,2.35312,30,6.87466,5,0.24721,0.08421,0.02705,0.24222,0.54395,1.80531,0.93058,0.01677,0.01533,0.01244,0.99674,0.01138,0.22082,1.24658,1.62354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-26,"Standard","Currency",5,0.93466,0.01243,0.0236,0.37486,0.36661,0.1151,21.22622,67,1.49797,0.17516,0.13082,8,2.58552,30,6.40909,5,0.24852,0.08634,0.0259,0.24951,0.53691,1.80112,0.90069,0.01766,0.01202,0.00992,0.99883,0.00535,0.23037,2.12028,1.62577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-27,"Standard","Currency",5,0.91209,0.01249,0.02279,0.34051,0.35735,0.11629,20.93706,66.9958,1.49972,0.13298,0.12573,8,2.26587,30,6.15944,5,0.25,0.08316,0.02474,0.24288,0.52182,1.80098,0.90472,0.01763,0.01248,0.00931,0.99687,0.00699,0.22954,4.28951,1.6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-28,"Standard","Currency",5,1,0.0125,0.02345,0.39208,0.34207,0.11647,20.72028,67,1.49594,0.15022,0.125,8,2.90717,30,5.69231,5,0.24994,0.08249,0.0261,0.23776,0.50876,1.83462,0.91715,0.0158,0.01217,0.0098,1,0.00636,0.20928,2.84615,1.6225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"Standard","Currency",0,1,0.01248,0.02058,0.48916,0.36152,0.11575,20.61189,67,1.45125,0.19792,0.12541,0,2.81591,30,5.38741,5,0.24896,0.078,0.02905,0.24017,0.50127,1.83392,0.90245,0.01563,0.01136,0.00917,1,0.00626,0.21015,2.9,1.59979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-30,"Standard","Currency",5,1,0.01235,0.02229,0.45855,0.36224,0.11276,21.33333,67,1.49062,0.17841,0.12497,8,2.81544,30,5.06429,5.00556,0.24875,0.07815,0.03238,0.23668,0.50009,1.85026,0.91317,0.01732,0.01463,0.00924,0.99983,0.00631,0.21022,2.8,1.60776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-31,"Standard","Currency",0,0.99755,0.01234,0.02461,0.40233,0.33333,0.11089,20.99804,67,1.46231,0.2,0.12456,0,2.46225,0,6,5,0.25006,0.08122,0.03243,0.25,0.50401,1.87095,0.94592,0.0162,0.01647,0.00908,1,0.00702,0.19305,0,1.64146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-01,"Standard","Currency",0,0.99688,0.01242,0.02113,0.43752,0.33346,0.11111,21.03462,66.98769,1.4,0.18973,0.12459,0,2.76079,0,5.54135,5,0.26524,0.07728,0.03248,0.24355,0.50637,1.86027,0.94139,0.01579,0.01188,0.00836,0.99954,0.00621,0.19373,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-02,"Standard","Currency",0,1,0.01246,0.02306,0.3872,0.36079,0.11111,20.69703,66.97182,1.41076,0.16604,0.12498,0,2.67068,0,5.27462,5,0.25051,0.07749,0.02945,0.23926,0.5,1.8526,0.94824,0.01594,0.01189,0.00947,1,0.00563,0.19029,0,1.59992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-03,"Standard","Currency",0,1,0.0125,0.02494,0.41179,0.36355,0.11042,20.69314,67,1.47446,0.14958,0.12504,0,2.71789,0,5.91765,5,0.2502,0.08118,0.03284,0.23916,0.5,1.80584,0.93397,0.01621,0.0119,0.00978,1,0.00558,0.20969,0,1.54578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-04,"Standard","Currency",0,1,0.0125,0.025,0.43547,0.34256,0.11089,20.90825,67,1.44675,0.11878,0.12547,0,2.84021,0,5.29278,5,0.26732,0.07726,0.02602,0.23938,0.5,1.82594,0.97423,0.0167,0.01199,0.01042,1,0.01009,0.19464,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,"Standard","Currency",0,1,0.0125,0.02494,0.38228,0.33473,0.11089,20.25122,67.03902,1.4111,0.09966,0.12322,0,2.84402,0,5.25732,5,0.29001,0.07858,0.02494,0.23831,0.5,1.80922,0.96939,0.01667,0.01394,0.00954,1,0.02347,0.18845,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"Standard","Currency",0,1,0.0125,0.02494,0.35206,0.33333,0.11,20.52763,67.01447,1.48263,0.12085,0.12493,0,2.27447,0,5,5,0.26376,0.07936,0.02503,0.23954,0.5,1.82424,0.96886,0.0168,0.01503,0.00987,1,0.00579,0.18922,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-07,"Standard","Currency",0,0.98449,0.0125,0.0245,0.33333,0.33316,0.11021,21.00693,67.04554,1.49797,0.16528,0.12432,0,2,0,5,5,0.28284,0.08322,0.02587,0.23786,0.49454,1.8,0.97937,0.01805,0.01518,0.00977,1,0.00515,0.18701,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-08,"Standard","Currency",0,1,0.0125,0.02484,0.33333,0.33333,0.10964,20.15283,67.64906,1.48387,0.14578,0.12166,0,2,0,5,5,0.29843,0.0833,0.02595,0.24085,0.48223,1.83396,0.94548,0.01795,0.01304,0.00999,1,0.00999,0.18126,0,1.49962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-09,"Standard","Currency",0,0.83773,0.01247,0.025,0.33333,0.32979,0.10606,20.59364,67,1.49315,0.14529,0.11979,0,2,0,5,5,0.27761,0.08189,0.02789,0.2422,0.48338,1.84412,0.94381,0.01686,0.01426,0.00999,1,0.01233,0.1828,0,1.48547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-10,"Standard","Currency",0,1,0.01244,0.0246,0.33333,0.3253,0.10184,20.80917,67.59083,1.42401,0.16031,0.11927,0,1.99725,0,4.95138,5,0.27858,0.08226,0.02704,0.242,0.47619,1.82206,0.9654,0.01753,0.01219,0.01373,1,0.00661,0.18495,0,1.43484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-11,"Standard","Currency",0,1,0.0125,0.02457,0.33333,0.33186,0.0999,21.78,68,1.40232,0.19084,0.11689,0,2,0,5.00526,5,0.25,0.08049,0.0253,0.2403,0.48471,1.81753,0.97669,0.02167,0.01237,0.01073,1,0.00399,0.16945,0,1.47211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-12,"Standard","Currency",0,1,0.0125,0.0249,0.33319,0.32784,0.10206,20.72941,68.23206,1.40544,0.16748,0.11688,0,2,0,5.12647,5,0.26726,0.07752,0.02548,0.24748,0.47619,1.80238,0.9754,0.01971,0.01319,0.01167,1,0.00645,0.1716,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,"Standard","Currency",0,1,0.01245,0.02469,0.3284,0.32487,0.10572,20.92235,68.984,1.4,0.15183,0.11749,0,2,0,5,5,0.3004,0.07729,0.025,0.24861,0.47663,1.806,0.96977,0.01734,0.01164,0.00917,1,0.0049,0.16667,0,1.48114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-14,"Standard","Currency",0,1,0.01249,0.02482,0.31942,0.32258,0.1042,20.74444,68.97407,1.4062,0.14286,0.11716,0,2,0,5,5,0.31652,0.07713,0.025,0.24428,0.47667,1.8194,0.95719,0.01978,0.01074,0.01004,1,0.0045,0.16773,0,1.4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,"Standard","Currency",0,1,0.01217,0.025,0.31886,0.32144,0.10226,21.0629,68.99742,1.37823,0.14219,0.11666,0,2,0,5,5,0.31778,0.07692,0.02473,0.24798,0.47593,1.80508,0.94075,0.01983,0.01263,0.01528,0.99793,0.00532,0.17594,0,1.4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-16,"Standard","Currency",0,1,0.0124,0.02484,0.31785,0.31465,0.10016,21.29833,69.23267,1.35022,0.15195,0.11736,0,2,0,5,4.99483,0.31038,0.07743,0.02439,0.24741,0.47541,1.79399,0.90614,0.01994,0.01206,0.01288,0.99262,0.01012,0.16998,0,1.41111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-17,"Standard","Currency",0,1,0.01248,0.02483,0.33333,0.32377,0.10185,20.54737,69.65661,1.36064,0.18547,0.11781,0,1.99965,0,5,5,0.32189,0.07677,0.025,0.25,0.47619,1.81022,0.9271,0.02137,0.01248,0.01228,0.9929,0.00512,0.17279,0,1.42105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-18,"Standard","Currency",0,1,0.01224,0.02477,0.31397,0.32409,0.10085,19.93417,69.0615,1.36006,0.16229,0.1176,0,2,0,5,5,0.3106,0.07829,0.025,0.24957,0.47619,1.83626,0.96154,0.02339,0.01177,0.00979,0.96508,0.00531,0.17312,0,1.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
