"Day","Date","League","Type","Academy.Map","Acid.Lakes.Map","Alleyways.Map","Ancient.City.Map","Arachnid.Nest.Map","Arachnid.Tomb.Map","Arcade.Map","Arena.Map","Arid.Lake.Map","Armoury.Map","Arsenal.Map","Ashen.Wood.Map","Atoll.Map","Barrows.Map","Basilica.Map","Bazaar.Map","Beach.Map","Belfry.Map","Bog.Map","Bone.Crypt.Map","Burial.Chambers.Map","Cage.Map","Caldera.Map","Canyon.Map","Carcass.Map","Castle.Ruins.Map","Cells.Map","Cemetery.Map","Channel.Map","Chateau.Map","City.Square.Map","Colonnade.Map","Colosseum.Map","Conservatory.Map","Coral.Ruins.Map","Core.Map","Courthouse.Map","Courtyard.Map","Coves.Map","Crimson.Temple.Map","Crystal.Ore.Map","Cursed.Crypt.Map","Dark.Forest.Map","Defiled.Cathedral.Map","Desert.Map","Desert.Spring.Map","Dig.Map","Dunes.Map","Dungeon.Map","Estuary.Map","Excavation.Map","Factory.Map","Fields.Map","Flooded.Mine.Map","Forge.of.the.Phoenix.Map","Gardens.Map","Geode.Map","Ghetto.Map","Gorge.Map","Graveyard.Map","Grotto.Map","Haunted.Mansion.Map","Iceberg.Map","Infested.Valley.Map","Ivory.Temple.Map","Jungle.Valley.Map","Laboratory.Map","Lair.Map","Lair.of.the.Hydra.Map","Lava.Chamber.Map","Lava.Lake.Map","Leyline.Map","Lighthouse.Map","Lookout.Map","Malformation.Map","Marshes.Map","Mausoleum.Map","Maze.Map","Maze.of.the.Minotaur.Map","Mesa.Map","Mineral.Pools.Map","Moon.Temple.Map","Mud.Geyser.Map","Museum.Map","Necropolis.Map","Orchard.Map","Overgrown.Ruin.Map","Overgrown.Shrine.Map","Palace.Map","Park.Map","Pen.Map","Peninsula.Map","Phantasmagoria.Map","Pier.Map","Pit.Map","Pit.of.the.Chimera.Map","Plateau.Map","Plaza.Map","Port.Map","Precinct.Map","Primordial.Pool.Map","Promenade.Map","Racecourse.Map","Ramparts.Map","Reef.Map","Relic.Chambers.Map","Residence.Map","Scriptorium.Map","Sepulchre.Map","Shaped.Academy.Map","Shaped.Alleyways.Map","Shaped.Ancient.City.Map","Shaped.Arachnid.Nest.Map","Shaped.Arachnid.Tomb.Map","Shaped.Arcade.Map","Shaped.Arena.Map","Shaped.Arid.Lake.Map","Shaped.Armoury.Map","Shaped.Ashen.Wood.Map","Shaped.Atoll.Map","Shaped.Barrows.Map","Shaped.Bazaar.Map","Shaped.Beach.Map","Shaped.Belfry.Map","Shaped.Bog.Map","Shaped.Bone.Crypt.Map","Shaped.Burial.Chambers.Map","Shaped.Cage.Map","Shaped.Canyon.Map","Shaped.Cells.Map","Shaped.Cemetery.Map","Shaped.Channel.Map","Shaped.Chateau.Map","Shaped.City.Square.Map","Shaped.Colonnade.Map","Shaped.Conservatory.Map","Shaped.Coral.Ruins.Map","Shaped.Courthouse.Map","Shaped.Courtyard.Map","Shaped.Coves.Map","Shaped.Cursed.Crypt.Map","Shaped.Desert.Map","Shaped.Dunes.Map","Shaped.Dungeon.Map","Shaped.Estuary.Map","Shaped.Excavation.Map","Shaped.Fields.Map","Shaped.Flooded.Mine.Map","Shaped.Gardens.Map","Shaped.Geode.Map","Shaped.Gorge.Map","Shaped.Graveyard.Map","Shaped.Grotto.Map","Shaped.Haunted.Mansion.Map","Shaped.Iceberg.Map","Shaped.Infested.Valley.Map","Shaped.Ivory.Temple.Map","Shaped.Jungle.Valley.Map","Shaped.Laboratory.Map","Shaped.Lava.Chamber.Map","Shaped.Leyline.Map","Shaped.Lighthouse.Map","Shaped.Lookout.Map","Shaped.Marshes.Map","Shaped.Mausoleum.Map","Shaped.Maze.Map","Shaped.Mesa.Map","Shaped.Mineral.Pools.Map","Shaped.Moon.Temple.Map","Shaped.Mud.Geyser.Map","Shaped.Museum.Map","Shaped.Orchard.Map","Shaped.Overgrown.Ruin.Map","Shaped.Pen.Map","Shaped.Peninsula.Map","Shaped.Phantasmagoria.Map","Shaped.Pier.Map","Shaped.Plateau.Map","Shaped.Port.Map","Shaped.Precinct.Map","Shaped.Primordial.Pool.Map","Shaped.Ramparts.Map","Shaped.Relic.Chambers.Map","Shaped.Residence.Map","Shaped.Scriptorium.Map","Shaped.Sepulchre.Map","Shaped.Shipyard.Map","Shaped.Shore.Map","Shaped.Siege.Map","Shaped.Spider.Forest.Map","Shaped.Spider.Lair.Map","Shaped.Springs.Map","Shaped.Strand.Map","Shaped.Sulphur.Vents.Map","Shaped.Temple.Map","Shaped.Thicket.Map","Shaped.Tower.Map","Shaped.Toxic.Sewer.Map","Shaped.Tribunal.Map","Shaped.Tropical.Island.Map","Shaped.Underground.River.Map","Shaped.Underground.Sea.Map","Shaped.Vaal.Pyramid.Map","Shaped.Vault.Map","Shaped.Volcano.Map","Shaped.Waste.Pool.Map","Shaped.Wasteland.Map","Shaped.Waterways.Map","Shaped.Wharf.Map","Shipyard.Map","Shore.Map","Shrine.Map","Siege.Map","Spider.Forest.Map","Spider.Lair.Map","Springs.Map","Strand.Map","Sulphur.Vents.Map","Summit.Map","Sunken.City.Map","Temple.Map","Terrace.Map","Thicket.Map","Torture.Chamber.Map","Tower.Map","Toxic.Sewer.Map","Tribunal.Map","Tropical.Island.Map","Underground.River.Map","Underground.Sea.Map","Vaal.Pyramid.Map","Vaal.Temple.Map","Vault.Map","Villa.Map","Volcano.Map","Waste.Pool.Map","Wasteland.Map","Waterways.Map","Wharf.Map","Elder.Academy.Map","Elder.Acid.Lakes.Map","Elder.Arena.Map","Elder.Arid.Lake.Map","Elder.Armoury.Map","Elder.Ashen.Wood.Map","Elder.Atoll.Map","Elder.Beach.Map","Elder.Bone.Crypt.Map","Elder.Burial.Chambers.Map","Elder.Caldera.Map","Elder.Canyon.Map","Elder.Castle.Ruins.Map","Elder.Cells.Map","Elder.Channel.Map","Elder.City.Square.Map","Elder.Colonnade.Map","Elder.Colosseum.Map","Elder.Core.Map","Elder.Courtyard.Map","Elder.Crimson.Temple.Map","Elder.Crystal.Ore.Map","Elder.Dark.Forest.Map","Elder.Defiled.Cathedral.Map","Elder.Dig.Map","Elder.Dunes.Map","Elder.Factory.Map","Elder.Fields.Map","Elder.Geode.Map","Elder.Gorge.Map","Elder.Graveyard.Map","Elder.Grotto.Map","Elder.Haunted.Mansion.Map","Elder.Infested.Valley.Map","Elder.Lair.Map","Elder.Mausoleum.Map","Elder.Maze.Map","Elder.Mesa.Map","Elder.Mineral.Pools.Map","Elder.Mud.Geyser.Map","Elder.Necropolis.Map","Elder.Overgrown.Ruin.Map","Elder.Park.Map","Elder.Pit.Map","Elder.Plaza.Map","Elder.Primordial.Pool.Map","Elder.Promenade.Map","Elder.Racecourse.Map","Elder.Ramparts.Map","Elder.Relic.Chambers.Map","Elder.Shipyard.Map","Elder.Spider.Forest.Map","Elder.Strand.Map","Elder.Sulphur.Vents.Map","Elder.Summit.Map","Elder.Terrace.Map","Elder.Thicket.Map","Elder.Torture.Chamber.Map","Elder.Toxic.Sewer.Map","Elder.Tribunal.Map","Elder.Tropical.Island.Map","Elder.Underground.River.Map","Elder.Underground.Sea.Map","Elder.Vault.Map","Elder.Villa.Map","Elder.Volcano.Map","Elder.Waste.Pool.Map","Elder.Waterways.Map","Elder.Wharf.Map","Elder.Alleyways.Map","Elder.Ancient.City.Map","Elder.Arachnid.Nest.Map","Elder.Arachnid.Tomb.Map","Elder.Arcade.Map","Elder.Arsenal.Map","Elder.Barrows.Map","Elder.Basilica.Map","Elder.Bazaar.Map","Elder.Belfry.Map","Elder.Bog.Map","Elder.Cage.Map","Elder.Carcass.Map","Elder.Cemetery.Map","Elder.Chateau.Map","Elder.Conservatory.Map","Elder.Coral.Ruins.Map","Elder.Courthouse.Map","Elder.Coves.Map","Elder.Cursed.Crypt.Map","Elder.Desert.Map","Elder.Desert.Spring.Map","Elder.Estuary.Map","Elder.Excavation.Map","Elder.Flooded.Mine.Map","Elder.Gardens.Map","Elder.Ghetto.Map","Elder.Iceberg.Map","Elder.Ivory.Temple.Map","Elder.Jungle.Valley.Map","Elder.Laboratory.Map","Elder.Lava.Chamber.Map","Elder.Lava.Lake.Map","Elder.Leyline.Map","Elder.Lighthouse.Map","Elder.Lookout.Map","Elder.Malformation.Map","Elder.Marshes.Map","Elder.Moon.Temple.Map","Elder.Museum.Map","Elder.Orchard.Map","Elder.Overgrown.Shrine.Map","Elder.Palace.Map","Elder.Peninsula.Map","Elder.Phantasmagoria.Map","Elder.Pier.Map","Elder.Plateau.Map","Elder.Port.Map","Elder.Precinct.Map","Elder.Reef.Map","Elder.Residence.Map","Elder.Scriptorium.Map","Elder.Sepulchre.Map","Elder.Shore.Map","Elder.Shrine.Map","Elder.Siege.Map","Elder.Spider.Lair.Map","Elder.Springs.Map","Elder.Sunken.City.Map","Elder.Temple.Map","Elder.Tower.Map","Elder.Vaal.Pyramid.Map","Elder.Wasteland.Map","Acid.Caverns.Map","Crater.Map","Elder.Crater.Map","Elder.Dungeon.Map","Elder.Fungal.Hollow.Map","Elder.Glacier.Map","Elder.Pen.Map","Elder.Primordial.Blocks.Map","Fungal.Hollow.Map","Glacier.Map","Primordial.Blocks.Map","Shaped.Crater.Map","Shaped.Fungal.Hollow.Map","Shaped.Ghetto.Map","Shaped.Glacier.Map","Shaped.Pit.Map","Shaped.Plaza.Map","Shaped.Promenade.Map","Blighted.Academy.Map","Blighted.Acid.Caverns.Map","Blighted.Alleyways.Map","Blighted.Ancient.City.Map","Blighted.Arachnid.Nest.Map","Blighted.Arachnid.Tomb.Map","Blighted.Arcade.Map","Blighted.Arena.Map","Blighted.Arid.Lake.Map","Blighted.Armoury.Map","Blighted.Arsenal.Map","Blighted.Ashen.Wood.Map","Blighted.Atoll.Map","Blighted.Barrows.Map","Blighted.Basilica.Map","Blighted.Bazaar.Map","Blighted.Beach.Map","Blighted.Belfry.Map","Blighted.Bog.Map","Blighted.Bone.Crypt.Map","Blighted.Burial.Chambers.Map","Blighted.Cage.Map","Blighted.Caldera.Map","Blighted.Canyon.Map","Blighted.Castle.Ruins.Map","Blighted.Cells.Map","Blighted.Cemetery.Map","Blighted.Channel.Map","Blighted.Chateau.Map","Blighted.City.Square.Map","Blighted.Colonnade.Map","Blighted.Conservatory.Map","Blighted.Coral.Ruins.Map","Blighted.Courthouse.Map","Blighted.Courtyard.Map","Blighted.Coves.Map","Blighted.Crater.Map","Blighted.Crimson.Temple.Map","Blighted.Crystal.Ore.Map","Blighted.Cursed.Crypt.Map","Blighted.Dark.Forest.Map","Blighted.Defiled.Cathedral.Map","Blighted.Desert.Map","Blighted.Desert.Spring.Map","Blighted.Dig.Map","Blighted.Dunes.Map","Blighted.Dungeon.Map","Blighted.Estuary.Map","Blighted.Excavation.Map","Blighted.Fields.Map","Blighted.Flooded.Mine.Map","Blighted.Fungal.Hollow.Map","Blighted.Gardens.Map","Blighted.Geode.Map","Blighted.Ghetto.Map","Blighted.Glacier.Map","Blighted.Graveyard.Map","Blighted.Grotto.Map","Blighted.Haunted.Mansion.Map","Blighted.Iceberg.Map","Blighted.Infested.Valley.Map","Blighted.Ivory.Temple.Map","Blighted.Jungle.Valley.Map","Blighted.Lair.Map","Blighted.Lava.Chamber.Map","Blighted.Lava.Lake.Map","Blighted.Leyline.Map","Blighted.Lighthouse.Map","Blighted.Lookout.Map","Blighted.Malformation.Map","Blighted.Marshes.Map","Blighted.Mausoleum.Map","Blighted.Mesa.Map","Blighted.Mineral.Pools.Map","Blighted.Moon.Temple.Map","Blighted.Mud.Geyser.Map","Blighted.Museum.Map","Blighted.Necropolis.Map","Blighted.Orchard.Map","Blighted.Overgrown.Shrine.Map","Blighted.Palace.Map","Blighted.Park.Map","Blighted.Pen.Map","Blighted.Peninsula.Map","Blighted.Pier.Map","Blighted.Pit.Map","Blighted.Plateau.Map","Blighted.Plaza.Map","Blighted.Port.Map","Blighted.Precinct.Map","Blighted.Primordial.Blocks.Map","Blighted.Primordial.Pool.Map","Blighted.Promenade.Map","Blighted.Racecourse.Map","Blighted.Ramparts.Map","Blighted.Reef.Map","Blighted.Relic.Chambers.Map","Blighted.Residence.Map","Blighted.Sepulchre.Map","Blighted.Shipyard.Map","Blighted.Shore.Map","Blighted.Shrine.Map","Blighted.Siege.Map","Blighted.Spider.Forest.Map","Blighted.Spider.Lair.Map","Blighted.Strand.Map","Blighted.Sulphur.Vents.Map","Blighted.Summit.Map","Blighted.Temple.Map","Blighted.Terrace.Map","Blighted.Thicket.Map","Blighted.Tower.Map","Blighted.Toxic.Sewer.Map","Blighted.Tropical.Island.Map","Blighted.Underground.River.Map","Blighted.Underground.Sea.Map","Blighted.Vaal.Pyramid.Map","Blighted.Vault.Map","Blighted.Villa.Map","Blighted.Volcano.Map","Blighted.Waste.Pool.Map","Blighted.Wasteland.Map","Blighted.Waterways.Map","Blighted.Wharf.Map","Elder.Acid.Caverns.Map","Shaped.Arsenal.Map","Shaped.Castle.Ruins.Map","Shaped.Factory.Map","Shaped.Necropolis.Map","Shaped.Overgrown.Shrine.Map","Shaped.Racecourse.Map","Shaped.Villa.Map","Abyss.Map","Beacon.Map","Catacombs.Map","Cavern.Map","Crematorium.Map","Crypt.Map","High.Gardens.Map","Oasis.Map","Quarry.Map","Quay.Map","Sewer.Map","Shaped.Acid.Lakes.Map","Shaped.Catacombs.Map","Shaped.Cavern.Map","Shaped.Crypt.Map","Shaped.Crystal.Ore.Map","Shaped.Malformation.Map","Shaped.Oasis.Map","Shaped.Quarry.Map","Shaped.Quay.Map","Shaped.Reef.Map","Shaped.Sewer.Map","Shaped.Terrace.Map","Shaped.Vaal.City.Map","Sulphur.Wastes.Map","Vaal.City.Map","Armory.Map","Shaped.Armory.Map","Shaped.Lair.Map"
1,"2017-12-08","Abyss","Map",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2017-12-09","Abyss","Map",1.6488,0,0.406,0.9868,3.0565,4.78,0.8236,2.82286,0.4336,2.76944,20,2.8776,1.7068,0.9948,0,2.0425,0.2128,5.15556,3.85,2.41783,0.8288,0.6768,0,0.9664,0,7.07545,0.9072,1.798,1.2392,0.7792,0.9652,9,0,1,2.83043,8.75455,0.9828,3.63154,7.27625,0,7.5,6.22556,0,7.37333,0.3812,0,0,5.09091,0.1732,3.01412,0.7808,0,2.015,0.4124,0,3.3172,4.28125,13.45222,0.9848,0.174,0.8728,1.1508,0.6756,3.2915,0.9636,2.6708,2.20042,6.80714,0,2.54429,0,0.9264,0.9776,0.1768,8.8,0.2664,2.5108,0.9964,0,13,3.8,7.04667,4.01,2.41833,6.35714,2.49706,3.07583,7.8,0,7.62875,0.5632,0.5224,1.34333,5.15385,16.055,0,4.45455,0,0.9296,4,7,5,8.56,1.6284,0,0.7632,3.6792,2.82476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0275,7,18.35,6.75,0,1.0132,0.6292,0.9236,0.9816,8.2,0,4.75667,7.14286,1.8272,8.78182,0,1.0096,1.9096,3,2.02632,1.53167,2.81111,0,10.51722,6.8,0.9976,5.25,4.83143,7.255,2.09833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2017-12-10","Abyss","Map",1.24559,17.59458,0.23373,0.54949,1.76661,4.91625,0.40254,4.00305,0.28186,1.94424,7.11254,1.52441,1.76915,0.57356,25.67806,1.79102,0.18678,3.25542,4.68019,1.68695,0.41593,0.34559,5.95114,0.58271,23.97526,4.01373,0.43593,1.61847,0.67407,0.42186,0.51966,4.69695,17.461,0.68271,2.12508,5.95373,0.42627,2.26068,4.09441,13.51886,6.10232,5.56864,17.7461,5.29712,0.23475,5.95864,20.95929,2.94138,0.18576,2.40085,0.3561,4.84981,1.32288,0.21559,80.66139,2.14424,2.82644,6.06797,0.51356,0.18814,0.45034,0.59305,0.34746,2.06169,0.60678,1.93576,2.07881,5.03305,47.40044,1.47746,0,0.42864,0.49203,0.18492,5.6034,0.2061,1.52424,0.63305,89.27188,7.95085,2.46983,4.25915,2.14593,2.45983,3.84627,2.09898,2.29,3.84887,17.56509,5.68407,0.33017,0.34051,1.7678,3.79,3.92763,156.995,3.03636,14.04431,0.53881,3.97182,5.27864,4.66576,6.34542,1.49847,22.13471,0.42678,1.7861,2.59492,2.99867,0,1.89079,0,0,0,1.5,0,1.65577,0,0,9.5,0,0,1.50981,0,0,0,3.13636,0,4,2.2,0,5.8,3,2,0,0,0,0,0,0,0,1.38897,0,0,0,0,0,2,0,0,3.24179,2,0,2.65,1.99435,0,0,0,0,0,3,0,1.93571,1.97375,0,0,0,0,0,0,0,0,0,1.57864,2.44032,0,0,0,2.78378,0,0,0,0,0,0,0,0,10,0,0,1.9,1.7,2,3,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,2.77729,4.20763,7.78932,3.37475,6.15161,0.63034,0.37322,0.45814,0.55034,4.94661,27.02571,3.91051,5.79814,1.48729,4.76845,3.61259,0.69475,2.01763,2.52321,1.93492,1.17593,2.21373,41.78789,3.56203,4.04315,0.58763,2.89559,2.98017,3.88,1.40051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2017-12-11","Abyss","Map",0.98483,8.6781,0.24517,0.46086,1.03776,2.63534,0.41569,2.07638,0.26,1.22172,3.96138,0.99983,1.01034,0.46793,16.75759,1.04224,0.23603,2.1831,2.51879,1.01241,0.42655,0.34276,4.72879,0.46569,17.11448,3,0.44534,0.99638,0.55052,0.45379,0.45086,3,10.8622,0.53603,1.56897,5.6269,0.44845,1.95586,2.99276,11.09759,3.42121,2.50276,10.68655,3.55224,0.23845,5.02603,9.11655,1.9631,0.23569,1.99672,0.4119,3,0.9769,0.24103,38.49052,1.67379,1.99448,4,0.47034,0.23707,0.45534,0.47362,0.32017,1.85672,0.46793,1.31845,1.84103,3.695,37.14466,0.99448,25.49925,0.43879,0.45345,0.24069,4.18517,0.23638,0.99034,0.51983,41.16857,4.02931,1.98793,2.36931,1.97155,2,3,1.99828,1.94414,3.00621,8.69534,4.05483,0.27328,0.34,1.24914,2.25586,2.97552,57.2614,2,12.13776,0.45052,2.7781,4.14259,3.00655,4.8081,0.99845,20.9119,0.44759,1.02379,2.01052,2.27276,0,1.22034,2.87368,0,0,2,0,1.18672,0,3.6,7.09379,0,0,0.99948,0,0,0,1.97741,1.92462,2.04782,2.89138,0,2.18246,3.71818,2.01778,0,0,0,2,0,0,0,1.03966,5.2548,2.03055,0,2.82727,4,1.90276,0,0,1.98862,1.76379,2.75,3.37121,1.87345,0,1.6,7.80527,0,15.83333,1.57778,2,0.98052,1.10172,4.36125,4,0,0,0,0,0,0,0,1.1281,1.95569,4,0,0,2.1431,0,0,0,2.67875,0,0,0,0,9.40034,0,0,2.495,1.89603,2.22414,2.60609,0,0,0,1.97327,0,7.4,10,5,0,21.575,2.01592,0,0,0,5,2.23776,2.06172,4.85138,2.18017,4,0.48345,0.36724,0.45172,0.47948,4.33586,21.66086,2.2831,4.00034,0.9919,2.99672,2.20638,0.49948,1.5919,2.01414,1.48241,0.95759,1.99828,27.06741,2.345,3,0.5431,2,2.09293,2.98707,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
