"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
16,"2017-03-18","Legacy","UniqueJewel",1,0.35241,0.33603,0.29845,0.33948,0.33155,0.67069,0.33586,10.39431,0.33603,0.33603,2.94052,0.5681,0.33603,0.33483,0.33586,0.33603,0.86724,0.33603,0.33603,1,0.33603,2.0331,0.33603,159.38828,599.95328,114.18966,403.39741,0.32914,145.54345,27.21379,1.73586,0.985,7.31517,0.83828,0.33603,0.33603,0.33569,0.97017,NA,0.41224,0.67034,0.33603,0.33603,NA,0.33603,1.26379,0.32586,0.97052,0.33569,0.33603,1.99845,10.84655,13.61862,10.2231,0.33603,0.89121,0.95862,0.33603,0.33603,0.34017,0.33741,0.33603,0.32534,0.33603,0.32483,0.33603,1,14.57534,264.62,0.33603,NA,0.33603,0.33,2.76138,0.97276,0.33603,29.47293,0.34362,0.31466,NA,1,0.99828,0.33603,NA,0.98914,0.33603,0.33603,0.31397,0.32845,0.3219,293.3331,165.41569,369.54821,NA,67.64655,262.2925,NA,170.83776,425.71224,0.33586,NA,0.36034,0.33466,3.95052,0.97362,0.54603,0.33603,NA,0.33603,0.30759,0.3631,0.30293,0.32776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33603,NA
17,"2017-03-19","Legacy","UniqueJewel",1,0.34842,0.31649,0.32895,0.46228,0.31123,0.54596,0.32895,9.90386,0.32895,0.32895,2.76316,0.72825,0.32895,0.32895,0.32825,0.32895,0.94895,0.29982,0.34754,1,0.32895,1.86333,0.32895,295.76333,625.27702,108.97421,491.99967,0.32895,140.19789,25.91351,1.82456,0.94228,6.72842,0.91719,0.32895,0.32211,0.32684,0.95088,NA,0.37737,0.65895,0.31614,0.31982,NA,0.32895,1,0.2986,0.99404,0.32947,0.32895,2.31263,10.06684,15.58281,9.45439,0.32895,0.98947,0.96351,0.32895,0.32895,0.32895,0.32877,0.32895,0.31509,0.32772,0.32895,0.32895,1.14298,16.48561,277.18632,0.32895,NA,0.32825,0.32895,2.35,0.92351,0.32895,27.40632,0.32877,0.31719,NA,0.99596,0.97965,0.32895,NA,0.99965,0.32895,0.32895,0.31737,0.30123,0.31404,311.45702,158.37649,410.48789,NA,55.56649,0,NA,174.4307,431.93877,0.28702,NA,0.36561,0.32895,4.73246,0.99158,0.50246,0.31351,NA,0.32895,0.26965,0.3286,0.31684,0.32825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32895,NA
18,"2017-03-20","Legacy","UniqueJewel",1,0.52526,0.31246,0.32684,0.64667,0.32684,0.54772,0.32684,13.38982,0.32684,0.32684,2.83684,0.58737,0.32684,0.32684,0.32684,0.32684,0.97912,0.32632,0.35772,0.76386,0.32684,1.85579,0.32684,331.12018,676.56193,122.05368,499.6493,0.32614,143.45614,25.15035,1.20123,0.98263,4.98211,0.91632,0.32684,0.32614,0.29789,0.99509,NA,0.38737,0.82351,0.32509,0.32649,NA,0.32684,1,0.31702,1,0.32789,0.32684,1.99439,10,20.39368,9.05123,0.32123,0.99509,0.91193,0.32579,0.32684,0.49614,0.32684,0.32684,0.30912,0.31316,0.32684,0.32684,1.39333,20.26807,309.90842,0.32491,NA,0.46789,0.32684,2.36719,0.99526,0.32684,27.43246,0.32719,0.32667,NA,0.99667,0.99825,0.32684,NA,1,0.32684,0.32439,0.2993,0.3214,0.28298,343.9286,152.17579,385.84561,NA,48.29561,350.765,NA,168.77316,442.0807,0.27754,NA,0.35632,0.32684,3.56632,0.95877,0.46439,0.26895,NA,0.32684,0.31789,0.32684,0.32544,0.32649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32544,NA
19,"2017-03-21","Legacy","UniqueJewel",1,0.89579,0.31947,0.29298,0.58526,0.32088,0.4293,0.32088,13.06123,0.32088,0.31474,2.85035,0.69702,0.32088,0.32088,0.32088,0.32088,0.98,0.26579,0.66719,0.53281,0.32088,1.69,0.32088,177.69211,720.23684,178.20316,511.0393,0.31982,150.47316,24.84807,1.46702,0.99982,5,0.75456,0.32088,0.3207,0.31333,0.99965,NA,0.32088,0.97386,0.32053,0.32088,NA,0.32088,1,0.32018,1,0.34491,0.32088,2.01439,10.05123,19.32526,8.70684,0.32088,1,0.78421,0.31982,0.32088,0.62912,0.32088,0.32088,0.31456,0.32088,0.32053,0.32088,1.57895,26.27737,336.50526,0.32088,NA,0.32088,0.32088,2.79404,0.99421,0.32088,25.21333,0.31684,0.31754,NA,0.95474,0.98561,0.32053,NA,1.00105,0.32088,0.30825,0.30088,0.29965,0.22421,379.58667,148.53526,393.93982,NA,44.98947,354.0314,NA,169.63018,457.27579,0.31719,NA,0.32088,0.32088,2.71474,0.89719,0.38632,0.29965,NA,0.32088,0.31772,0.32351,0.28772,0.32088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32088,NA
20,"2017-03-22","Legacy","UniqueJewel",1,0.63069,0.30776,0.27241,0.86707,0.29379,0.41931,0.31103,12.00034,0.30534,0.31103,2.65328,0.50828,0.31103,0.31103,0.30776,0.31103,0.97328,0.20879,0.67086,0.73828,0.31103,1.15121,0.31103,183.90655,635.07086,238.01034,511.06138,0.30759,158.38621,23.85328,1.60914,0.99431,4.72534,0.75931,0.31103,0.31034,0.30155,0.74741,NA,0.31121,0.99172,0.29086,0.31345,NA,0.31052,1,0.30759,0.99569,0.33345,0.31103,2.08552,9.96155,11.77345,8.06672,0.31103,0.79707,0.89448,0.30121,0.31103,0.31448,0.31103,0.30414,0.31103,0.31103,0.29103,0.31103,1.32793,27.79259,326.85914,0.31103,NA,0.31103,0.31069,2.49517,0.93276,0.31466,22.06397,0.30914,0.26914,NA,0.98879,0.97759,0.31103,NA,1.02466,0.31103,0.31103,0.30931,0.27414,0.26103,388.74017,147.65983,446.28649,NA,49.15431,355.14466,NA,159.24621,461.92466,0.31103,NA,0.31121,0.31103,2.54448,0.92741,0.40069,0.31103,NA,0.31103,0.28741,0.34241,0.30862,0.30672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31103,NA
21,"2017-03-23","Legacy","UniqueJewel",1,0.67276,0.29707,0.23362,0.82862,0.29552,0.46103,0.30793,13.03345,0.30793,0.30793,2.5981,0.61155,0.30793,0.30793,0.30793,0.30793,0.99448,0.27983,0.96672,0.88552,0.30724,1.54224,0.30793,194.00017,775.25517,234.53379,559.12603,0.27569,169.83483,23.28534,1.37121,0.98983,4.14138,0.85345,0.30793,0.30793,0.30759,0.73776,NA,0.36017,0.99552,0.30793,0.30793,NA,0.3081,0.99983,0.30724,1,0.38983,0.30793,2.36983,10,9.69879,8.00793,0.30707,0.82534,0.64293,0.30793,0.30793,0.31034,0.30793,0.30793,0.30586,0.30793,0.30793,0.30793,1.92983,33.25724,350.38776,0.30793,NA,0.3081,0.30724,2.76672,0.97862,0.30828,20.08569,0.30259,0.28948,NA,0.95483,0.95707,0.30793,NA,1.15086,0.30793,0.30793,0.30776,0.24569,0.25517,401.89431,142.50931,449.26672,NA,50.81569,332.68879,NA,155.94466,477.98793,0.30793,NA,0.35138,0.30793,2.30776,0.93362,0.37379,0.30793,NA,0.30793,0.28138,0.57741,0.30793,0.30793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30793,NA
22,"2017-03-24","Legacy","UniqueJewel",1,0.65224,0.29379,0.29431,0.88431,0.26397,0.48552,0.30034,13.52931,0.30034,0.28397,2.08534,0.81172,0.30034,0.30034,0.30034,0.30034,0.97034,0.30034,0.84172,0.99034,0.30034,1.42466,0.30034,195.50431,872.75862,256.13121,625.34086,0.29741,174.06569,23.67207,1.41759,1,3.17379,0.87103,0.30034,0.30034,0.30034,0.99138,NA,0.30034,0.92466,0.29948,0.30034,NA,0.30379,1,0.29638,1,0.63207,0.30034,2.05103,9.95276,9.07586,8.25379,0.29517,0.94103,0.73879,0.295,0.30034,0.43121,0.30034,0.30034,0.30034,0.30034,0.30034,0.30034,1.61379,30.58724,345.23017,0.30034,NA,0.30034,0.29897,3.10724,0.90362,0.30155,19.88207,0.30259,0.30034,NA,0.96172,0.7669,0.30034,NA,1.15086,0.30034,0.29707,0.29897,0.2919,0.27517,405.77897,125.85621,426.88534,NA,53.98224,342.11793,NA,153.07776,485.45552,0.285,NA,0.38793,0.30034,2.52086,0.99397,0.31293,0.30034,NA,0.30034,0.29948,0.83724,0.30034,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30034,NA
23,"2017-03-25","Legacy","UniqueJewel",1,0.88241,0.29741,0.2981,0.43707,0.3,0.47414,0.3,13.82276,0.3,0.29345,2.5681,0.51086,0.3,0.29621,0.3,0.3,0.98862,0.29328,0.89655,1,0.3,1.56103,0.3,174.11897,875.02034,249.74655,700.5631,0.2969,181.02638,22.27052,1.39897,0.99776,2.92517,0.95241,0.32362,0.3,0.29483,0.83724,NA,0.33379,0.92828,0.28259,0.3,NA,0.32776,1,0.26155,0.9981,0.83966,0.3,2.88707,9.90552,9.58931,8.41638,0.26828,0.6619,0.78034,0.3,0.3,0.46638,0.3,0.3,0.295,0.28259,0.29948,0.3,1.40017,27.76069,342.47345,0.3,NA,0.3669,0.29948,3.36621,0.91345,0.3,20.37862,0.29897,0.26776,NA,0.99172,0.98828,0.3,NA,1.08224,0.29759,0.3,0.29845,0.29362,0.1781,389.03845,121.83879,423.62379,NA,67.38328,349.23793,NA,155.98948,447.31707,0.3,NA,0.39983,0.3,2.04759,0.91534,0.37672,0.3,NA,0.3,0.29948,0.85276,0.27397,0.30241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
24,"2017-03-26","Legacy","UniqueJewel",1,0.74,0.28276,0.26397,0.53862,0.3,0.47862,0.3,13.85276,0.3,0.28724,2.83328,0.78431,0.3,0.29914,0.3,0.3,0.99897,0.13776,0.87655,1,0.29845,1.58793,0.3,155.19828,888.67585,241.19052,688.93121,0.29828,190.72345,20.18741,1.25362,0.98707,2.34603,0.90241,0.3,0.29534,0.29776,0.68224,NA,0.66345,0.88086,0.3,0.3,NA,0.30552,1,0.29345,0.89431,0.91879,0.3,2.57155,10.04776,10.95172,7.91759,0.27638,0.99638,0.78155,0.27414,0.3,0.30259,0.3,0.3,0.29966,0.3,0.26931,0.3,1.50397,28.71241,341.99448,0.3,NA,0.3,0.28897,4.13862,0.92828,0.3,24.655,0.29879,0.28362,NA,0.98621,0.89724,0.27534,NA,1.04828,0.29431,0.3,0.3,0.25172,0.17741,385.87534,108.81534,407.41569,NA,77.46966,351.84241,NA,152.73276,439.56724,0.3,NA,0.33776,0.3,2.39741,0.92103,0.32172,0.3,NA,0.3,0.29569,0.93966,0.29603,0.29655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
25,"2017-03-27","Legacy","UniqueJewel",0.99931,0.74276,0.29983,0.28,0.60379,0.3,0.36138,0.3,14.07845,0.3,0.29086,2.76983,0.58534,0.3,0.29776,0.3,0.3,0.98879,0.18741,0.69707,0.8831,0.3,1.60552,0.3,171.01207,1026.71586,210.37707,693.4698,0.29741,204.17655,19.50121,1.365,0.9969,2,0.92362,0.3,0.3,0.29466,0.76966,NA,0.95483,0.9031,0.3,0.3,NA,0.40172,1,0.19879,0.98172,0.96517,0.29931,2.03759,10.64172,14.42759,8.27207,0.29466,0.99931,0.71603,0.28345,0.3,0.3,0.3,0.3,0.2981,0.3,0.3,0.3,1.75879,29.19138,338.1881,0.3,NA,0.30448,0.3,2.93103,0.98672,0.30552,25.82241,0.29879,0.3,NA,0.97552,0.57534,0.29621,NA,1,0.3,0.29966,0.29707,0.22707,0.28466,389.97414,101.51414,454.5631,NA,65.36552,333.39724,NA,160.73914,490.25,0.29897,NA,0.30034,0.3,2.21983,1,0.3,0.3,NA,0.3,0.3,0.96966,0.28414,0.29983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29966,NA
26,"2017-03-28","Legacy","UniqueJewel",1,0.40707,0.29638,0.27276,0.79724,0.3,0.52621,0.3,12.93793,0.3,0.29983,2.57069,0.43052,0.29931,0.29397,0.3,0.3,1,0.1869,0.99655,0.60224,0.3,1.98241,0.3,167.97052,1001.725,168.25224,655.23534,0.29966,201.43155,18.67431,1.87121,0.98155,1.99431,0.95276,0.3,0.3,0.3,0.91879,NA,0.90448,0.92172,0.3,0.3,NA,0.56034,1,0.28276,1,0.99983,0.3,2.37034,10.74466,14.06121,8.22276,0.29828,1,0.64534,0.29966,0.3,0.3,0.32121,0.3,0.29603,0.3,0.3,0.3,1.45948,30.46172,347.73552,0.3,NA,0.3,0.3,2.385,0.99362,0.30241,23.85483,0.30983,0.27741,NA,1,0.53034,0.29966,NA,0.99931,0.3,0.29966,0.2831,0.26862,0.25741,399.78362,105.95586,466.07707,NA,57.76345,323.09362,NA,178.20879,504.47914,0.29931,NA,0.34172,0.3,1.93983,0.94448,0.30569,0.3,NA,0.30552,0.29293,0.96431,0.29103,0.29983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
27,"2017-03-29","Legacy","UniqueJewel",0.99983,0.31724,0.29966,0.25828,0.95759,0.3,0.49466,0.3,11.73466,0.3,0.29914,2.22569,0.51655,0.3,0.29655,0.3,0.3,1,0.26966,0.99172,0.69466,0.28069,1.76086,0.3,188.7331,1228.27207,188.60828,771.50948,0.29034,213.44483,16.52948,1.95638,0.98931,1.94034,0.97362,0.3,0.3,0.3,0.72776,NA,0.99328,0.80086,0.28328,0.29862,NA,0.635,0.99759,0.29155,1,1,0.3,2.40759,9.28034,9.72362,8.29448,0.3,1,0.9381,0.3,0.3,0.3,0.3,0.31879,0.26586,0.3,0.3,0.3,1.21879,28.97603,356.62672,0.29948,NA,0.3,0.3,2.24741,0.94224,0.3,20.93793,0.29948,0.28741,NA,0.90776,0.74121,0.3,NA,0.995,0.3,0.3,0.29362,0.28103,0.15534,420.78534,104.16259,471.83276,NA,55.11569,351.14862,NA,188.62034,523.80431,0.24155,NA,0.3,0.3,1.82759,0.99707,0.38672,0.29638,NA,0.31862,0.29845,0.99017,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
28,"2017-03-30","Legacy","UniqueJewel",0.99672,0.4269,0.27086,0.26638,0.99138,0.2969,0.56828,0.2969,10.16138,0.2969,0.29483,2.7219,0.59448,0.2969,0.28052,0.2969,0.2969,1,0.17155,0.97155,0.79483,0.2969,1.87534,0.2969,199.72759,1650.16409,222.89431,802.65397,0.2931,238.64259,14.98983,1.01724,0.97362,1.97828,0.98483,0.2969,0.2969,0.2969,0.56362,NA,0.99552,0.56707,0.2969,0.2969,NA,0.84259,0.99707,0.29379,0.89017,1.01897,0.2969,2.14207,9.90397,9.38328,8.05017,0.27586,1,0.7131,0.29466,0.2969,0.31155,0.2969,0.2969,0.25897,0.2969,0.2969,0.2969,1.45483,27.25379,337.31534,0.2969,NA,0.2969,0.2969,2.1031,0.9481,0.2969,20.39879,0.29138,0.25431,NA,0.94983,0.68552,0.2969,NA,1,0.2969,0.2969,0.29138,0.23741,0.28362,411.64034,112.8081,499.07552,NA,52.06155,375.58328,NA,199.53655,561.61017,0.2969,NA,0.30948,0.2969,2.12776,0.98672,0.41362,0.2969,NA,0.2969,0.25172,0.99931,0.28069,0.2969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29638,NA
29,"2017-03-31","Legacy","UniqueJewel",0.9619,0.57379,0.24155,0.28466,0.87845,0.29,0.61121,0.29,10.19259,0.29,0.29,2.24534,0.52517,0.28983,0.2781,0.28914,0.29,0.97983,0.17,0.81828,0.92897,0.29,1.95931,0.29,140.66741,1426.66138,225.48586,914.72804,0.27655,247.7069,12.15948,1.02897,0.99862,1.99069,0.98569,0.29,0.29,0.29,0.33362,NA,0.98397,0.625,0.28741,0.29,NA,0.9331,1,0.24414,0.71224,1,0.29069,2,10.5631,10.02914,8.22172,0.28345,1,0.42172,0.29,0.29,0.43069,0.29,0.29,0.2881,0.28569,0.29,0.29,1.89034,27.8081,324.94741,0.29,NA,0.29,0.29,2.22672,0.99621,0.35931,19.64914,0.28534,0.20172,NA,0.99845,0.72707,0.29,NA,1,0.29,0.28621,0.29,0.24845,0.29,393.35138,108.12655,423.34259,NA,54.05707,398.73569,NA,195.13828,547.9469,0.26466,NA,0.44379,0.29,1.76017,0.94983,0.38069,0.29,NA,0.29,0.24517,0.89845,0.28845,0.28741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA
30,"2017-04-01","Legacy","UniqueJewel",1,0.55828,0.2781,0.27448,0.58638,0.28466,0.57845,0.28466,10.18241,0.28466,0.28466,2.3881,0.48586,0.28466,0.26483,0.28069,0.28466,0.9869,0.14448,0.8231,0.96948,0.28466,1.79466,0.28466,128.34552,1561.45879,237.46052,888.98155,0.28,237.99207,11.82759,1.01828,0.97448,1.66241,0.98293,0.28466,0.28466,0.28466,0.49086,NA,0.9881,0.89017,0.28397,0.27431,NA,0.84862,1,0.25483,0.91655,1,0.28741,2.1781,12.93638,8.88397,8.22621,0.28207,1,0.49,0.28276,0.28466,0.35655,0.28466,0.28776,0.27672,0.28466,0.28466,0.28466,1.98276,26.16897,319.10293,0.28466,NA,0.28466,0.28414,2.99914,0.95224,0.35672,19.75259,0.2881,0.25017,NA,1,0.59603,0.28466,NA,0.9981,0.28466,0.26655,0.26983,0.23293,0.21776,387.2,110.01948,433.73052,NA,55.22966,425.63276,NA,170.01379,573.32914,0.26759,NA,0.28569,0.28466,2.53828,0.97793,0.34621,0.28466,NA,0.28466,0.27379,0.96207,0.28328,0.27948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27759,NA
31,"2017-04-02","Legacy","UniqueJewel",1,0.54534,0.27345,0.24621,0.60828,0.28897,0.43414,0.28897,9.81983,0.28897,0.28276,2.81879,0.53655,0.28897,0.26707,0.28897,0.28897,0.98638,0.13793,0.59862,1,0.28897,1.68121,0.28897,108.82293,1654.60259,247.64638,919.21,0.28207,248.83207,11.21448,1,0.86241,1.99414,0.93362,0.28897,0.28897,0.28397,0.92983,NA,0.9969,0.9081,0.26914,0.28897,NA,0.96534,0.99793,0.27603,0.98241,1,0.28845,2.6819,14.14862,8.71448,8.50897,0.27017,1,0.33672,0.28828,0.28897,0.28897,0.28897,0.28897,0.27431,0.27121,0.28897,0.28897,1.71034,26.68328,324.775,0.28897,NA,0.28897,0.28897,2.97828,0.845,0.37,18.61207,0.28672,0.235,NA,1,0.54741,0.28897,NA,1,0.28897,0.28879,0.28845,0.20655,0.20328,382.94707,111.31138,465.3131,NA,53.71638,409.485,NA,151.98707,554.82655,0.24052,NA,0.28897,0.34845,1.15948,0.96259,0.30241,0.28897,NA,0.28897,0.27948,0.95724,0.24983,0.2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28897,NA
32,"2017-04-03","Legacy","UniqueJewel",1,0.35397,0.26466,0.27862,0.86655,0.28466,0.7031,0.28466,9.44948,0.28466,0.28448,2.51586,0.38052,0.28466,0.28034,0.28466,0.28466,0.94552,0.09276,0.35069,1,0.28466,1.76397,0.28466,114.45431,1750.60931,261.36397,1006.41517,0.2831,259.055,10.54224,1,0.98776,1.97207,0.95879,0.28466,0.28466,0.27862,0.66259,NA,0.99707,0.90397,0.27052,0.28466,NA,1.16603,0.97069,0.27069,0.90931,1,0.28448,2.29052,14.24845,10.14017,8.70052,0.28138,0.86034,0.40879,0.28466,0.28466,0.28466,0.28466,0.28466,0.28466,0.26603,0.28466,0.28466,1.55034,26.81362,336.04586,0.28466,NA,0.28603,0.28276,2.41862,0.88276,0.39638,18.22603,0.28138,0.23931,NA,0.98,0.88966,0.28466,NA,0.99724,0.28466,0.28466,0.26448,0.26086,0.16052,396.15517,123.64276,427.67483,NA,46.75362,463.00724,NA,141.89603,561.41672,0.24621,NA,0.28466,0.6831,1.74224,0.9969,0.28603,0.28466,NA,0.28466,0.2919,0.88172,0.28466,0.26793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28466,NA
33,"2017-04-04","Legacy","UniqueJewel",1,0.28121,0.25569,0.27397,1,0.28121,0.77862,0.28121,8.40017,0.28121,0.27103,2.86948,0.49983,0.28121,0.28069,0.28121,0.28121,0.97224,0.21379,0.73672,0.99052,0.28121,1.86121,0.28121,118.5681,1763.12362,275.42017,996.64828,0.28052,230.44483,9.06431,1,0.99379,1.56017,0.99034,0.28121,0.28121,0.28086,0.28121,NA,0.98,1,0.27155,0.28086,NA,1.69879,1,0.23534,0.89621,1,0.28121,2.23276,14.39241,10.0569,9.02931,0.16448,0.85034,0.59276,0.28121,0.28121,0.28121,0.28121,0.28121,0.255,0.28121,0.28121,0.28121,1.90638,28.00914,327.50172,0.28103,NA,0.29397,0.28121,2.94052,0.68845,0.48845,18.83638,0.28121,0.26776,NA,1,0.66034,0.28121,NA,0.99914,0.28121,0.28121,0.26966,0.27345,0.27207,386.07638,120.35259,450.16862,NA,50.14121,470.99793,NA,132.68638,541.20052,0.28121,NA,0.28121,0.79121,1.50603,0.96483,0.30414,0.28121,NA,0.28172,0.27414,0.82741,0.28103,0.27397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28103,NA
34,"2017-04-05","Legacy","UniqueJewel",0.98931,0.27224,0.26569,0.27224,1.01586,0.27224,0.635,0.27224,8.97931,0.2719,0.27155,2.95293,0.6081,0.27224,0.27224,0.27224,0.27224,1,0.18086,0.57414,0.92862,0.27224,1.70517,0.27224,84.13034,1457.76241,243.23328,850.67207,0.24397,210.50741,9.42448,1.13,0.80621,2.01345,0.88,0.27259,0.27224,0.27224,0.88534,NA,0.99483,0.85828,0.26638,0.25241,NA,1.99,1,0.24,1,1,0.27224,2.44379,14.37862,10.53276,8.19276,0.26328,0.94845,0.75517,0.27345,0.27224,0.44621,0.27224,0.27414,0.295,0.27207,0.27224,0.27224,1.90897,27.34879,300.76138,0.27224,NA,0.27224,0.27224,2.67948,0.89379,0.62983,18.38759,0.28172,0.27224,NA,1,0.77207,0.27224,NA,1,0.27224,0.26793,0.27224,0.25448,0.16431,350.43448,109.71603,398.54879,NA,49.44397,434.07103,NA,121.405,496.98707,0.2719,NA,0.27224,0.36552,1.30586,0.69,0.27379,0.27224,NA,0.27431,0.23931,0.86172,0.2469,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27224,NA
35,"2017-04-06","Legacy","UniqueJewel",1,0.27259,0.25224,0.27259,1,0.2719,0.80672,0.27259,7.98448,0.27259,0.27259,2.75328,0.38207,0.27259,0.27259,0.27259,0.27259,0.92207,0.13448,0.37552,0.61759,0.27259,1.61017,0.27259,85.21207,1386.61603,232.38948,954.92328,0.2831,229.81776,8.67983,1.33448,0.93138,1.99603,0.89448,0.27293,0.26638,0.2581,0.93862,NA,0.93707,0.67569,0.27276,0.27259,NA,1.74,1,0.27017,0.91948,0.94431,0.27259,2.97276,14.98276,11.70017,8.50759,0.25172,0.94276,0.38897,0.27207,0.27259,0.63155,0.27259,0.27259,0.25983,0.27259,0.27259,0.27259,1.87828,27.65224,304.5231,0.27259,NA,0.27397,0.26586,2.02862,0.98828,0.85845,19.44862,0.27224,0.25672,NA,1,0.4519,0.27259,NA,0.97828,0.31672,0.25983,0.23172,0.23672,0.18569,352.79483,113.48569,499.83569,NA,45.89362,446.31172,NA,122.83603,497.99414,0.27259,NA,0.27259,0.29397,1.19414,0.65052,0.29603,0.26793,NA,0.28776,0.22603,0.87397,0.27259,0.25948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27259,NA
