"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Cameria.s.Avarice","Corona.Solaris","Disintegrator","Dreadbeak","Dreadsurge","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Enmity.Divine","The.Rippling.Thoughts","The.Stormwall","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
11,"2016-12-12","Breach","UniqueWeapon",0.23,0.23,12.64018,15.01109,12.06491,11.60727,NA,0.22982,0.92164,2.88818,0.99927,47.76273,NA,0.23,696.52436,NA,0.23,0.91491,NA,NA,95.27727,0.222,0.23,0.99582,3.04291,19.74382,0.99782,9.96255,0.23,0.22909,NA,0.482,0.96055,0.21618,0.988,198.99273,0.23,0.23,0.23,85.59455,0.92309,34.05273,NA,4.94418,0.23,8.33564,0.39455,7.61855,113.26382,0.22691,6.26327,18.05673,0.23,0.99182,0.23,1.34255,0.23545,0.91218,0.23,0.23,0.218,0.23,0.22309,0.21818,0.23309,0.22909,0.23,NA,0.96691,6.93418,0.23382,30.59673,1,117.42618,NA,3.45655,0.23,0.772,0.24164,0.23,0.68145,0.23,1.00418,0.94927,886.5298,0.54309,0,101.31836,0.23309,2.77945,0.23,0.22964,0.22982,1.00091,0.23382,0.93909,0.34,0.99873,NA,0.99491,3.00255,4.40909,0.23,0.22818,0.23,0.23,NA,5.25927,0.23,0.23,0.22945,0.23,NA,0.23,0.30218,0.22691,0.23,1,0.23,0.23,0.22982,3.36891,0.95527,6.61145,409.45309,3.88727,0.23,0.55127,0.23,0.23,0.70964,0.24982,0.23,0,0,1.71345,0.23,0.98709,90.88836,10.14145,NA,0.22927,2.01291,0.23,0.99964,0.238,13.002,58.36709,0.23,795.45964,0.23,0.23,NA,0.23309,0.23,0.23,0.23,7.744,9.29036,0.23,3.974,0.97327,7.80291,2.26655,46.03236,NA,0.23,358.11982,0.23,1,0.21109,0.99909,1.98909,0.71709,NA,1,NA,2.75127,0.22236,91.83673,0.23,2.49,0.226,0.23,402,25.21382,2.53764,292.84745,200.33673,0.22073,1,NA,NA,0.23,0.23,0.22909,2.88218,0.23,4.33836,0.35927,5.20636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.39109,NA,NA
12,"2016-12-13","Breach","UniqueWeapon",0.23,0.23,11.77179,14.34339,11.85089,11.82393,NA,0.23,0.74946,2.72214,0.99464,42.765,NA,0.23,678.40161,NA,0.22964,0.97786,NA,NA,82.75429,0.21179,0.23,0.99089,2.77179,17.31821,0.99804,9.38125,0.23,0.23,NA,0.54643,0.99732,0.22143,0.99946,179.23375,0.23,0.23,0.23,76.58857,0.84214,31.99929,NA,4.73554,0.23,8.56554,0.23,5.78268,89.12589,0.22893,4.44393,14.30125,0.22982,0.98946,0.23,1.04321,0.23714,0.70964,0.23,0.23,0.19964,0.25804,0.22679,0.20607,0.23,0.22946,0.23,NA,0.99232,9.50821,0.23214,22.09036,1,96.47036,NA,2.80786,0.23,0.58714,0.23,0.23,0.54625,0.23,1,0.83,583.26857,0.35536,0,111.11982,0.23,1.72,0.23,0.23,0.23,0.99946,0.24714,0.92875,0.29625,1,NA,0.98196,2.97786,4.01911,0.23,0.23,0.23,0.23,NA,5.31107,0.23,0.23,0.22607,0.23,NA,0.23,0.24054,0.22607,0.23,1,0.23,0.23,0.23,3.51679,0.69732,4.49321,419.53607,2.65643,0.23,0.53321,0.22982,0.23,0.43946,0.24268,0.23,0,623.01,1.32071,0.23,0.98036,84.5575,9.61964,NA,0.22125,2,0.23,0.99768,0.23,8.62071,59.75214,0.23036,775.06679,0.23,0.23,NA,0.23161,0.23,0.23,0.23,8.17857,7.66107,0.22911,3.2025,0.96518,7.60857,2.29696,35.33429,NA,0.23,355.20161,0.23,0.99982,0.21125,1,1.855,0.78857,NA,1,NA,2.45071,0.21821,219.84357,0.23,2.09571,0.22107,0.23,411.65054,18.80179,2.55893,269.31679,201.19554,0.20554,1,NA,NA,0.23,0.23125,0.22964,2.89893,0.23,5.16625,0.29,5.02143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.37321,NA,NA
13,"2016-12-14","Breach","UniqueWeapon",0.23,0.23,12.25839,13.54429,12.18768,11.82268,NA,0.22518,0.62964,2.805,0.99982,38.99482,NA,0.23,730.26768,NA,0.23,0.95964,NA,NA,73.08679,0.20732,0.23,0.94482,2.29911,14.35964,0.99857,8.22839,0.23,0.22857,NA,0.62982,0.60429,0.21911,0.99768,160.05732,0.23,0.23,0.23,68.95518,0.83018,28.0075,NA,3.79554,0.23,8.42589,0.29071,4.73696,85.47393,0.22875,4.09304,12.71304,0.23,0.96679,0.22982,1,0.23,0.72786,0.22946,0.23,0.21464,0.235,0.22286,0.20839,0.23,0.23,0.23,NA,1.02696,13.06321,0.23,18.71679,1,131.644,NA,2.80607,0.23,0.43143,0.23,0.23,0.42321,0.23,1,0.94554,513.87071,0.34232,63.72036,101.50929,0.23625,2.05,0.23,0.23,0.23,1.00089,0.2475,0.78714,0.25821,0.99964,NA,0.98893,2.84268,3.52375,0.23,0.23,0.23,0.23,NA,8.34518,0.23,0.23,0.22804,0.23,NA,0.23,0.25821,0.21821,0.23,1,0.23,0.23,0.23,3.96929,0.58804,4.3375,475.55482,2.9075,0.23,0.74768,0.23,0.23,0.39143,0.23411,0.23,0,564.43571,1.12929,0.23,0.95929,79.97214,8.05339,NA,0.22393,1.89839,0.23,0.99482,0.23089,7.58393,54.54286,0.23,709.41232,0.23,0.23,NA,0.23,0.23,0.23,0.23,9.09411,6.67482,0.23,3.17196,0.99929,7.88893,2.17196,29.74286,NA,0.23,317.74232,0.23,1,0.19804,1,1.9775,0.63732,NA,1.03232,NA,2.13286,0.22411,379.32464,0.23821,2.13482,0.22375,0.23,433.57429,16.59786,2.76286,258.10768,206.32679,0.21607,1,NA,NA,0.23,0.23,0.22554,2.40946,0.23,2.76071,0.27107,3.85536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.04321,NA,NA
14,"2016-12-15","Breach","UniqueWeapon",0.23982,0.23982,13.32818,13.10927,12.41,12.57073,NA,0.22727,0.334,2.99509,0.98927,32.52545,NA,0.23982,737.636,NA,0.23818,0.96818,NA,NA,63.25782,0.20455,0.23982,0.79309,2.00564,13.61982,0.99873,8.05982,0.23982,0.23455,NA,0.61055,0.29655,0.23309,0.97945,134.13945,0.23982,0.23982,0.23982,60.80164,0.75691,22.93327,NA,3.11909,0.23982,8.79964,0.258,3.41982,81.38182,0.23909,3.71509,13.35018,0.23982,0.96745,0.23982,1,0.23982,0.586,0.23945,0.23982,0.21291,0.24636,0.22364,0.22164,0.23982,0.23927,0.23982,NA,5.45491,21.50836,0.23982,14.34036,0.99982,71.36421,NA,2.80873,0.23982,0.56945,0.23982,0.23982,0.47673,0.23982,1,0.93982,177.44836,0.31364,51.34291,91.55055,0.23982,1.66727,0.23982,0.23982,0.23982,0.99764,0.31764,0.55855,0.27036,0.99982,NA,0.96927,2.96018,4.23055,0.23982,0.23982,0.23982,0.23982,NA,23.85418,0.23982,0.23982,0.23927,0.23982,NA,0.23982,0.26018,0.22436,0.23982,1,0.23982,0.23982,0.23982,4.09873,0.73145,3.03836,452.72109,2.51,0.23982,0.94691,0.23982,0.23982,0.306,0.25073,0.23982,0,566.49164,1.01382,0.23982,0.88655,72.17436,9.77855,NA,0.22164,1.94091,0.23982,0.99473,0.24127,6.77309,48.32218,0.23982,687.74727,0.23982,0.23982,NA,0.23982,0.23982,0.23982,0.23982,9.806,6.17473,0.23927,2.96164,0.98909,7.51891,2.92945,29.59636,NA,0.23982,272.25964,0.23982,1,0.21345,1,2.13891,0.55782,NA,0.99891,NA,1.80345,0.22873,211.77964,0.23982,1.94091,0.22473,0.23982,412.43109,18.78036,2.55764,283.106,199.12927,0.22036,1,NA,NA,0.23982,0.23982,0.23036,2.054,0.23982,1.77655,0.244,3.43255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.71055,NA,NA
15,"2016-12-16","Breach","UniqueWeapon",0.24527,0.24527,13.69764,13.76273,13.73236,13.45509,NA,0.24455,0.44709,2.63909,0.986,29.56,NA,0.24527,776.77182,NA,0.24527,0.95018,NA,NA,50.878,0.21055,0.24527,0.75855,1.96073,12.88909,0.99255,8.06436,0.24527,0.23655,NA,0.62036,0.55036,0.238,0.99982,113.24673,0.24527,0.24527,0.24527,47.09582,0.84073,21.63509,NA,3.07055,0.24527,8.74655,0.24527,2.68273,75.02855,0.24527,2.69036,14.36891,0.24527,0.98436,0.24309,1.37727,0.24818,0.62455,0.24509,0.24527,0.22564,0.27436,0.23036,0.21509,0.24527,0.24509,0.24527,NA,3.47091,15.03218,0.24527,12.98745,0.99945,49.01524,NA,3.14418,0.24527,0.50236,0.24527,0.24527,0.382,0.24527,0.99891,0.99527,104.40473,0.28218,51.73436,94.96,0.24527,1.63345,0.24527,0.24527,0.24527,0.99873,0.46236,0.53927,0.24545,0.99855,NA,0.91727,2.99709,4.14927,0.24527,0.24527,0.24509,0.24491,NA,46.40273,0.24527,0.24491,0.24509,0.24545,NA,0.24527,0.31327,0.238,0.24527,1,0.24527,0.24527,0.24527,3.80055,0.57927,2.84545,424.52964,2.15691,0.24527,0.92127,0.24455,0.24509,0.27818,0.24927,0.24491,0,478.37964,1,0.24527,0.806,47.29036,10.27364,NA,0.23509,1.99782,0.24527,1,0.24527,5.07109,41.55345,0.24527,655.86255,0.24527,0.24527,NA,0.248,0.24527,0.24527,0.24527,12.30236,5.55327,0.24527,3.13491,0.99491,7.66982,2.80964,30.68618,NA,0.24527,247.17109,0.248,0.99945,0.22745,1,2.52491,0.57036,NA,0.99982,NA,1.38709,0.22945,39.84,0.24982,1.468,0.24164,0.24527,333.81745,19.20145,2.49927,259.41509,196.79673,0.22073,0.99964,NA,NA,0.24527,0.24527,0.24127,2,0.24527,2.306,0.25309,2.65945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.43691,NA,NA
16,"2016-12-17","Breach","UniqueWeapon",0.25286,0.25286,14.27071,14.30054,14.25911,13.89357,NA,0.24571,0.44089,2.91589,0.96607,32.78214,NA,0.25286,760.34768,NA,0.25286,0.96875,NA,NA,42.85089,0.22429,0.25286,0.76589,1.57036,12.33125,0.99607,5.555,0.25286,0.24714,NA,0.60446,0.60875,0.24732,0.99179,94.97161,0.25286,0.25286,0.2525,36.61268,0.77875,21.01875,NA,2.79714,0.25286,7.77393,0.25286,2.36536,69.69196,0.25179,2.56357,19.47036,0.25036,0.98321,0.24821,1.70161,0.26036,0.53571,0.25286,0.25268,0.23589,0.36054,0.24732,0.23375,0.25321,0.25089,0.25286,NA,2.30143,12.32625,0.25286,10.26643,0.99929,35.43196,NA,3.93554,0.25286,0.39625,0.25286,0.25286,0.31,0.25286,0.98321,0.90857,63.57321,0.37411,35.10536,90.83071,0.25625,1.26625,0.25286,0.25268,0.25286,1,0.6575,0.52821,0.25768,0.97482,NA,0.80446,2.76464,3.62464,0.25286,0.25286,0.25286,0.25286,NA,50.76946,0.25268,0.2525,0.25196,0.25286,NA,0.25286,0.30911,0.23,0.25286,1,0.25286,0.25286,0.25286,3.17268,0.655,2.64143,419.55946,1.46357,0.25286,0.98036,0.25071,0.25286,0.26357,0.25482,0.25286,0,335.63875,1,0.25286,0.82732,40.63589,10.56786,NA,0.24946,1.98107,0.25286,1,0.25286,4.76643,37.59054,0.25089,631.65554,0.25286,0.25125,NA,0.25286,0.25286,0.25286,0.25286,14.57321,4.92554,0.25089,2.77696,0.97625,7.27071,2.31732,28.31429,NA,0.25286,223.91661,0.27661,0.90232,0.24143,1,2.03482,0.62518,NA,1,NA,1.01946,0.24375,37.0025,0.25304,1.29821,0.24964,0.25286,323.235,19.61446,3.10768,210.66321,199.46286,0.22982,1,NA,NA,0.25286,0.25286,0.2525,1.97268,0.25286,4.27411,0.26857,2.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.31857,NA,NA
17,"2016-12-18","Breach","UniqueWeapon",0.26,0.26,14.48571,14.39304,14.45071,14.37554,NA,0.26,0.33018,3,0.93893,32.86411,NA,0.25982,697.29393,NA,0.25821,0.83268,NA,NA,38.56982,0.23161,0.26,0.935,1.31893,10.05964,0.99536,6.54786,0.26,0.24214,NA,0.75411,0.76554,0.25268,0.98893,87.69696,0.26,0.26,0.25821,29.97196,0.70875,19.58089,NA,2.72179,0.26,6.63946,0.26018,2.05143,57.3175,0.25875,2.33714,22.94893,0.25964,0.97357,0.25161,1.37125,0.26,0.48946,0.26,0.26,0.20232,0.33089,0.24536,0.2375,0.26,0.25518,0.26,NA,1.93071,10.57625,0.26,8.34268,1,36.80339,NA,4.54946,0.26,0.47321,0.26,0.26,0.27804,0.25946,0.99375,0.96554,52.35732,0.43929,35,77.21304,0.26196,1.12429,0.26,0.26,0.26,1,0.78071,0.44732,0.26,0.98732,NA,0.92929,2.70714,3.84054,0.26,0.26,0.25982,0.26,NA,56.82982,0.25929,0.25643,0.25321,0.26,NA,0.26,0.265,0.23054,0.26,0.99768,0.25804,0.26,0.26,2.63571,0.645,2.23804,388.92518,1.76036,0.26,0.96357,0.25679,0.26,0.26179,0.26,0.26,0,547.19,1,0.26,0.86036,45.75518,11.68679,NA,0.25179,1.54821,0.26,0.99732,0.26,4.06357,35.55018,0.26,593.67054,0.26,0.25964,NA,0.26,0.26,0.26,0.26,16.37589,4.79268,0.25625,2.10982,0.96179,7.21732,2.60964,25.27964,NA,0.26,203.00714,0.35196,0.96893,0.24196,0.98768,2.99339,0.57518,NA,0.99982,NA,1,0.25339,27.56232,0.26,1.22696,0.25429,0.26,363.35643,15.94304,3.58018,202.15375,190.67643,0.21125,1,NA,NA,0.26429,0.26,0.25232,1.84125,0.26,2.94,0.26911,2.26304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.67911,NA,NA
18,"2016-12-19","Breach","UniqueWeapon",0.26,0.25981,14.81241,14.07593,14.70019,14.76981,NA,0.2513,0.28,3,0.92,29.81278,NA,0.26,686.44926,NA,0.25981,0.87537,NA,NA,32.94426,0.23778,0.26,0.84241,1.04389,8.7563,0.99833,5.92611,0.26,0.25241,NA,0.47352,0.86889,0.24259,1,76.75315,0.26,0.26,0.25907,24.31593,0.63981,18.30963,NA,2.73426,0.26,6.05944,0.26093,1.90907,49.80981,0.2563,2.405,23.8687,0.26,0.99593,0.25611,1.565,0.26241,0.64222,0.26,0.26,0.175,0.29,0.22815,0.24519,0.26019,0.25389,0.26,NA,1.80426,9.33444,0.26,8.07574,1,44.83222,NA,3.52352,0.26,0.40333,0.25981,0.26,0.27593,0.25889,0.99778,0.93204,44.53315,0.35648,35.34074,78.33593,0.26037,1,0.26,0.25981,0.25741,0.99981,0.54259,0.5037,0.26,0.93333,NA,0.92926,2.60593,3.27333,0.25481,0.25981,0.25704,0.26,NA,57.30222,0.26,0.25889,0.25759,0.26093,NA,0.25926,0.26852,0.22556,0.26,1,0.26,0.26,0.26,2.66796,0.53389,2.99926,354.44852,1.3713,0.26,0.96741,0.25944,0.26,0.26,0.26,0.25981,0,556.43,0.99981,0.26,0.64,47.32556,11.85611,NA,0.25167,1.98741,0.26,0.99093,0.26,3.41315,33.46259,0.2587,553.93963,0.26,0.25926,NA,0.26,0.26,0.26,0.26,14.68815,4.345,0.25667,1.85574,0.97648,7.94389,2.95556,25.45963,NA,0.26,169.72963,0.29852,0.98185,0.23537,1,3.28648,0.74648,NA,1,NA,1,0.25167,17.19685,0.26,1.00407,0.24481,0.26,359.23685,15.47426,3.30556,171.47981,181.18093,0.22778,1,NA,NA,0.26,0.26,0.25815,1.93648,0.26,2.2987,0.27611,2.05481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.09796,NA,NA
19,"2016-12-20","Breach","UniqueWeapon",0.26164,0.26164,14.77364,14.57982,14.65291,14.83036,NA,0.25727,0.31636,2.98473,0.88545,26.74236,NA,0.26164,678.06236,NA,0.26055,0.93709,NA,NA,28.95327,0.23764,0.26164,0.65927,1.07145,8.442,0.99091,5.01655,0.26164,0.25582,NA,0.31818,0.88818,0.21927,0.99964,71.93527,0.26164,0.26127,0.258,22.30491,0.55673,18.17018,NA,2.37345,0.26164,6.27564,0.26164,1.85055,41.86909,0.25673,2.18327,21.42855,0.26164,0.98255,0.26036,1.242,0.26164,0.53327,0.26164,0.25782,0.20745,0.36636,0.23473,0.25345,0.26218,0.25055,0.26164,NA,2.23309,12.08309,0.26164,8.90527,1,46.12691,NA,2.98545,0.26164,0.33018,0.26091,0.26164,0.28509,0.25945,0.99855,0.94073,32.72255,0.36982,33.366,73.40964,0.26164,1,0.26164,0.26164,0.26055,1,0.52073,0.43836,0.26164,0.90018,NA,0.816,2.55182,3.13255,0.26091,0.26164,0.26164,0.26164,NA,48.082,0.26164,0.25909,0.25509,0.26673,NA,0.26145,0.26455,0.24091,0.26164,1,0.26091,0.26164,0.26164,2.93836,0.65182,4.42127,347.53655,1.06455,0.26164,0.92782,0.25673,0.26236,0.26164,0.26382,0.26164,0,540.788,0.99964,0.26164,0.60836,42.23382,9.766,NA,0.24655,1.54236,0.26164,0.99145,0.26164,2.89782,32.95018,0.26164,531.928,0.26164,0.26164,NA,0.26164,0.26164,0.26164,0.26164,13.668,4.342,0.25818,1.33291,0.92673,9.70782,2.95,25.74309,NA,0.26164,154.61909,0.30727,0.93291,0.24655,1,3.41964,0.69982,NA,1,NA,1,0.252,16.08982,0.26273,1.00127,0.24691,0.26164,353.58018,17.05964,3.89564,146.52036,171.17091,0.22545,1,NA,NA,0.26164,0.26164,0.26055,1.67655,0.26164,3.72582,0.28018,2.08218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.23691,NA,NA
20,"2016-12-21","Breach","UniqueWeapon",0.26464,0.26464,14.60554,14.27214,14.57839,14.65179,NA,0.26089,0.26821,2.49,0.81911,26.87732,NA,0.26464,657.73464,NA,0.26,0.97893,NA,NA,24.99482,0.23857,0.26464,0.61964,1.02107,7.83339,0.96304,5.0425,0.26464,0.24911,NA,0.30321,0.80054,0.22964,1,68.41339,0.26464,0.26393,0.25196,18.11679,0.59357,17.31375,NA,2.32339,0.26464,6.93911,0.26464,1.8425,37.31679,0.26054,1.55286,24.29518,0.26446,0.94071,0.26339,0.99768,0.26571,0.37875,0.26464,0.26071,0.21339,0.27857,0.21696,0.26089,0.265,0.26107,0.26464,NA,2.15661,10.83554,0.26464,7.89393,1,38.81196,NA,2.99875,0.26464,0.49357,0.26446,0.26446,0.28107,0.25286,0.96768,0.82607,34.67357,0.3625,29.91429,68.84179,0.2675,1.00107,0.26464,0.26464,0.26375,1,0.40875,0.395,0.26464,0.94571,NA,0.87804,2.4,3.59911,0.26411,0.26446,0.26286,0.26464,NA,45.00393,0.26464,0.25518,0.25232,0.27929,NA,0.26464,0.26518,0.245,0.26464,1,0.26429,0.26464,0.2625,2.61643,0.68679,3.98482,340.46911,1.91929,0.26464,0.94161,0.24857,0.26464,0.26464,0.27286,0.26464,0,0,0.99982,0.26464,0.67107,49.06411,10.01857,NA,0.25089,1.1975,0.26464,0.99357,0.26464,2.86893,29.43161,0.26464,428.94286,0.26464,0.26375,NA,0.26464,0.26464,0.26464,0.26411,13.47214,4.27018,0.25982,1.19196,0.94107,9.58929,2.66571,27.8375,NA,0.26464,139.81375,0.29054,0.85804,0.24036,1,3.81696,0.50661,NA,0.98875,NA,1,0.24714,14.10679,0.26518,1.00071,0.24286,0.26464,405.8575,17.93286,4.00571,133.22696,170.04321,0.2375,1,NA,NA,0.26464,0.26464,0.25482,1.55036,0.26464,1.58821,0.27286,1.97786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.76196,NA,NA
21,"2016-12-22","Breach","UniqueWeapon",0.26,0.25982,14.73836,14.94618,14.84636,14.90982,NA,0.25273,0.29182,2.74382,0.76618,23.06745,NA,0.25873,679.27055,NA,0.25855,0.944,NA,NA,20.27109,0.23055,0.26,0.66327,1,7.55891,0.96255,4.88655,0.26,0.25273,NA,0.29309,0.56964,0.24073,0.99436,63.23709,0.25909,0.25891,0.23364,16.77273,0.44945,17.074,NA,2.39291,0.26,6.48345,0.26,1.156,32.46127,0.25382,1.53618,21.33,0.25291,0.98891,0.25636,1,0.26,0.39036,0.26,0.25964,0.21855,0.27745,0.21055,0.24782,0.26073,0.25418,0.26,NA,1.976,9.53691,0.26,8.59,1,41.42345,NA,3.60691,0.26,0.59164,0.26,0.26,0.27636,0.25345,0.908,0.85055,41.96673,0.33818,34.61491,64.58673,0.26,1,0.26,0.26,0.25964,1,0.60145,0.33073,0.26,0.89709,NA,0.89709,2.64509,3.71655,0.25891,0.26,0.25745,0.26,NA,36.14509,0.26,0.25618,0.258,0.27218,NA,0.25964,0.27364,0.25218,0.26,1,0.25782,0.25927,0.25291,2.30491,0.71109,3.71345,329.63455,1.48509,0.26,0.94436,0.24764,0.26,0.26,0.26,0.25636,0,672.36909,0.99745,0.26,0.66382,51.90055,9.78691,NA,0.25073,1.50145,0.26,1,0.26,2.842,29.28455,0.26,371.222,0.26,0.25673,NA,0.26,0.26,0.26,0.256,14.73436,4.58273,0.25673,1.49564,0.96382,9.23636,2.44073,27.174,NA,0.26,122.56418,0.29818,0.82727,0.23327,0.99764,3.83764,0.60109,NA,0.99964,NA,1,0.20709,11.21255,0.26,1,0.24182,0.26,327.30364,15.40836,3.99927,140.93673,146.56473,0.23164,0.99745,NA,NA,0.26,0.26,0.24982,1.48418,0.26,1,0.26327,1.65218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
