"Day","Date","League","Type","Abberath.s.Hooves","Abyssus","Aegis.Aurora","Ahn.s.Contempt","Ahn.s.Heritage","Alberon.s.Warpath","Allelopathy","Alpha.s.Howl","Ambu.s.Charge","Asenath.s.Gentle.Touch","Asenath.s.Mark","Ashrend","Asphyxia.s.Wrath","Atziri.s.Acuity","Atziri.s.Mirror","Atziri.s.Splendour","Atziri.s.Step","Aurseize","Belly.of.the.Beast","Black.Sun.Crest","Blackgleam","Blasphemer.s.Grasp","Bloodbond","Bones.of.Ullr","Bramblejack","Brinerot.Flag","Brinerot.Whalers","Briskwrap","Broken.Faith","Bronn.s.Lithe","Bubonic.Trail","Carcass.Jack","Chalice.of.Horrors","Chernobog.s.Pillar","Cherrubim.s.Maleficence","Chitus..Apex","Cloak.of.Defiance","Cloak.of.Flame","Cloak.of.Tawm.r.Isley","Cospri.s.Will","Cragfall","Craghead","Crest.of.Perandus","Crown.of.Eyes","Crown.of.the.Pale.King","Crown.of.Thorns","Daresso.s.Courage","Daresso.s.Defiance","Darkray.Vectors","Death.s.Door","Death.s.Oath","Deerstalker","Deidbell","Deidbellow","Demigod.s.Dominance","Dendrobate","Devoto.s.Devotion","Dialla.s.Malefaction","Doedre.s.Scorn","Doedre.s.Skin","Doedre.s.Tenure","Doryani.s.Fist","Drillneck","Dusktoe","Eber.s.Unification","Empire.s.Grasp","Esh.s.Mirror","Esh.s.Visage","Ezomyte.Hold","Ezomyte.Peak","Facebreaker","Fairgraves..Tricorne","Flesh.and.Spirit","Foxshade","Gang.s.Momentum","Garukhan.s.Flight","Geofri.s.Crest","Geofri.s.Sanctuary","Giantsbane","Glitterdisc","Goldrim","Goldwyrm","Great.Old.One.s.Ward","Greed.s.Embrace","Grip.of.the.Council","Gruthkul.s.Pelt","Haemophilia","Heatshiver","Heretic.s.Veil","Honourhome","Hrimburn","Hrimnor.s.Resolve","Hrimsorrow","Hyrri.s.Bite","Hyrri.s.Ire","Icetomb","Incandescent.Heart","Infernal.Mantle","Inpulsa.s.Broken.Heart","Invictus.Solaris","Inya.s.Epiphany","Iron.Heart","Jaws.of.Agony","Kalisa.s.Grace","Kaltenhalt","Kaltensoul","Kaom.s.Heart","Kaom.s.Roots","Kingsguard","Kintsugi","Kitava.s.Thirst","Kongming.s.Stratagem","Leer.Cast","Leper.s.Alms","Light.of.Lunaris","Lightbane.Raiment","Lightning.Coil","Lightpoacher","Lioneye.s.Paws","Lioneye.s.Remorse","Lioneye.s.Vision","Lochtonial.Caress","Lycosidae","Magna.Eclipsis","Malachai.s.Loop","Malachai.s.Mark","Malachai.s.Simula","Maligaro.s.Lens","Maligaro.s.Virtuosity","Maloney.s.Nightfall","Martyr.s.Crown","Matua.Tupuna","Meginord.s.Vise","Memory.Vault","Mind.of.the.Council","Mindspiral","Mutewind.Pennant","Mutewind.Whispersteps","Nomic.s.Storm","Null.and.Void","Obscurantis","Ondar.s.Clasp","Oskarm","Prism.Guardian","Queen.of.the.Forest","Rainbowstride","Ralakesh.s.Impatience","Rat.s.Nest","Rathpith.Globe","Rearguard","Reckless.Defence","Redblade.Banner","Redblade.Tramplers","Repentance","Rigwald.s.Quills","Rime.Gaze","Rise.of.the.Phoenix","Sadima.s.Touch","Saemus..Gift","Saffell.s.Frame","Scold.s.Bridle","Sentari.s.Answer","Shackles.of.the.Wretched","Shadows.and.Dust","Shaper.s.Touch","Shavronne.s.Gambit","Shavronne.s.Pace","Shavronne.s.Wrappings","Shroud.of.the.Lightless","Sin.Trek","Skin.of.the.Loyal","Skirmish","Skullhead","Skyforth","Slitherpinch","Snakebite","Solaris.Lorica","Soul.Mantle","Soul.Strike","Southbound","Speaker.s.Wreath","Springleaf","Starkonja.s.Head","Steppan.Eard","Stormcharger","Sundance","Surgebinders","Tabula.Rasa","The.Anticipation","The.Baron","The.Beast.Fur.Shawl","The.Blood.Dance","The.Brass.Dome","The.Brine.Crown","The.Bringer.of.Rain","The.Broken.Crown","The.Coming.Calamity","The.Covenant","The.Deep.One.s.Hide","The.Embalmer","The.Formless.Flame","The.Formless.Inferno","The.Gull","The.Infinite.Pursuit","The.Oak","The.Peregrine","The.Perfect.Form","The.Rat.Cage","The.Red.Trail","The.Restless.Ward","The.Signal.Fire","The.Snowblind.Grace","The.Surrender","The.Three.Dragons","The.Vertex","Thirst.for.Horrors","Thousand.Ribbons","Thousand.Teeth.Temu","Three.step.Assault","Thunderfist","Tinkerskin","Titucius..Span","Tombfist","Trolltimber.Spire","Tukohama.s.Fortress","Vaal.Caress","Veil.of.the.Night","Veruso.s.Battering.Rams","Victario.s.Charity","Victario.s.Flight","Victario.s.Influence","Viper.s.Scales","Vis.Mortis","Vix.Lunaris","Voidbringer","Voidwalker","Volkuur.s.Guidance","Voll.s.Protector","Voll.s.Vision","Wake.of.Destruction","Wall.of.Brambles","Wanderlust","Wheel.of.the.Stormsail","Winds.of.Change","Windscream","Wondertrap","Wraithlord","Wyrmsign","Ylfeban.s.Trickery","Yriel.s.Fostering","Zahndethus..Cassock","Asenath.s.Chant","Chains.of.Command","Craiceann.s.Carapace","Craiceann.s.Chitin","Craiceann.s.Pincers","Craiceann.s.Tracks","Crystal.Vault","Doedre.s.Malevolence","Duskblight","Farrul.s.Bite","Farrul.s.Chase","Farrul.s.Fur","Farrul.s.Pounce","Fenumus..Shroud","Fenumus..Spinnerets","Fenumus..Toxins","Fenumus..Weave","First.Piece.of.Directions","First.Piece.of.Focus","First.Piece.of.Storms","Fourth.Piece.of.Focus","Fox.s.Fortune","Frostferno","Gorgon.s.Gaze","Greedtrap","Hyrri.s.Demise","Indigon","Loreweave","Malachai.s.Awakening","Mark.of.the.Red.Covenant","Saqawal.s.Flock","Saqawal.s.Nest","Saqawal.s.Talons","Saqawal.s.Winds","Second.Piece.of.Directions","Second.Piece.of.Focus","Second.Piece.of.Storms","Seven.League.Step","Sunspite","The.Fracturing.Spinner","The.Tempest.s.Binding","The.Unshattered.Will","Third.Piece.of.Directions","Third.Piece.of.Focus","Third.Piece.of.Storms","Voidfletcher","Wildwrap","Windshriek","Atziri.s.Reflection","Apep.s.Slumber","Apep.s.Supremacy","Architect.s.Hand","Bitterbind.Point","Command.of.the.Pit","Crown.of.the.Tyrant","Curtain.Call","Dance.of.the.Offered","Demigod.s.Touch","Demigod.s.Triumph","Demon.Stitcher","Doryani.s.Delusion","Flamesight","Galesight","Geofri.s.Legacy","Hale.Negator","Mask.of.the.Spirit.Drinker","Mask.of.the.Stitched.Demon","Omeyocan","Slavedriver.s.Hand","The.Devouring.Diadem","The.Eternal.Apple","The.Iron.Fortress","The.Queen.s.Hunger","Thundersight","Unyielding.Flame","Whakatutuki.o.Matua","Worldcarver","Zeel.s.Amplifier","Aukuna.s.Will","Breathstealer","Cowl.of.the.Ceraunophile","Cowl.of.the.Cryophile","Cowl.of.the.Thermophile","Fractal.Thoughts","Garb.of.the.Ephemeral","Machina.Mitts","Maloney.s.Mechanism","March.of.the.Legion","Mask.of.the.Tribunal","Maw.of.Conquest","Offering.to.the.Serpent","Perepiteia","Rotting.Legion","Sporeguard","Storm.s.Gift","The.Eternity.Shroud","The.Stampede","Torchoak.Step","Triad.Grip","Vixen.s.Entrapment","Wreath.of.Phrecia","Demigod.s.Beacon","Demigod.s.Immortality.","Crown.of.the.Inward.Eye","Demigod.s.Immortality","Eye.of.Malice","Hands.of.the.High.Templar","Manastorm","Mistwall","Painseeker","The.Ivory.Tower"
1,"2017-12-08","Abyss","UniqueArmour",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,1,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2017-12-09","Abyss","UniqueArmour",38.76903,24.51484,49.42714,0.9271,1.09677,0.18677,30.70759,12.3229,0.94452,0.30026,0.60569,0.4775,0.14226,0,0.45194,100,5.92548,1.17647,33.24161,0.74548,0.14226,0,0.99909,1.85935,0.53034,1.09742,2.80065,0.54155,3.55286,17.16667,0,29.4371,0.36029,1,3.90774,0.1571,21.56774,0.43362,0,3.50548,1.18065,0.0971,0.55879,5.95677,0,0.54155,0.34387,0.56065,3.39226,137.5,2.25871,0.64024,0.99032,19.64615,0,0.2329,28.18806,2.44516,0.15742,118.95548,0.54155,1.58065,4.47484,0.35146,72.625,1,21.44645,0,14.27,0.54155,3.13917,0.54155,5,0.39615,0.44387,41.17294,0.94387,1.16452,1.65356,0.24323,2.22968,4.53194,10.59355,1,35,13.9671,6.94581,0.29974,64.85227,0.44604,12.42516,0.98935,1.06724,0.14226,1.4529,0.14226,2.23774,0.6571,11.5871,0,0,1,0.87742,0.58,0.52518,3.02806,101.2829,13.25903,0.19742,24.79231,0.9729,0.14226,0.14226,0,7.32161,0.14226,1.11355,13.10903,0.14226,6.11032,3.64419,1.06103,36.21382,0,1,38.788,0.57102,0.16935,1.934,1,8.187,0.59465,0.97032,36.875,17.22222,2.4829,1,2.11419,0.4682,274.28571,0,0.54155,9.23212,16.08355,12.90258,1.92,0.14323,7.53774,50.07579,0.89323,0,0.98581,5.75323,1.01258,0,0.9429,5.72032,0.54155,0.37258,0.97677,0,0.61839,0.53155,0,0,4.65226,0.14613,128.72677,137.5,0.88774,143.11375,0.14226,0.9829,0,0.19424,0.38,0.37463,5.58839,1.44935,0.63645,0.37065,0.61759,6.53452,10.43677,0.19424,0.42677,0.72161,19.97917,82,4.12129,1.73065,1,0,8.76208,36.66032,0.48194,0.84032,0.93,0.353,0.25355,1,0,0,3.60387,7.87868,0.30026,0,0,0,1,7.72387,7.95893,0,0.14226,50,7.325,0.54155,0.43226,0.17516,24.96,5.54484,0.21548,4.20645,0,336.25,0,1.21286,0.68774,3.38548,0.84736,8.93452,0.84387,32.54452,0,1.86161,0,0,0.14226,1.58516,0.96355,7.84767,1.28456,0.54155,4.27484,2,0.53569,0.89912,0.45161,0,0,0.14226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2017-12-10","Abyss","UniqueArmour",35.92828,23.64724,19.24621,0.63362,0.57724,0.18414,23.1781,3.46034,0.25621,0.17879,0.17879,0.17741,0.17879,204.21034,0.17879,62.36086,3.89966,1,52.61828,0.19069,0.17879,16.38514,0.95983,1.02879,0.15621,0.99638,1.80345,0.17879,4.10397,34.84772,101.48421,25.92121,0.17862,0.42207,1.25414,0.17879,33.285,0.17879,0,1.38724,1,0.13845,0.17879,2.81466,23.07692,0.17879,0.17879,0.21086,1.90483,129.20583,1.15224,0.1769,0.63431,11.78362,0,0.18017,33.18362,1.38466,0.17879,4.22259,0.17879,0.87483,3.7281,0.17603,35.97281,0.99638,37.89466,0,3.91534,0.17879,0.98948,0.16655,5,0.1781,0.18017,15.44448,0.1819,0.74569,0.17879,0.17879,1.98207,2.55862,8.20759,0.86914,74.46128,10.78759,6.09862,0.17603,17.8569,0.16741,12.54362,0.98707,0.95466,0.17879,0.9581,0.17879,0.97741,0.18086,6.52017,25.18917,82.37786,0.87914,0.27086,0.18362,0.17879,2.05793,119.08052,24.44293,0.17879,15.35534,0.96276,0.17879,0.17879,41.41898,9.67328,0.17741,0.68966,24.02948,0.17879,3.63379,1.17241,0.95138,63.82845,76.5,0.60621,3.7081,0.17621,0.17397,1.47879,0.89621,3.83379,0.17879,0.25966,61.37792,17.72385,1.10466,0.46052,1,0.17879,288.85,20,0.17879,12.4081,5.47483,12.42034,1.03448,0.17879,8.64397,23.21241,0.85552,0,0.98897,3.07724,0.56983,150.01974,0.39569,1.50414,0.17879,0.17879,0.31655,0,0.18345,0.15983,58.30769,58.33333,5.39983,0.17879,114.68172,183.32811,0.21534,56.18983,0.17879,0.90948,850.15526,0.17879,0.17879,0.17879,2.1969,0.98259,0.20517,0.17879,0.17879,6.38224,5.84897,0.17879,0.17879,0.17879,20.53793,83.822,2.72086,0.99414,0.99948,137.8,12.00759,26.3881,0.17897,0.33948,0.37397,0.17879,0.17879,1,0,125,1.64259,4.83517,0.17879,0,0,0,0.40897,10.74966,5.7531,0,0.17879,31.80741,1.87414,0.16086,0.17879,0.17879,17.46707,1.11776,0.18448,1.60034,0,282.71862,0,0.16741,0.22207,1.45621,0.17879,2.90569,0.39793,38.29914,40.62727,0.98655,76,82.71677,0.17845,1,0.53948,4.10534,0.85259,0.17638,4.63793,1.26379,0.16879,0.17879,0.17879,76.78286,223.22708,0.17879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2017-12-11","Abyss","UniqueArmour",39.91569,16.89983,11.14259,0.235,0.235,0.235,12.62776,0.99828,0.235,0.235,0.235,0.23466,0.235,232.03,0.235,32.98552,2.36879,0.945,65.87879,0.24155,0.235,2.21397,0.96638,0.76241,0.19345,0.99362,1.3669,0.23414,7.66845,38.60948,62.34121,20.19621,0.23448,0.23534,0.99931,0.235,36.3519,0.23052,0,1,1,0.18931,0.235,1.0431,20.88138,0.22414,0.235,0.235,1.39121,89.10828,1,0.23017,0.235,9.35034,0,0.235,26.11172,1,0.235,2.92483,0.235,0.28293,2.92759,0.22828,16.02793,0.98793,31.99724,0,1.98759,0.23483,0.94741,0.2181,87.1073,0.235,0.235,6.64741,0.235,0.73328,0.235,0.235,1.80828,1.35948,3.97655,0.46241,98.8875,10.60328,3.66069,0.22586,11.03741,0.19879,12.44517,0.61638,0.83121,0.235,0.95293,0.235,0.95345,0.235,9.12052,18.52017,64.05569,0.63586,0.235,0.235,0.235,1.88638,158.40552,26.62759,0.235,21.4769,0.53621,0.23483,0.235,1.37707,7.23328,0.20517,0.74241,44.00276,0.235,2.16983,0.74276,0.87672,95.61776,58.59207,0.39931,1,0.23483,0.22172,1.17241,0.24879,1.98793,0.235,0.235,2.515,17.34017,0.95,0.235,0.89069,0.235,0,31.19714,0.235,13.20138,1.29448,12.58034,0.99948,0.235,7.93397,17.93414,0.87741,0,0.89638,1.98655,0.47,246.63875,0.235,0.99552,0.235,0.235,0.235,0,0.235,0.19207,50,44.94922,2.85466,0.235,100.92552,324.84586,0.23379,57.11017,0.235,0.23724,462.13276,0.235,0.235,0.235,0.99724,0.53741,0.31241,0.235,0.235,4.78517,6.22862,0.235,0.235,0.235,16.87534,124.64293,1.64672,0.80379,0.94845,199.72922,13.96741,11.8169,0.235,0.235,0.235,0.235,0.235,0.99948,0,144.19127,1.00603,4.36534,0.235,125,44.125,182.37,0.235,12.29603,2.80397,355.41958,0.23483,12.86983,1.1831,0.22534,0.235,0.235,9.48914,0.79328,0.235,1.49276,100.98316,283.08638,4.15689,0.21448,0.2431,0.97207,0.235,0.99948,0.34931,32.34069,19.94293,1,116.83958,32.42741,0.23276,0.97345,0.26448,3.77655,0.94776,0.23259,3.10828,1,0.20328,0.235,0.235,84.18971,164.31345,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2017-12-12","Abyss","UniqueArmour",39.1719,14.90897,5.13172,0.26655,0.26655,0.26655,8.28793,0.99207,0.26655,0.26655,0.26655,0.26431,0.26655,294.59138,0.26655,28.25828,1.86603,0.97362,77.86052,0.26828,0.26655,1,0.95966,0.48862,0.22862,0.85603,1,0.25103,13.46672,38.35034,43.395,16.63776,0.26655,0.26655,0.99776,0.26655,37.75931,0.23603,0,0.90121,0.99983,0.23138,0.26655,1,18.92603,0.24552,0.26655,0.26655,1.57569,92.02448,1,0.25845,0.26655,8.58362,0,0.26638,23.08017,1,0.26655,2.05862,0.26655,0.26655,2.90466,0.2319,5.42741,0.98621,33.45569,0,1.79017,0.24259,0.83586,0.23741,40.85276,0.26655,0.26655,3.62,0.26655,0.42293,0.26655,0.26655,2.00017,1.54207,2.06,0.29983,50.37931,9.29293,2.71483,0.23586,5.7281,0.25,13.24397,0.29879,0.92276,0.26655,0.96448,0.26655,0.72534,0.26655,8.11034,10.25017,63.32379,0.605,0.26655,0.26655,0.26655,1.70517,161.49224,28.17534,0.26655,19.83672,0.4669,0.26655,0.68776,1,6.66552,0.23138,0.68879,33.76586,0.26638,1.63534,0.59414,0.95879,116.29241,35.45948,0.26655,0.99914,0.2481,0.24569,0.99672,0.26655,1.50466,0.26655,0.26655,1.3431,7.97534,0.75621,0.26655,0.45966,0.26655,0,30.42636,0.26655,20.87431,1,10.61138,0.9981,0.26655,8.35724,12.68448,0.54431,0,0.68017,1.36155,0.26828,377.93139,0.26655,0.9631,0.26603,0.26655,0.26655,0,0.26655,0.1819,230,19.5019,2.49586,0.26534,88.78328,330.09552,0.26655,43.74448,0.26655,0.26655,434.08052,0.26655,0.26655,0.26655,0.99534,0.40207,0.67345,0.26655,0.26534,4.39707,4.93569,0.26655,0.26638,0.26655,15.55862,140.70345,1,0.45121,0.89172,131.74143,12.82948,7.1681,0.26655,0.26655,0.26655,0.26621,0.26655,1,0,134.99431,1,3.93466,0.26638,233.12536,46.38636,0,0.26655,13.41862,2.20138,343.56,0.26655,8.71741,1,0.24103,0.26655,0.26638,6.56914,0.32397,0.26655,1.23569,180.90586,339.2531,2.64017,0.17397,0.26655,0.84155,0.26655,0.93655,0.27448,25.68759,17.21414,0.99741,40.98241,14.5931,0.26103,0.99621,0.27448,4.17172,0.9519,0.24155,3.425,1,0.21931,0.26655,0.26655,0,168.53862,0.26638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2017-12-13","Abyss","UniqueArmour",40.49776,11.67276,3.47414,0.28552,0.28552,0.28466,4.35483,0.98914,0.28552,0.28552,0.28552,0.28345,0.28552,295.44534,0.28552,21.59017,1.74466,0.94207,83.64328,0.28655,0.28345,0.97707,0.91897,0.32983,0.25052,0.63172,0.99017,0.26724,8.34034,39.33672,44.68414,12.67069,0.26828,0.28552,0.95966,0.285,35.36914,0.25362,0,1,1,0.24707,0.28552,0.99276,11.99483,0.27379,0.28552,0.28552,1.31828,107.18552,0.99741,0.25224,0.28552,6.79569,0,0.28552,17.6581,1,0.28534,1.80328,0.28552,0.28552,2.95483,0.2431,3.12879,0.94931,34.11741,0,1.38328,0.24362,0.61172,0.25448,23.67569,0.285,0.28552,2.98845,0.28552,0.30431,0.28552,0.27,2.21155,1.30138,1.18914,0.46845,44.9731,9.52224,2.28534,0.25586,2.18017,0.24828,13.64586,0.28552,0.86931,0.28552,0.94103,0.28414,0.61293,0.28534,7.35,4.99276,56.73862,0.71914,0.28552,0.28552,0.28034,1,159.22362,22.4719,0.28552,10.41397,0.29328,0.28138,0.86862,0.89603,7.05534,0.26707,0.42345,23.71914,0.28534,1,0.29931,0.91448,140.00345,25.06862,0.28552,0.99569,0.265,0.27,1,0.28552,1.01793,0.28552,0.28552,0.98828,6.32069,0.30276,0.28552,0.29414,0.28483,0,7.89414,0.28534,22.5819,0.99759,10.58724,0.99138,0.28552,8.02862,9.64345,0.46103,0,0.60879,1,0.28552,302.17069,0.28552,0.78655,0.285,0.28552,0.28552,0,0.28552,0.27879,195.70897,9.52034,2,0.28534,76.81948,322.44293,0.28552,49.61586,0.28552,0.28552,408.895,0.28259,0.28552,0.28552,0.97224,0.29069,0.70862,0.28672,0.285,3.26759,3.75862,0.28552,0.28552,0.27759,13.57707,110.49379,0.99052,0.45276,0.45259,115.29736,8.59224,3.53845,0.28552,0.28552,0.28552,0.28414,0.28345,1,20,96.45103,1,3.54914,0.28552,184.71417,111.03226,176.79167,0.28552,16.02052,2.38,459.51905,0.28534,7.50259,1,0.2381,0.28552,0.28121,4.72397,0.28552,0.28483,1,112.94586,308.69052,1.85741,0.2469,0.28552,0.85052,0.28552,0.69138,0.28621,19.34172,8.62586,0.98517,15.09707,8.46638,0.27931,0.99224,0.28448,3.88,0.95879,0.23483,3.25069,0.99793,0.25103,0.28552,0.28552,0,152.85293,0.28534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2017-12-14","Abyss","UniqueArmour",48.77793,8.83414,2.63069,0.29397,0.29397,0.29397,2.50052,0.99552,0.29397,0.2931,0.29379,0.29052,0.29397,316.99466,0.29397,16.61707,1.92897,0.90845,83.22328,0.29397,0.29397,0.87759,0.35672,0.31362,0.22931,0.94052,1,0.25948,6.17828,37.66431,26.07397,11.29793,0.26621,0.29397,0.98086,0.29397,27.13621,0.25776,0,0.99621,1,0.22052,0.29259,0.96466,12.21586,0.29379,0.29397,0.29397,1.33224,126.09259,0.99534,0.24259,0.29293,7.20759,0,0.29362,12.77741,0.97552,0.29345,1.53759,0.29276,0.29397,3.52103,0.21879,2.34483,0.9869,27.04793,140,1,0.20828,0.63397,0.27121,16.05517,0.28879,0.29397,2.79776,0.29397,0.29397,0.28759,0.29397,2.38103,1.44534,1,0.29397,35.4119,8.83138,1.96724,0.23121,2.35483,0.25638,14.80707,0.29603,0.72552,0.29121,0.905,0.29397,0.29776,0.29397,7.61121,3.98845,56.88069,0.35552,0.29397,0.29397,0.28603,1,168.23948,19.11224,0.29397,6.82397,0.70931,0.2719,0.96586,0.54414,6.34914,0.25,0.48086,17.67034,0.29259,1,0.29759,0.96879,157.73914,17.02793,0.29397,0.99259,0.28638,0.28603,1,0.29397,0.98966,0.29397,0.29397,0.89,3.08517,0.30069,0.29397,0.29397,0.29138,68.125,3.14569,0.29362,21.64569,0.99845,11.35345,0.99741,0.29397,5.90966,8.15793,0.45672,0,0.50517,0.99638,0.30207,217.56034,0.29397,0.72879,0.29397,0.29379,0.29379,1026.58654,0.29397,0.26069,157.38259,5.20759,1.99793,0.29397,66.53017,338.53603,0.29397,39.87362,0.2931,0.29397,327.26121,0.29345,0.29397,0.29397,0.64224,0.29414,0.87948,0.29293,0.29397,2.61862,1.84741,0.29362,0.29397,0.29397,12.19121,80.44569,0.99621,0.34345,0.81328,103.52086,9.1081,2.26897,0.29397,0.29397,0.29397,0.29379,0.29362,1,19.09241,75.68569,1,2.99224,0.29397,129.89138,89.03224,141.40593,0.29397,16.90034,1.99603,277.17868,0.29397,5.93741,0.85397,0.27345,0.29328,0.29207,3.57431,0.32379,0.28552,1,87.5519,303.43172,2,0.20034,0.29345,0.85328,0.29397,0.68603,0.29397,14.05069,5.57655,0.96672,10.23931,5.69569,0.28276,0.97603,0.29397,2.96155,0.98586,0.25448,2.285,0.99914,0.24517,0.29397,0.29397,0,110.27414,0.29397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
