"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
150,"2017-07-30","Legacy","Currency",1.98515,0.01623,0.03403,0.28593,357.87,9.85,1,3.645,1.5825,0.41506,0.09033,20.135,89.82892,1.44267,0.10223,0.08324,5.31703,9.95053,NA,5,0.31043,0.06879,NA,0.02652,0.13352,0.3571,1.10735,0.5821,0.01594,0.01372,0.66759,0.00763,0.13561,0.77724,NA,NA,NA,NA,NA,NA,NA,NA,0.00553,NA,NA,NA,NA,NA,NA,135.1725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"2017-07-31","Legacy","Currency",1.88639,0.01647,0.03575,0.2864,392.72973,10.21892,1,4.05676,1.17432,0.40761,0.08938,19.8027,90.67162,1.36594,0.10845,0.08333,5,9.60759,NA,5.01622,0.31805,0.06773,NA,0.03056,0.13687,0.35825,1.13855,0.57858,0.01669,0.01529,0.69643,0.00636,0.13316,0.80981,NA,NA,NA,NA,NA,NA,NA,NA,0.00568,NA,NA,NA,NA,NA,NA,141.48649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2019-06-07","Legion","Currency",0,0.44042,1,1,0,0,0,0,0,0,0.08463,10,32.55521,1,1,0.34092,0,0,0,0,0.34,0.14063,19.8495,1,1,0.26515,1,0.92928,1,0.2,1,0.99911,0.74457,1,0,0,1,0,0,0,0,0,0.03125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2019-06-08","Legion","Currency",1,0.11948,0.38218,0.33416,90,16,24.351,63.08638,4,0.25059,0.05135,5,57,0.5,0.5,0.06614,2.32222,2.99038,4537.76836,2,0.27347,0.05707,5,0.18573,0.13781,0.16667,0.66667,0.33333,0.1096,0.06667,0.54389,0.07836,0.16667,0.50372,5,0.88812,1,3.96887,6.55394,584.33468,1,1,0.025,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2019-06-09","Legion","Currency",1,0.08333,0.16667,0.16667,100,8,12,34.98289,3,0.22222,0.08131,5,69,0.5,0.4,0.06757,1.5,3,4358.23795,2,0.27028,0.05556,6,0.04448,0.06667,0.28571,0.62699,0.25066,0.04545,0.05,0.41667,0.01695,0.125,0.4,4.11256,1.5,1,4,7,690,1,1,0.02848,0,10.99745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2019-06-10","Legion","Currency",1,0.07918,0.11111,0.15819,124.5,5,7,26.04327,3,0.27276,0.10942,6.98939,83,0.66667,0.25,0.1,1.5,3,4359.89299,2.5,0.32258,0.07631,8,0.03333,0.06667,0.40005,0.71429,0.32864,0.03538,0.0469,0.4,0.01637,0.125,0.5,4,1,1,4,10,437.78677,1,1,0.03333,0,8.26641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2019-06-11","Legion","Currency",1,0.08333,0.1,0.14286,107.31112,4,7,23,2,0.26495,0.10608,7,89,0.68039,0.25,0.11765,1.5,3,5369,2.74037,0.32196,0.07692,8,0.03333,0.07692,0.47337,0.66667,0.33333,0.0465,0.04762,0.43478,0.01485,0.1242,0.5,5,1,1,4,13,282.07143,0.99185,1,0.03333,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2019-06-12","Legion","Currency",0.93071,0.07143,0.08473,0.12419,103.884,4,6,16,2,0.2689,0.1087,8,94,0.83333,0.30366,0.12346,1.5,3,5593.41463,2.9525,0.3105,0.07692,9,0.03326,0.07692,0.5,0.62647,0.31311,0.04556,0.04762,0.45062,0.01536,0.125,0.53333,5,1,1,4.72675,13,376,1,1,0.03333,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2019-06-13","Legion","Currency",0.90803,0.0707,0.09,0.11111,109.00179,4,6,17.94369,2,0.27273,0.10201,8,107.27713,0.83333,0.29515,0.12734,1.5,3,6500.20133,3,0.2941,0.07692,10,0.03326,0.07564,0.51282,0.588,0.30078,0.04545,0.04762,0.4529,0.01667,0.11765,0.52892,5,1,1,5,12,425.52394,0.69182,1,0.03226,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2019-06-14","Legion","Currency",0.9,0.06843,0.08705,0.11111,90,3.13172,6,14,2,0.28571,0.10526,9,115,0.9421,0.32121,0.14286,1.96117,3,7751.76735,2.32661,0.28571,0.1,11,0.03333,0.07143,0.55556,0.55769,0.3,0.0496,0.04762,0.5,0.01539,0.125,0.59812,4,1,1,5.52487,11,405.95952,0.85759,1,0.03226,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2019-06-15","Legion","Currency",0.9,0.07043,0.08333,0.1,80,3,5,10,2,0.30297,0.09978,8,114,0.96194,0.30574,0.14286,2,3,7827.38093,2,0.27778,0.09505,10,0.03333,0.06667,0.56921,0.54348,0.26864,0.05354,0.04545,0.47809,0.01665,0.12195,0.58824,4,1,1,5.14414,10,398.86389,0.8857,1,0.03226,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2019-06-16","Legion","Currency",0.84928,0.07139,0.0912,0.08776,89.53358,3,5,8,2,0.3125,0.09087,9,120,0.975,0.27315,0.14068,2,3,9208.76717,2.19413,0.27027,0.09109,10,0.03429,0.06667,0.55556,0.5,0.25442,0.05556,0.04348,0.49505,0.01535,0.11415,0.54031,4,1,1,6,10,428.72095,1,1,0.03125,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2019-06-17","Legion","Currency",0.90909,0.07551,0.09191,0.08235,70,3,5,8,2,0.33333,0.10827,10,122.12419,1.04885,0.28571,0.14286,2,3,10150.02809,3,0.27778,0.11199,11,0.03333,0.06819,0.58715,0.52592,0.26667,0.075,0.04545,0.491,0.01667,0.125,0.59552,5,1,1,6,10.39069,500,0.5,1,0.03226,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-06-18","Legion","Currency",1,0.07143,0.09748,0.08333,60,3,6,8.5415,2,0.43165,0.13133,11,121,1.2864,0.29877,0.15152,2,3,10980,3,0.29412,0.15385,10.4912,0.03989,0.07143,0.625,0.56108,0.29089,0.06667,0.04762,0.47525,0.0186,0.13333,0.625,5,1,2,6,11,579.31663,0.5,1,0.03333,0,9.3507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-06-19","Legion","Currency",1,0.07253,0.09091,0.07697,55,3,5,8,2,0.45979,0.15096,12,121.36334,1.5,0.28258,0.16,2,3,11247.05804,2.33416,0.33333,0.16393,11,0.04264,0.07143,0.66667,0.625,0.33085,0.06667,0.04983,0.45455,0.0208,0.14403,0.76717,5.75537,1,2,6,11.43944,606.31888,0.5,1,0.03285,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-06-20","Legion","Currency",1,0.07295,0.09004,0.07143,54,3,5,8,2,0.5,0.16376,12,121,1.5,0.3,0.16667,2,3.5,11160,3,0.37037,0.16667,11.95779,0.04157,0.07692,0.66667,0.625,0.33333,0.06667,0.04878,0.43478,0.02012,0.16667,0.83333,6,1,2,6,12,600,0.5,1,0.03226,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2019-06-21","Legion","Currency",1.01836,0.07692,0.09091,0.06667,50,3,5,7,2,0.5004,0.16587,12,122,1.47567,0.25,0.16667,2,3,10857.0871,3,0.43064,0.16667,12,0.04515,0.07692,0.66667,0.64198,0.35065,0.06667,0.04973,0.41667,0.02,0.16667,0.83333,7,1,2,6,12,607.073,0.4833,0.97433,0.03226,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2019-06-22","Legion","Currency",1.11233,0.06667,0.07692,0.06667,50,3,5,7,2,0.5,0.15385,10,122.56474,1.42857,0.25843,0.16092,2,3.03516,10080,2,0.44063,0.15385,10.79796,0.05395,0.0769,0.65175,0.64182,0.33333,0.06664,0.05,0.38462,0.02,0.14286,0.83333,6,1,2,6,10,596.02854,0.5,0.9069,0.03226,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2019-06-23","Legion","Currency",2,0.06667,0.07717,0.06667,48.68707,3,5,6,2,0.5,0.15155,12,130,1.4,0.2501,0.15385,3,3.5,10436.20187,3,0.43593,0.14286,12.48598,0.04977,0.07692,0.64799,0.625,0.32893,0.0644,0.05,0.36364,0.01929,0.14852,0.8429,7,1,2,6,10,585,0.5,0.8,0.03115,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2019-06-24","Legion","Currency",2,0.06609,0.07692,0.06667,49,3,5,6,2,0.5,0.14913,13,140.41129,1.34951,0.25,0.15947,3,3.51092,12746.8904,3,0.43183,0.1418,13,0.04551,0.07692,0.66667,0.625,0.32667,0.05879,0.05263,0.33333,0.01667,0.16667,0.88142,8,1,2,7,10,632.59956,0.5,0.7,0.0303,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2019-06-25","Legion","Currency",2,0.06667,0.07692,0.06452,40,3,4,5,2,0.5,0.14286,14,154,1.32836,0.25,0.16641,3.5,3.81452,16016,3,0.41667,0.15385,15,0.04545,0.07692,0.67179,0.625,0.32782,0.05556,0.05,0.33333,0.01667,0.16667,0.90909,10,1,2,8,11.23488,770,0.5,0.66667,0.03226,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2019-06-26","Legion","Currency",2,0.06667,0.07692,0.05605,40,2.82925,4,5,2,0.5,0.14706,15,155,1.32413,0.20885,0.16667,3.48776,4,15713.40518,3,0.41667,0.16393,15,0.04478,0.07624,0.71257,0.625,0.32611,0.05556,0.0498,0.33028,0.01667,0.16667,0.90909,10,1,2,8,11,767.442,0.5,0.65,0.03226,0,8.76058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2019-06-27","Legion","Currency",1.96055,0.06667,0.07692,0.05244,39.85101,3,3,5,2,0.5,0.14925,15,158,1.33248,0.20773,0.16949,3.17863,4,15326,3,0.41548,0.16667,16.30644,0.04545,0.07661,0.71429,0.625,0.32844,0.05556,0.04975,0.3229,0.01665,0.16654,0.90909,10,1,2,8,11.14645,723.53697,0.5,0.64672,0.03135,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2019-06-28","Legion","Currency",2,0.06667,0.08152,0.05437,40,2,3,5,2,0.51282,0.16129,15,157,1.375,0.22545,0.17129,3.7416,4,15543,3,0.4215,0.19019,17,0.04754,0.07692,0.73266,0.65488,0.33333,0.05482,0.04962,0.33,0.01667,0.16667,0.91667,10,1,2,8,11.5314,780,0.5,0.65,0.03235,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2019-06-29","Legion","Currency",1.99774,0.06667,0.07692,0.0521,39,3,3,5,2,0.51532,0.16999,15,155.7087,1.4,0.2255,0.17391,3.6628,4,14721.57278,3,0.42621,0.20354,17,0.04774,0.07692,0.73088,0.66667,0.33333,0.05556,0.04975,0.33101,0.01667,0.16667,0.91921,10,1,2,8,11,779.19558,0.5,0.64446,0.03308,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2019-06-30","Legion","Currency",1.93882,0.06667,0.07143,0.04793,35.40003,3,3,4,2,0.51238,0.17681,15,154,1.4,0.21408,0.17391,3.99326,4,14700.44522,3,0.42857,0.2087,16,0.04961,0.07692,0.73556,0.66475,0.33333,0.05556,0.04997,0.32258,0.01683,0.16667,0.92532,10,1,2,8,12,770,0.5,0.56529,0.03067,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2019-07-01","Legion","Currency",1.99998,0.06667,0.07143,0.0459,34,2.62025,3,4,2,0.5,0.17857,15,154,1.4,0.16667,0.17241,3.40433,4,15246,3,0.42998,0.20833,16,0.04928,0.07692,0.715,0.66667,0.33333,0.05631,0.04983,0.31937,0.01977,0.16638,0.90909,9.5,1,2,8,10.93716,778.94444,0.5,0.55,0.03029,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2019-07-02","Legion","Currency",2,0.06667,0.07143,0.05,30,2,2.75266,4,2,0.47602,0.17241,15.06099,156,1.36873,0.18458,0.16723,3.7877,4,15600,3,0.44509,0.2,16,0.04762,0.07143,0.69444,0.66664,0.33333,0.05556,0.04943,0.32619,0.01939,0.16667,0.90909,10,1,2,7.97678,11,780,0.5,0.54108,0.03021,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2019-07-03","Legion","Currency",2,0.06644,0.07143,0.05128,28,2,2.23287,4.94974,2,0.45407,0.17354,16,158.28067,1.29794,0.18928,0.16598,3.60875,4,16197.17025,3,0.45898,0.20882,16,0.04887,0.07143,0.66667,0.66667,0.33333,0.05451,0.04975,0.33001,0.01923,0.16667,0.89931,10,1,2,8,11,869.07586,0.5,0.5,0.03,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2019-07-04","Legion","Currency",2,0.06667,0.07143,0.05,26.7302,2,2.5,5,1.8166,0.41667,0.17128,16,162,1.25241,0.20385,0.15789,3.39544,4,17820,3,0.47064,0.21022,16,0.04762,0.07143,0.64935,0.66667,0.33077,0.05556,0.05,0.30328,0.01882,0.15316,0.8323,10,1,2,8,10,900.77439,0.5,0.5,0.03,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2019-07-05","Legion","Currency",2,0.06667,0.07143,0.05104,25,2,2.075,4,2,0.40735,0.17175,16,166,1.27826,0.18721,0.15152,3.5,4,22222.89818,3,0.4878,0.21054,16,0.04762,0.07143,0.63333,0.66667,0.33097,0.05556,0.05,0.31177,0.01893,0.15476,0.80001,11,1,2,8,10,1034.21751,0.49443,0.5,0.02857,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2019-07-06","Legion","Currency",2.03677,0.06667,0.06951,0.05103,24,2,2,4,2,0.38038,0.16953,16,169.17238,1.25,0.1865,0.14458,3.5,4,21336,3.14547,0.52174,0.22222,16,0.05012,0.06667,0.62384,0.66667,0.32283,0.05556,0.0498,0.3125,0.01775,0.16129,0.77288,12,1,2,8,10,1183.8121,0.49478,0.46509,0.02857,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2019-07-07","Legion","Currency",2.08841,0.06667,0.07055,0.04532,24,2,2,4,2,0.35524,0.16771,17,171.8274,1.26946,0.16833,0.14286,3,4,22572,3.38184,0.52447,0.22222,16,0.05,0.06667,0.61364,0.63419,0.31315,0.05556,0.05,0.30348,0.01773,0.15698,0.71425,12,1,2,8.70574,10,1204,0.48887,0.44491,0.02857,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2019-07-08","Legion","Currency",2.03412,0.06667,0.07143,0.03995,24,2,2,3.72011,2,0.34237,0.16823,17,173,1.28001,0.16667,0.14286,3,4,23681.34687,4,0.54274,0.22918,16,0.05497,0.06698,0.61064,0.62626,0.31834,0.05556,0.05,0.3013,0.01667,0.14443,0.66871,12,1,1.9643,9,10,1211,0.482,0.45297,0.02935,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2019-07-09","Legion","Currency",2,0.06667,0.07512,0.04016,24.2901,2,2,3,1.44841,0.32558,0.1679,16,173,1.29816,0.16738,0.14451,3,4,24229.46352,3.48964,0.57109,0.253,15,0.05593,0.07143,0.60593,0.62626,0.32258,0.05556,0.04993,0.29573,0.01861,0.14286,0.66,12,1,1.95,8,10,1211,0.4979,0.45307,0.02857,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2019-07-10","Legion","Currency",2,0.06667,0.07252,0.04141,24.32348,2,2,3,1,0.32258,0.16876,16,170,1.3,0.17168,0.14548,3,4,24264.17138,4,0.61825,0.28479,15,0.06667,0.07399,0.60797,0.64243,0.3328,0.05882,0.05,0.29762,0.01766,0.14644,0.6369,12,1,1.85715,8.49354,10,1190.37568,0.48889,0.44401,0.02857,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2019-07-11","Legion","Currency",1.99985,0.06667,0.07118,0.03888,25,1.50521,2,3,1,0.32592,0.17267,18,170,1.32663,0.17167,0.14286,3,4,24480,4,0.65503,0.28571,17,0.06667,0.07402,0.6088,0.66667,0.34335,0.05556,0.05,0.29061,0.01667,0.14965,0.63622,13,1,1.75,9,10,1255.09706,0.5,0.42482,0.0271,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2019-07-12","Legion","Currency",1.98551,0.06667,0.06893,0.03762,28.95203,2,2,3.18182,1,0.325,0.18165,18.13183,171,1.3088,0.17816,0.14286,3,4,24636.66667,4,0.6339,0.29412,17,0.06667,0.0761,0.60606,0.66667,0.35126,0.05556,0.05,0.28571,0.01702,0.15385,0.62232,13.30532,1,1.80517,9,10,1197,0.5,0.43977,0.02998,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2019-07-13","Legion","Currency",1.88959,0.0665,0.07143,0.03672,30,2,2,4,1,0.31707,0.1815,19,170,1.29917,0.19159,0.14286,3,4,25500,4,0.63615,0.30189,17,0.06667,0.07652,0.60606,0.66667,0.36664,0.05882,0.05625,0.28432,0.01667,0.15758,0.6,14,1,1.83169,8.5,10,1275,0.5,0.44123,0.02896,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2019-07-14","Legion","Currency",1.87957,0.06387,0.07096,0.03889,30,2,2,4,1.87272,0.30769,0.17927,19,170,1.29896,0.2,0.14286,3,4,26010,4,0.625,0.27915,17,0.07084,0.07692,0.6,0.66798,0.40835,0.05719,0.05,0.27778,0.01667,0.16446,0.59894,14,1,1.8,8.5137,10,1275,0.5,0.45427,0.02857,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2019-07-15","Legion","Currency",1.75254,0.06432,0.06667,0.04,35,2,2,3,2,0.30055,0.17544,19,169,1.28038,0.16667,0.14041,3,4,26195,4,0.60706,0.26588,17.48036,0.06667,0.07692,0.58824,0.69326,0.39978,0.05556,0.05,0.27778,0.01728,0.15906,0.59264,15,1,1.8019,8.5,10.77846,1267.5,0.5,0.44531,0.02942,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2019-07-16","Legion","Currency",1.63434,0.06667,0.06667,0.03704,35,2,2,3.32046,2,0.28571,0.17094,19,170,1.24648,0.16667,0.13514,3,4.44477,26402.03523,4,0.6,0.25,18,0.06667,0.07894,0.5618,0.68591,0.38074,0.05709,0.05,0.27778,0.01724,0.15873,0.58333,15,1,1.9,8.51292,12,1275,0.5,0.44319,0.03003,7.96583,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2019-07-17","Legion","Currency",1.5,0.06602,0.06667,0.04003,36,2,2,3,1,0.27139,0.16667,19,170,1.19048,0.16667,0.12821,3.23087,4.5,29679.02751,4,0.59538,0.2439,18,0.06667,0.08196,0.52632,0.6896,0.3691,0.05852,0.05,0.27778,0.01667,0.15452,0.58333,16,1,1.79558,8.62967,12,1360,0.5,0.42871,0.02985,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2019-07-18","Legion","Currency",1.4,0.06599,0.06667,0.03936,40,2,2,4,2,0.26667,0.16129,20,170,1.16862,0.16471,0.12373,3,4.5,33311.63395,4,0.58824,0.2381,19.54582,0.06667,0.08333,0.50877,0.68293,0.37037,0.05556,0.05882,0.27778,0.01667,0.15385,0.58462,17,1,1.75,8.97488,12,1530,0.5,0.44397,0.03024,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2019-07-19","Legion","Currency",1.38362,0.06667,0.06667,0.03846,41.92456,3,2,3,2,0.26428,0.15671,20,170,1.1545,0.16616,0.11765,3,5,33321.3448,4,0.57803,0.23439,20,0.06953,0.08333,0.5,0.67468,0.35817,0.05556,0.05917,0.27778,0.01667,0.15831,0.58637,17,1,1.70001,8.90306,12,1594.23307,0.5,0.43827,0.03025,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2019-07-20","Legion","Currency",1.31143,0.06667,0.06667,0.03781,49,3,2,3,1,0.26316,0.15385,20,170,1.14647,0.15873,0.11667,3,5,32964.27832,4,0.57143,0.22727,20.96975,0.06667,0.08333,0.49751,0.68333,0.36667,0.05556,0.05911,0.27778,0.01667,0.15385,0.58756,17,1,1.8,8.5181,12,1622.77179,0.5,0.45,0.0302,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2019-07-21","Legion","Currency",1.2785,0.06667,0.06667,0.04083,49.88016,3,2,3,2,0.26316,0.15152,21,170.66667,1.14618,0.16594,0.11765,3,5,33109.56238,4,0.56387,0.21739,22,0.06667,0.08333,0.5,0.69,0.35714,0.05754,0.05556,0.27778,0.01667,0.15385,0.58824,17.6903,1,1.77896,8.85719,12.84241,1621.33337,0.46652,0.44758,0.02958,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2019-07-22","Legion","Currency",1.17044,0.06667,0.06667,0.03704,46.19299,3,2,3,2,0.25976,0.14286,21.34446,171.32411,1.12089,0.16667,0.11765,3,5,33196,4,0.52632,0.21053,22,0.06667,0.08315,0.5,0.66667,0.34954,0.05556,0.05895,0.27778,0.01667,0.15258,0.58824,18,1,1.75,8.9062,13,1627.44373,0.45597,0.45455,0.02857,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2019-07-23","Legion","Currency",1,0.06329,0.06667,0.03636,48.00173,3,1.59599,3.6332,2,0.25583,0.14077,22,172,1,0.16667,0.11633,3,5,34400,4,0.5,0.20833,22.97728,0.06452,0.08333,0.49505,0.66667,0.34773,0.05593,0.06189,0.28167,0.01677,0.146,0.58824,19,1.56168,1.66667,9,13.47789,1637.74372,0.44822,0.45455,0.02821,8,8.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2019-07-24","Legion","Currency",1,0.06354,0.06667,0.03448,54.46754,3,2,3,2,0.2439,0.13889,23,173,1,0.16601,0.11665,3,5,38764.47686,4.50023,0.48276,0.2066,24,0.06441,0.08333,0.49243,0.66667,0.34066,0.0625,0.0625,0.28571,0.01818,0.14286,0.58824,19,2,1.79816,9,14,1732.84159,0.45138,0.45455,0.02778,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2019-07-25","Legion","Currency",1,0.0625,0.06667,0.03371,65,3,2,3.46809,2,0.24352,0.13443,24,174,1,0.16667,0.11538,3,5,38280,5,0.47619,0.2,25,0.06452,0.08333,0.4878,0.66667,0.34667,0.06129,0.06234,0.2859,0.0199,0.14286,0.6,20,2,1.75,9,14,1740,0.45,0.48895,0.02703,8,8.0006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
