"Day","Date","League","Type","Abberath.s.Hooves","Abyssus","Aegis.Aurora","Ahn.s.Contempt","Ahn.s.Heritage","Alberon.s.Warpath","Allelopathy","Alpha.s.Howl","Ambu.s.Charge","Asenath.s.Gentle.Touch","Asenath.s.Mark","Ashrend","Asphyxia.s.Wrath","Atziri.s.Acuity","Atziri.s.Mirror","Atziri.s.Splendour","Atziri.s.Step","Aurseize","Belly.of.the.Beast","Black.Sun.Crest","Blackgleam","Blasphemer.s.Grasp","Bloodbond","Bones.of.Ullr","Bramblejack","Brinerot.Flag","Brinerot.Whalers","Briskwrap","Broken.Faith","Bronn.s.Lithe","Bubonic.Trail","Carcass.Jack","Chalice.of.Horrors","Chernobog.s.Pillar","Cherrubim.s.Maleficence","Chitus..Apex","Cloak.of.Defiance","Cloak.of.Flame","Cloak.of.Tawm.r.Isley","Cospri.s.Will","Cragfall","Craghead","Crest.of.Perandus","Crown.of.Eyes","Crown.of.the.Pale.King","Crown.of.Thorns","Daresso.s.Courage","Daresso.s.Defiance","Darkray.Vectors","Death.s.Door","Death.s.Oath","Deerstalker","Deidbell","Deidbellow","Demigod.s.Dominance","Demigod.s.Touch","Dendrobate","Devoto.s.Devotion","Dialla.s.Malefaction","Doedre.s.Scorn","Doedre.s.Skin","Doedre.s.Tenure","Doryani.s.Fist","Drillneck","Dusktoe","Eber.s.Unification","Empire.s.Grasp","Esh.s.Mirror","Esh.s.Visage","Ezomyte.Hold","Ezomyte.Peak","Facebreaker","Fairgraves..Tricorne","Flesh.and.Spirit","Foxshade","Gang.s.Momentum","Garukhan.s.Flight","Geofri.s.Crest","Geofri.s.Sanctuary","Giantsbane","Glitterdisc","Goldrim","Goldwyrm","Great.Old.One.s.Ward","Greed.s.Embrace","Grip.of.the.Council","Gruthkul.s.Pelt","Haemophilia","Heatshiver","Heretic.s.Veil","Honourhome","Hrimburn","Hrimnor.s.Resolve","Hrimsorrow","Hyrri.s.Bite","Hyrri.s.Ire","Icetomb","Incandescent.Heart","Infernal.Mantle","Inpulsa.s.Broken.Heart","Invictus.Solaris","Inya.s.Epiphany","Iron.Heart","Jaws.of.Agony","Kalisa.s.Grace","Kaltenhalt","Kaltensoul","Kaom.s.Heart","Kaom.s.Roots","Kingsguard","Kintsugi","Kitava.s.Thirst","Kongming.s.Stratagem","Leer.Cast","Leper.s.Alms","Light.of.Lunaris","Lightbane.Raiment","Lightning.Coil","Lightpoacher","Lioneye.s.Paws","Lioneye.s.Remorse","Lioneye.s.Vision","Lochtonial.Caress","Lycosidae","Magna.Eclipsis","Malachai.s.Loop","Malachai.s.Mark","Malachai.s.Simula","Maligaro.s.Lens","Maligaro.s.Virtuosity","Maloney.s.Nightfall","Martyr.s.Crown","Matua.Tupuna","Meginord.s.Vise","Memory.Vault","Mind.of.the.Council","Mindspiral","Mutewind.Pennant","Mutewind.Whispersteps","Nomic.s.Storm","Null.and.Void","Obscurantis","Ondar.s.Clasp","Oskarm","Prism.Guardian","Queen.of.the.Forest","Rainbowstride","Ralakesh.s.Impatience","Rat.s.Nest","Rathpith.Globe","Rearguard","Redblade.Banner","Redblade.Tramplers","Repentance","Rigwald.s.Quills","Rime.Gaze","Rise.of.the.Phoenix","Sadima.s.Touch","Saemus..Gift","Saffell.s.Frame","Scold.s.Bridle","Sentari.s.Answer","Shackles.of.the.Wretched","Shadows.and.Dust","Shaper.s.Touch","Shavronne.s.Gambit","Shavronne.s.Pace","Shavronne.s.Wrappings","Shroud.of.the.Lightless","Sin.Trek","Skin.of.the.Loyal","Skirmish","Skullhead","Skyforth","Slitherpinch","Snakebite","Solaris.Lorica","Soul.Mantle","Soul.Strike","Southbound","Speaker.s.Wreath","Springleaf","Starkonja.s.Head","Steppan.Eard","Stormcharger","Sundance","Surgebinders","Tabula.Rasa","The.Anticipation","The.Baron","The.Beast.Fur.Shawl","The.Blood.Dance","The.Brass.Dome","The.Brine.Crown","The.Bringer.of.Rain","The.Broken.Crown","The.Coming.Calamity","The.Covenant","The.Deep.One.s.Hide","The.Embalmer","The.Formless.Flame","The.Formless.Inferno","The.Gull","The.Infinite.Pursuit","The.Oak","The.Peregrine","The.Perfect.Form","The.Rat.Cage","The.Red.Trail","The.Restless.Ward","The.Signal.Fire","The.Snowblind.Grace","The.Surrender","The.Three.Dragons","The.Vertex","Thirst.for.Horrors","Thousand.Ribbons","Thousand.Teeth.Temu","Three.step.Assault","Thunderfist","Tinkerskin","Titucius..Span","Tombfist","Trolltimber.Spire","Tukohama.s.Fortress","Vaal.Caress","Veil.of.the.Night","Veruso.s.Battering.Rams","Victario.s.Charity","Victario.s.Flight","Victario.s.Influence","Viper.s.Scales","Vis.Mortis","Vix.Lunaris","Voidbringer","Voidwalker","Volkuur.s.Guidance","Voll.s.Protector","Voll.s.Vision","Wake.of.Destruction","Wall.of.Brambles","Wanderlust","Wheel.of.the.Stormsail","Winds.of.Change","Windscream","Wondertrap","Wraithlord","Wyrmsign","Ylfeban.s.Trickery","Yriel.s.Fostering","Zahndethus..Cassock","Asenath.s.Chant","Chains.of.Command","Craiceann.s.Carapace","Craiceann.s.Chitin","Craiceann.s.Pincers","Craiceann.s.Tracks","Crystal.Vault","Doedre.s.Malevolence","Duskblight","Farrul.s.Bite","Farrul.s.Chase","Farrul.s.Fur","Farrul.s.Pounce","Fenumus..Shroud","Fenumus..Spinnerets","Fenumus..Toxins","Fenumus..Weave","First.Piece.of.Directions","First.Piece.of.Storms","Fox.s.Fortune","Frostferno","Gorgon.s.Gaze","Greedtrap","Hyrri.s.Demise","Indigon","Loreweave","Malachai.s.Awakening","Mark.of.the.Red.Covenant","Saqawal.s.Flock","Saqawal.s.Nest","Saqawal.s.Talons","Saqawal.s.Winds","Second.Piece.of.Focus","Seven.League.Step","Sunspite","The.Tempest.s.Binding","Third.Piece.of.Directions","Third.Piece.of.Focus","Third.Piece.of.Storms","Voidfletcher","Wildwrap","Windshriek","Atziri.s.Reflection","First.Piece.of.Focus","Fourth.Piece.of.Focus","Second.Piece.of.Directions","Second.Piece.of.Storms","The.Fracturing.Spinner","The.Unshattered.Will","Apep.s.Slumber","Apep.s.Supremacy","Architect.s.Hand","Bitterbind.Point","Command.of.the.Pit","Crown.of.the.Tyrant","Curtain.Call","Dance.of.the.Offered","Demon.Stitcher","Doryani.s.Delusion","Flamesight","Galesight","Geofri.s.Legacy","Hale.Negator","Mask.of.the.Spirit.Drinker","Mask.of.the.Stitched.Demon","Omeyocan","Slavedriver.s.Hand","The.Devouring.Diadem","The.Eternal.Apple","The.Iron.Fortress","The.Queen.s.Hunger","Thundersight","Unyielding.Flame","Whakatutuki.o.Matua","Worldcarver","Zeel.s.Amplifier","Aukuna.s.Will","Breathstealer","Cowl.of.the.Ceraunophile","Cowl.of.the.Cryophile","Cowl.of.the.Thermophile","Fractal.Thoughts","Garb.of.the.Ephemeral","Machina.Mitts","Maloney.s.Mechanism","March.of.the.Legion","Mask.of.the.Tribunal","Maw.of.Conquest","Offering.to.the.Serpent","Perepiteia","Rotting.Legion","Sporeguard","Storm.s.Gift","The.Eternity.Shroud","The.Stampede","Torchoak.Step","Triad.Grip","Vixen.s.Entrapment","Wreath.of.Phrecia","Demigod.s.Triumph","Demigod.s.Immortality.","Crown.of.the.Inward.Eye","Eye.of.Malice","Hands.of.the.High.Templar","Manastorm","Mistwall","Painseeker","The.Ivory.Tower"
1,"2017-12-08","Abyss HC","UniqueArmour",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2017-12-09","Abyss HC","UniqueArmour",121.78387,8.68129,0,1.22968,7.11917,1,21.84815,22.809,1.86935,0.50314,0.74569,0.53303,0.21871,0,0.96581,0,9.82839,1,66.04806,1.59903,0.63452,0,1.16161,2.79258,1.40086,3.79516,3.23677,0.38077,0,0.85935,0,35.33645,0.24906,0.96323,10.80129,0.9971,44.144,0.52882,0,18.86613,5,0.22742,1.12414,3.88333,0,0.52627,1,0.98355,1.65839,0,5.70893,0.70323,1,15,0,0,0.8,21.41148,14.64129,0.74387,0,0.56714,2.114,5.05419,0.33548,0,1.9871,25.1475,0,3,0.58241,3.94811,0.45911,0,0.36645,1,0,0.98387,4.55645,0.23323,0.8429,4.01419,1.28194,21.69516,1,0,87.80645,9.21935,0.22613,0,0.4329,17.14286,1.86161,1.24069,0.31935,1.06774,0.6529,4.20483,1.52516,37.612,0,0,1.97871,1.20194,1,1.34795,14,226.46,11.59226,0.99806,0,1.09129,0.88774,1,0,6.863,0.80742,4.96161,700.4705,0.37516,11.73208,10.10167,1,35.77968,0,2,0,0.46022,0.61452,1,3.17087,3.125,0.83226,0.99903,0,0,2.0671,5.59161,3.31742,0.3,0,0,0.60983,14.48871,24.37368,4.85419,2.28839,0.8529,2.54419,0,2.35226,3.24129,8.45621,2.1271,0,1.53452,15.8529,0.58207,0.68194,2.41258,0,0.97613,0.58362,0,0,6,0.25194,400,0,1.21387,0,0.28452,2.81742,0,0.51645,0.99903,0.83548,6.00968,1.892,1,1,1.03929,2.05484,12.29261,0.52581,0.79258,1.27097,17.01088,0,7.35613,9.84947,1.18065,0,0,44.23645,1,1.59806,2.28161,0.92613,0.99645,20,0,0,0,7.375,0.62226,0,0,0,1.03097,9.08226,13.75484,0,0.97419,0,0,0.65086,1,0.99258,6,16.54125,0.95613,13.30407,0,0,0,0.22097,2.12893,3.49323,0.36355,21.40458,0.98903,58.19065,0,6.19484,0,0,0.40774,2.02059,0.98645,10.16667,1.93281,0.58362,7.26387,1.36032,0.38939,1,1,0,0,0.68516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2017-12-10","Abyss HC","UniqueArmour",118.48897,3.72241,60,0.94397,1.12,0.98845,54.25722,9.53603,1.47431,0.36966,0.46224,0.29707,0.18,0,0.81121,0,4.03466,1,51.8019,0.96948,0.20707,0,1.36172,1.74621,0.17345,2,1.73431,0.17414,0,0.99638,0,22.92948,0.17345,1,4.72379,0.73845,43.09034,0.18224,0,12.00534,4.43207,0.17345,0.99621,2.025,0,0.17345,0.55362,1,1,0,2.21448,0.40397,1,19.07511,0,0,0.36138,27.36071,6.8031,0.91931,46.14207,0.17345,0.99931,3.9169,0.20362,0,1,23.93,0,2.86034,0.17345,2.35845,0.17345,0,0.39569,0.7819,30,0.9131,1.59379,0.19103,0.75466,4.95552,1.00534,13.56793,1,50,40.59069,10.2069,0.17345,22.83368,0.17448,11.09534,0.98948,0.98,0.27224,0.96931,0.88569,2.19483,0.96707,18.93345,45.17353,0,1.05776,0.94466,0.90379,0.62569,4.53948,176.35034,22.78879,0.7869,0,1,0.19034,0.99966,34,6.39741,0.21586,1.465,39.97172,0.27328,16.98845,3.06534,1,36.03931,0,1.02397,4.56431,0.17345,0.26586,0.97914,0.96897,2.54034,0.25638,0.955,0,39.854,1.87638,0.94862,1.12414,0.18983,0,0,0.19828,12.20345,10.88052,3.72241,1.13241,0.51034,1.11517,28.29372,1.08517,1.84776,4.32155,0.86655,0,0.88776,6.87086,0.17345,0.24052,1,0,0.94621,0.17345,0,0,4.22,0.20466,379.63121,100,1,50,0.51621,1.16431,0,0.17741,0.48397,0.37776,2.84897,1.42759,0.9569,1,0.97483,1.43448,10.82224,0.20741,0.62345,0.5769,15.52086,797.87234,8.70517,1.70672,0.97638,0,25,53.22103,0.93328,1.04207,1,0.85466,0.97879,18.62431,0,0,1.70105,10.20707,0.20759,0,0,0,0.95862,6.47776,38.87241,0,0.87052,0,2.77205,0.17328,0.83621,0.28534,8.65333,6.09741,0.94466,5.15672,0,200,4.36364,0.17345,1,2.12724,0.47155,3.40655,1,50.1019,20,1.57276,0,0,0.17362,1.97897,0.89672,9.81333,1.96879,0.17345,6.04155,1.03207,0.17345,0.57414,0.80086,0,0,0.53966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2017-12-11","Abyss HC","UniqueArmour",77.76431,1.86431,30.10709,0.79638,1,0.90207,38.15983,2.58414,0.99793,0.22966,0.6569,0.18776,0.18552,0,0.25259,0,2.44224,1,57.11879,1,0.22052,25.95438,1,1,0.18534,1.96534,1.67345,0.20034,0,0.97569,216.4375,19.11207,0.18534,0.93966,2.26845,0.26517,63.25241,0.18534,0,9.25862,2.33862,0.18517,0.99966,1,0,0.18534,0.46448,0.96707,1,101.78571,0.97414,0.19276,0.97759,17.20397,0,0,0.28241,23.98,2.16086,0.8119,19.62345,0.20241,1,2.67879,0.18534,0,1,23.66983,0,2.08448,0.18534,1.10948,0.18569,0,0.18672,0.27793,28.51621,0.73121,0.99966,0.18534,0.27897,4.7531,0.99466,6.71362,1,50,27.03621,6.92621,0.18534,13.93724,0.20552,9.90672,0.99793,0.99672,0.19241,0.93966,0.77793,0.99379,0.85776,25.42741,38.3869,72.67308,1,0.56379,0.30759,0.21052,2.14603,166.26034,27.26397,0.22121,42.77778,0.90793,0.18534,0.99172,33.03241,6.20397,0.18534,1,51.70034,0.22552,14.23638,1.57362,0.99897,34.57897,0,1,2.01138,0.18534,0.20724,1,0.50466,2.20983,0.19931,0.89293,39.50268,17.22138,1.00138,0.93724,0.99241,0.18879,0,0,0.20707,15.58086,3.84586,2.32914,1,0.19345,1,27.42672,1,1,3.05207,0.96879,0,0.75638,2.35414,0.18534,0.18828,0.92793,0,0.33155,0.18534,0,0,4.55207,0.18534,253.22103,126.58,0.66759,48.33345,0.35586,0.99207,230,0.20052,0.18534,0.75448,1.40431,1,0.94397,0.32828,0.8,1,6.32931,0.19328,0.3119,0.42086,15.09207,334.28241,6.39828,1,0.98862,0,21.63914,29.68828,0.41483,0.77121,0.99966,0.67483,0.87517,10.18517,0,0,1.78362,6.78914,0.18621,0,0,0,1,6.26431,35.30828,0,0.41448,0,1.61328,0.18534,0.26259,0.6319,4.35621,1,0.88466,6.35086,0,318.75,3,0.18534,0.95759,1.19707,0.91483,1.16138,1,67.68259,29.9773,1,0,0,0.18534,1.32138,0.97345,8.11017,1.93017,0.18483,4.93845,1,0.18534,0.38155,0.66966,0,0,0.55621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2017-12-12","Abyss HC","UniqueArmour",63.88414,1.72586,62.93897,0.57776,0.66362,0.40414,24.63328,2,0.995,0.24224,0.52759,0.19759,0.19224,0,0.23552,50,1.96172,1,76.59569,0.89155,0.21224,2.80603,1,0.99724,0.19224,1.95603,2,0.19224,0,0.5931,88.51914,16.07638,0.19224,0.96569,1,0.22259,78.41552,0.1931,0,5.67948,2.35362,0.19224,0.99741,1,0,0.19224,0.21466,0.99776,0.92448,112.07569,0.99276,0.19259,0.92672,11.26017,0,0,0.23897,17.28552,2.10983,0.21793,11.94914,0.20052,1,2.07259,0.19224,0,1,19.89328,0,1.38776,0.19224,1.22793,0.19224,40.83333,0.20052,0.20776,17.91517,0.37793,1,0.19328,0.99672,5.33983,1,5.52983,1,67.48,28.85345,6.45707,0.19224,8.03983,0.21569,8.20362,0.85138,1,0.23655,1,0.38155,0.97345,0.82552,25.06052,18.27259,65,0.99328,0.94828,0.21569,0.19586,1.8531,182.3169,38.82793,0.19276,33.29792,0.70086,0.19224,0.99328,13.01534,4.96483,0.19224,0.99845,50.02259,0.23121,15.145,1,1,44.54397,385.846,0.84362,1.64397,0.19224,0.19569,0.99155,0.32776,2.39879,0.19224,0.84741,18.8519,21.35724,0.98259,1,1,0.19914,0,42.5,0.20603,14.99862,2,2.00276,1,0.19466,1,17.25534,1.77914,1,2.73086,0.98948,0,0.39328,1,0.19345,0.1969,0.94379,0,0.25172,0.19224,0,0,2.89431,0.19276,235.765,770.22229,0.3169,44.27466,0.33172,0.98345,241.7766,0.20034,0.19224,0.25138,1,1,0.96586,0.1931,0.89655,1,3.5469,0.20086,0.20397,0.32672,14.795,287.5131,4.48345,1,0.94397,0,11.6169,17.45431,0.37397,0.34672,0.98983,0.41017,0.51362,6.03966,0,0,1.57345,5.32207,0.19534,0,0,0,0.87759,3.98897,29.08414,0,0.25172,158.57143,1,0.19224,0.19672,0.19897,2.82224,0.98724,0.98224,3.33603,0,400.59135,3,0.19224,0.9919,0.99328,0.93603,1,1,64.57155,27.95552,1,0,0,0.19224,1.00241,0.92483,7.98121,1.99431,0.19121,2.94897,0.99966,0.19224,0.36017,0.44138,0,185.55556,0.83586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2017-12-13","Abyss HC","UniqueArmour",55.01552,1.71603,25.14328,0.26931,0.61569,0.39741,19.70034,1.98155,0.99034,0.26517,0.46862,0.22034,0.21224,0,0.22172,50,1.58621,0.98138,75.37828,0.96345,0.21259,1.93707,1,0.98914,0.21224,1,1.87259,0.21224,25.39118,0.54052,64.02397,16.85983,0.21224,0.93828,1,0.21655,75.81741,0.21224,0,3.86172,1.33,0.21224,1,1,0,0.21224,0.21224,0.89603,0.95845,104.00759,1,0.21224,0.9719,11.48052,0,0,0.33569,13.99466,1.21672,0.22845,5.97172,0.24069,1,2.01448,0.21224,20.11111,0.99069,14.97345,0,1.21121,0.21224,1.0131,0.21224,21.66776,0.21448,0.255,18.04862,0.42207,1,0.23069,0.52517,5.58086,0.98345,4.885,0.95931,56.65655,30.0069,6.73741,0.21224,6.6881,0.21621,6.77034,0.83207,0.99948,0.295,0.99862,0.46897,1,0.30793,22.47362,13.99638,55,0.97448,0.41914,0.21569,0.21224,2.12121,227.87569,32.81069,0.26414,15.30845,0.91862,0.21345,0.93948,3.51655,4.83155,0.21224,0.98,51.88638,0.215,9.95862,1,1.17793,58.54276,394.055,0.38345,1,0.21224,0.21224,0.88845,0.82,2.12603,0.2169,0.85379,10.28931,8.375,0.77879,1,0.99,0.25224,0,36.58621,0.23828,30.78431,1.83914,1.90534,1,0.21224,0.99517,11.91259,1.61828,1,2.30534,0.99552,0,0.47034,1,0.2231,0.21655,0.5169,0,0.40448,0.20914,0,0,3.10379,0.21276,232.49052,276.98328,0.32431,36.09121,0.22086,0.99552,0,0.21224,0.21224,0.62862,0.99172,0.8181,0.99707,0.26724,0.91431,1,2.45707,0.21224,0.21224,0.21862,14.135,253.41103,4.50741,0.9469,0.69259,0,8.94034,15.48966,0.21431,0.28914,0.84103,0.36897,0.27569,4.75862,0,0,1.95034,5.01517,0.21879,0,143.05556,0,0.45638,4.67069,10.76552,0,0.32052,321.42857,1.00017,0.2181,0.23638,0.21362,2.55414,0.99483,0.90638,3.02776,0,446.81534,0,0.21224,0.68259,0.98966,0.91483,1,1,67.85414,20.84091,0.97414,0,10,0.21224,1.05948,0.97483,7.54414,2.13431,0.21224,2.3531,1,0.21224,0.225,0.40724,0,124.5,0.73414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2017-12-14","Abyss HC","UniqueArmour",40.91448,1,22.04621,0.2631,0.35793,0.32483,14.31759,1.00845,0.98086,0.26931,0.33103,0.23517,0.25276,400,0.25638,50,1.71379,0.81345,79.29828,0.79931,0.23483,2,0.99293,0.98138,0.23431,1,1.72586,0.23414,13.55914,0.31483,35.73517,14.52155,0.23414,0.86707,1,0.27397,75.52897,0.23414,0,3,1,0.23414,0.97672,1,0,0.23414,0.23431,0.63948,1,89.89086,1,0.23414,0.90741,9.42207,0,0,0.23414,9.85483,0.99897,0.24207,4.57431,0.24259,1,2.28552,0.23414,15.33207,0.99897,20.27552,0,1.07379,0.23414,1.00431,0.23414,14.0719,0.29707,0.26569,14.35224,0.27621,0.99724,0.23431,0.33241,5.78069,1,4.91362,0.51069,32.33741,30.96155,5.86793,0.23414,6.50103,0.23414,5.79362,0.76966,1,0.47845,1,0.36707,0.99724,0.26397,16.66552,18.93879,100,0.88086,0.28483,0.23966,0.23414,1.96655,224.81828,30.65,0.23414,9.75914,0.745,0.23414,0.98293,2.67586,4.77483,0.23414,0.98741,45.19759,0.23466,10.29448,1,1.09483,73.82776,140.86389,0.32448,1,0.23414,0.23414,0.99621,0.64724,2,0.23466,0.98397,5.81621,4.52086,1,0.69397,0.95759,0.23414,0,30.15517,0.28862,22.55552,1.18862,2.02414,0.96431,0.23414,1,13.40603,1.18034,0.99448,2,0.95793,0,0.23914,1,0.23552,0.24414,0.32552,0,0.83672,0.2331,60,433.65,2.60845,0.23414,215.575,308.26207,0.43034,54.09655,0.50655,0.97638,0,0.23414,0.23414,0.37,0.99897,0.9681,1,0.28379,0.91707,0.99776,2,0.23862,0.25897,0.23552,13.89052,198.60707,3.93707,0.56638,0.50207,0,8.49345,12.34741,0.23414,0.31207,0.99672,0.33241,0.27793,3.94638,45.44737,120,1.9831,5.55741,0.23414,0,100,0,0.31586,4.3019,9.37621,0,0.23741,86.53538,1,0.24241,0.23897,0.25155,2,0.95448,1,2.97086,0,396.44121,0,0.23414,0.70259,1,0.97138,0.99397,1,66.86672,24.67138,0.97828,160,10.36621,0.23414,1.185,0.95241,6.75328,2.1669,0.23414,3.06638,1,0.23414,0.23879,0.37086,0,120,0.35259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
