"Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Perandus.Manor","The.Putrid.Cloister","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","Doryani.s.Machinarium","Pillars.of.Arun","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Twilight.Temple","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory","NA."
2018-04-28,"Standard","UniqueMap",2.9501,3,1,5.25,2.68,1,18.23388,5,1.9901,18,2,361.56,121.78744,28,6.81041,0.98,0,2,210.91,114.3501,70,90,0,0,0,0,0,0,0
2018-04-29,"Standard","UniqueMap",1.47041,3,2,5.60633,2,1,18.0001,5.37,2,19.34,2.00102,361.56,140,22.98656,5.74092,1,0,2,210.91,110.92,70,97.45,0,0,0,0,0,0,0
2018-04-30,"Standard","UniqueMap",2,4,2,8.38245,3,2,17.67316,6,2,18,3,361.56,109.0248,21.29,5,1,0,2,240.04,106.1398,70,83.2275,0,0,0,0,0,0,0
2018-05-01,"Standard","UniqueMap",2,3.1601,2,7.53,3,1.28,17.42,6.02,2,18.65276,3,363.06,120,18.98,5.9501,1,0,2,97.6,100,70,80,0,0,0,0,0,0,0
2018-05-02,"Standard","UniqueMap",2,3,2,10,3,1.2801,15.00031,6,2,18.23102,3,365.6795,121.09163,20.88,6,1,0,2,121.425,105.05,0,88.64,0,0,0,0,0,0,0
2018-05-03,"Standard","UniqueMap",2,4,2,10,3.18,1,15.5,7,2,20,3.83031,373.32,122.48,24.04,5,1,0,1.55051,122.48,108.58,0,85,0,0,0,0,0,0,0
2018-05-04,"Standard","UniqueMap",2,4,2,10,4,2,18.02551,8,2,18.35,3.71796,368.89167,123.05,24.14,5.06,1,0,2,122.5325,122.6102,0,85,0,0,0,0,0,0,0
2018-05-04,"Standard","UniqueMap",2,4,2,10,4,2,18.02551,8,2,18.35,3.71796,368.89167,123.05,24.14,5.06,1,0,2,122.5325,122.6102,0,85,0,0,0,0,0,0,0
2018-05-05,"Standard","UniqueMap",2.67,3,1.36102,9.64,2.81,1,19,7.79,2.0002,18.28,3.59,370.5,113.53041,23.83,5.20061,1,0,2,79.85,123.5,0,75,0,0,0,0,0,0,0
2018-05-05,"Standard","UniqueMap",2.67,3,1.36102,9.64,2.81,1,19,7.79,2.0002,18.28,3.59,370.5,113.53041,23.83,5.20061,1,0,2,79.85,123.5,0,75,0,0,0,0,0,0,0
2018-05-06,"Standard","UniqueMap",2.42,3,1.96,9.7,2.86,1,19,5.70061,2,19.93061,3,370.5,123.5,23.68182,5,1,0,2,79.85,104.77,0,75.34,0,0,0,0,0,0,0
2018-05-06,"Standard","UniqueMap",2.42,3,1.96,9.7,2.86,1,19,5.70061,2,19.93061,3,370.5,123.5,23.68182,5,1,0,2,79.85,104.77,0,75.34,0,0,0,0,0,0,0
2018-05-07,"Standard","UniqueMap",2,3.2,2,9.63051,3,1,19.13,6,1.38,18,3,372.02118,124,28.66,5,1,0,2,54.95,86.22,0,77.40636,0,0,0,0,0,0,0
2018-05-07,"Standard","UniqueMap",2,3.2,2,9.63051,3,1,19.13,6,1.38,18,3,372.02118,124,28.66,5,1,0,2,54.95,86.22,0,77.40636,0,0,0,0,0,0,0
2018-05-08,"Standard","UniqueMap",1.86,3.77,2,10,3.52,1,15,5.97,1.5,18.98041,3,373.59,117.27816,22,5,1,0,2,54.95,96.13,0,80.65,0,0,0,0,0,0,0
2018-05-08,"Standard","UniqueMap",1.86,3.77,2,10,3.52,1,15,5.97,1.5,18.98041,3,373.59,117.27816,22,5,1,0,2,54.95,96.13,0,80.65,0,0,0,0,0,0,0
2018-05-09,"Standard","UniqueMap",1.85,3.22,1.99,9.69,3.39,1,15,6.4,1.57,19,3,354.07781,117.08333,24.07,4.3602,1,0,2,54,105.3,0,75,0,0,0,0,0,0,0
2018-05-09,"Standard","UniqueMap",1.85,3.22,1.99,9.69,3.39,1,15,6.4,1.57,19,3,354.07781,117.08333,24.07,4.3602,1,0,2,54,105.3,0,75,0,0,0,0,0,0,0
2018-05-10,"Standard","UniqueMap",2,4.05,2,8,3.71306,2,16.16367,6.60673,2,18.48,2.05367,354.06531,117.69938,24.59,5,1,0,2,79.02,106.61122,0,70,0,0,0,0,0,0,0
2018-05-10,"Standard","UniqueMap",2,4.05,2,8,3.71306,2,16.16367,6.60673,2,18.48,2.05367,354.06531,117.69938,24.59,5,1,0,2,79.02,106.61122,0,70,0,0,0,0,0,0,0
2018-05-11,"Standard","UniqueMap",1.15041,4,2,13.6151,3.73,1.35204,18.03041,7,2,19,2.38,322.21,127.756,24.81,5.49531,1,0,3,77.87,126.88163,0,72.66,0,0,0,0,0,0,0
2018-05-11,"Standard","UniqueMap",1.15041,4,2,13.6151,3.73,1.35204,18.03041,7,2,19,2.38,322.21,127.756,24.81,5.49531,1,0,3,77.87,126.88163,0,72.66,0,0,0,0,0,0,0
2018-05-12,"Standard","UniqueMap",1.74122,4,2,10,4,2,21.1,7.41,2.00031,19.81041,3,329.39464,129.02,24.33,7,1,0,3,88.53,129.02,0,86.7,0,0,0,0,0,0,0
2018-05-12,"Standard","UniqueMap",1.74122,4,2,10,4,2,21.1,7.41,2.00031,19.81041,3,329.39464,129.02,24.33,7,1,0,3,88.53,129.02,0,86.7,0,0,0,0,0,0,0
2018-05-13,"Standard","UniqueMap",2.49,4,2.76,9.67,4,2,22.2902,7,2,20,3,382.41,127.97,29.44,7,1,0,3,90.04,128.10571,0,96.28,0,0,0,0,0,0,0
2018-05-13,"Standard","UniqueMap",2.49,4,2.76,9.67,4,2,22.2902,7,2,20,3,382.41,127.97,29.44,7,1,0,3,90.04,128.10571,0,96.28,0,0,0,0,0,0,0
2018-05-14,"Standard","UniqueMap",2.96,4,3,15,4,1.41153,22,7.99,2.21,19.94,3,383.91,128.16438,30.69545,7.54051,1,0,2.18,90.04,127.97429,0,100,0,0,0,0,0,0,0
2018-05-14,"Standard","UniqueMap",2.96,4,3,15,4,1.41153,22,7.99,2.21,19.94,3,383.91,128.16438,30.69545,7.54051,1,0,2.18,90.04,127.97429,0,100,0,0,0,0,0,0,0
2018-05-15,"Standard","UniqueMap",2.42,4,3,10,4,2,22.54122,8,2,19.99,3,268.3775,128.29103,30.35,7.7698,1,0,2,90.04,128.02061,0,95.238,0,0,0,0,0,0,0
2018-05-15,"Standard","UniqueMap",2.42,4,3,10,4,2,22.54122,8,2,19.99,3,268.3775,128.29103,30.35,7.7698,1,0,2,90.04,128.02061,0,95.238,0,0,0,0,0,0,0
2018-05-16,"Standard","UniqueMap",2.03,2.94612,3,10,2,1.0102,22.22082,7.77184,1.82,19.74531,3.17,282.36,128.53,30,7.94,1.08,0,2,100,117.06,0,98.69909,0,0,0,0,0,0,0
2018-05-16,"Standard","UniqueMap",2.03,2.94612,3,10,2,1.0102,22.22082,7.77184,1.82,19.74531,3.17,282.36,128.53,30,7.94,1.08,0,2,100,117.06,0,98.69909,0,0,0,0,0,0,0
2018-05-17,"Standard","UniqueMap",2.01,4,1.55031,5,2.34133,1,20.84194,7.25439,1.5101,18.9001,3,307.74,128.53,33.30733,7,1,0,3,103.37,121.98786,95,96.39063,0,0,0,0,0,0,0
2018-05-17,"Standard","UniqueMap",2.01,4,1.55031,5,2.34133,1,20.84194,7.25439,1.5101,18.9001,3,307.74,128.53,33.30733,7,1,0,3,103.37,121.98786,95,96.39063,0,0,0,0,0,0,0
2018-05-18,"Standard","UniqueMap",2.03061,3.99,2.32,6.57,3.55041,1,19.58367,5,2,20,3.28,286.27,128.53,30.50455,6,1,0,4,103.42,127.28571,95,80.50816,0,0,0,0,0,0,0
2018-05-18,"Standard","UniqueMap",2.03061,3.99,2.32,6.57,3.55041,1,19.58367,5,2,20,3.28,286.27,128.53,30.50455,6,1,0,4,103.42,127.28571,95,80.50816,0,0,0,0,0,0,0
2018-05-19,"Standard","UniqueMap",3,4,2,8.69235,3,1.17,16.84163,5.82,2,19.92041,3.6402,385.59,128.53,31.745,6,1,0,3,103.37,128.53,30,97.88237,0,0,0,0,0,0,0
2018-05-19,"Standard","UniqueMap",3,4,2,8.69235,3,1.17,16.84163,5.82,2,19.92041,3.6402,385.59,128.53,31.745,6,1,0,3,103.37,128.53,30,97.88237,0,0,0,0,0,0,0
2018-05-20,"Standard","UniqueMap",3.02,3.72061,2,5.43551,3,1.86,20,6,2,19,3.56,388.09184,126.03839,31.8,6,1,0,3,129.14,125,0,98.59,0,0,0,0,0,0,0
2018-05-20,"Standard","UniqueMap",3.02,3.72061,2,5.43551,3,1.86,20,6,2,19,3.56,388.09184,126.03839,31.8,6,1,0,3,129.14,125,0,98.59,0,0,0,0,0,0,0
2018-05-21,"Standard","UniqueMap",3.29122,3.82857,1.88,6,3.31,2,20,6,2,19.6951,3.5651,388.89158,127.26726,30,5.87531,2,0,3,129.74,127.92755,0,100,0,0,0,0,0,0,0
2018-05-21,"Standard","UniqueMap",3.29122,3.82857,1.88,6,3.31,2,20,6,2,19.6951,3.5651,388.89158,127.26726,30,5.87531,2,0,3,129.74,127.92755,0,100,0,0,0,0,0,0,0
2018-05-22,"Standard","UniqueMap",3,4,2.24,7.0601,4,1.90061,20,6.34071,2.43,20.28194,4,388.56,129.52,30,6.46,1.86,0,3,129.52,127.89173,259.04,100,0,0,0,0,0,0,0
2018-05-22,"Standard","UniqueMap",3,4,2.24,7.0601,4,1.90061,20,6.34071,2.43,20.28194,4,388.56,129.52,30,6.46,1.86,0,3,129.52,127.89173,259.04,100,0,0,0,0,0,0,0
2018-05-23,"Standard","UniqueMap",2.82857,4,2.54041,10,4,2,19.92102,7,2.16,22.09694,3.33,388.56,129.97889,34.22,6,1,0,3,85.79,129.35245,259.04,100,0,0,0,0,0,0,0
2018-05-23,"Standard","UniqueMap",2.82857,4,2.54041,10,4,2,19.92102,7,2.16,22.09694,3.33,388.56,129.97889,34.22,6,1,0,3,85.79,129.35245,259.04,100,0,0,0,0,0,0,0
2018-05-24,"Standard","UniqueMap",3,4,2.61,8.81,3,2,19,7,2.92,21.15102,4,388.71,140,30,6,1,0,3,129.57,129.52,259.14,97.89833,0,0,0,0,0,0,0
2018-05-24,"Standard","UniqueMap",3,4,2.61,8.81,3,2,19,7,2.92,21.15102,4,388.71,140,30,6,1,0,3,129.57,129.52,259.14,97.89833,0,0,0,0,0,0,0
2018-05-25,"Standard","UniqueMap",2.47,4,2.97551,10,4,2,18,7,2,22.92143,3,388.56,129.57283,32.09,6.4502,1,0,3.30531,144.8,129.12796,259.04,90.6143,0,0,0,0,0,0,0
2018-05-25,"Standard","UniqueMap",2.47,4,2.97551,10,4,2,18,7,2,22.92143,3,388.56,129.57283,32.09,6.4502,1,0,3.30531,144.8,129.12796,259.04,90.6143,0,0,0,0,0,0,0
2018-05-26,"Standard","UniqueMap",2,4,3,10,4,2,18,7,2,20,3,387.06,129.02,30,6.35,0.89,0,2.8401,128.53,128.53,141.805,99.20735,0,0,0,0,0,0,0
2018-05-26,"Standard","UniqueMap",2,4,3,10,4,2,18,7,2,20,3,387.06,129.02,30,6.35,0.89,0,2.8401,128.53,128.53,141.805,99.20735,0,0,0,0,0,0,0
2018-05-27,"Standard","UniqueMap",2.33,4,2.57,9.62388,3.84,2,18.9402,7,2.97,20,3,382.4387,127.7999,30,6,1,0,2.87,121.15278,125,140.5875,99.77522,0,0,0,0,0,0,0
2018-05-27,"Standard","UniqueMap",2.33,4,2.57,9.62388,3.84,2,18.9402,7,2.97,20,3,382.4387,127.7999,30,6,1,0,2.87,121.15278,125,140.5875,99.77522,0,0,0,0,0,0,0
2018-05-28,"Standard","UniqueMap",2.6402,4,2.35082,10,3.85,1,20,7,2.5,24.24531,3,381.05596,126.97,29.39,6,1,0,2.08673,120.39778,127.96633,139.58875,100,0,0,0,0,0,0,0
2018-05-28,"Standard","UniqueMap",2.6402,4,2.35082,10,3.85,1,20,7,2.5,24.24531,3,381.05596,126.97,29.39,6,1,0,2.08673,120.39778,127.96633,139.58875,100,0,0,0,0,0,0,0
2018-06-01,"Standard","UniqueMap",2.05,3,1.22,8,3,1,17.80653,5,2,20,3,409.23,136.41,32,6,1,0,1,83.78,107.60653,136.41,100,0,0,0,0,0,0,0
2018-06-02,"Standard","UniqueMap",2,2.04153,2,8,3,1.16,17.69,5,2,20,3,407.94,136.25122,30.47,5,1,0,1,82.56,269.36816,136.15833,100,0,0,0,0,0,0,0
2018-06-03,"Standard","UniqueMap",4,2.36,2,8.37,3,1,18.73694,5,2,20,3,403.75531,145.8,30,6,1,0,1,81.72,134.85041,0,95.66,0,0,0,0,0,0,0
2018-06-04,"Standard","UniqueMap",3.75,3,2,9.27102,3,1.42,19,5,2,20,3.48,403.26031,145.4,30,6,1.05,0,1,81.72,134.4201,0,97.35,0,0,0,0,0,0,0
2018-06-05,"Standard","UniqueMap",3,3,2,10,3,1.02041,19,5,2.07,19.79,3.48,405.79592,145.50459,30.51,6.39,1.02,0,1.32612,81.72,135.07,0,98.64,0,0,0,0,0,0,0
2018-06-06,"Standard","UniqueMap",2,3,2,10,3,1.1201,20,5.32,2,19.60051,3,407.24325,137.242,30,6.74,1.02,0,2,82.62,125.12,0,96.65,0,0,0,0,0,0,0
2018-06-07,"Standard","UniqueMap",2.44,3,2,10,3,1.6,19.57,5,1,19.72,1.76,392.22,136.48,30,6.97,1,0,2,88.03,126.97,0,78.83327,0,0,0,0,0,0,0
2018-06-08,"Standard","UniqueMap",3.61277,3,2.19031,9.36,3,1.6,19.9,8,2,20,2.75,275.90183,136.05609,30,7,1.6151,0,2.79,131.96,136.03531,0,72.38116,0,0,0,0,0,0,0
2018-06-09,"Standard","UniqueMap",2.47,3.02,2.45,10,3.955,2,19.11041,7,2,20,3,315.20273,134.99,30,6.76,1.02,0,2.3,131.64,134.03,0,73.06,0,0,0,0,0,0,0
2018-06-10,"Standard","UniqueMap",2.51,3,2.26,10,3.96,1.72,18.07,6.79143,2,20,3.6551,271.48,134.99,30,7,1,0,2.71041,132.08,134.99,0,89.86444,0,0,0,0,0,0,0
2018-06-11,"Standard","UniqueMap",2.97,3.12,3,10,4.83,2,19,6.9951,2,23.21061,4.81,382.67029,131.74,30,8,1.69531,0,3,133.05105,137.03,0,99.54976,0,0,0,0,0,0,0
2018-06-12,"Standard","UniqueMap",3,3.72633,2.92653,10,4,2,19.46592,8,2,25,3.87633,818.535,130,31.89,8.67,1.8751,0,3,133.23,130.20245,0,91.83,0,0,0,0,0,0,0
2018-06-13,"Standard","UniqueMap",2,3,2.4,10,3.35,1,19.5351,9,2,25,3,824.94,136.435,32.81237,8,1.36,0,3,137.03,137.51531,137.49,92.11,0,0,0,0,0,0,0
2018-06-14,"Standard","UniqueMap",3,3,2,10,3,1,18.51,7,2,25,4,747.73163,135.72592,32,7.96041,1,0,3,137.99,137.99,137.99,100,0,0,0,0,0,0,0
2018-06-15,"Standard","UniqueMap",3,3.10531,2,11.63755,3.87041,1.92,19.58796,7,2,24.77,4,692.35,138.22082,30.45,8,1.09,0,3,138.47,135.29,138.47,94.56,0,0,0,0,0,0,0
2018-06-16,"Standard","UniqueMap",3,3,1.86,10,4,2,17.8002,6.57551,2,24.8851,3,684.17551,138.94061,30,8.07061,1,0,3,111.88,122.02,139.9475,100.4,0,0,0,0,0,0,0
2018-06-17,"Standard","UniqueMap",3,3.9451,2.4151,12.68,4.1851,2,19.35531,7.21,2.91,24.97531,4.48,663.74,129.28837,31.23,8,1,0,3,105.17569,131.17571,140.03,100,0,0,0,0,0,0,0
2018-06-18,"Standard","UniqueMap",3,4,2.30531,14,4.3002,2,16.84,8.58,2.64,25,5,672.77,114.56,31.87589,9,1,0,3.99,98.79914,140.9502,141.35,98.26,0,0,0,0,0,0,0
2018-06-19,"Standard","UniqueMap",3,3.63898,2.49571,13.65245,5,2,19,10,2,25.02,5,650.77,139.92653,31.83,9.49531,1,0,3.42,105.35514,141.79551,142.39,95,0,0,0,0,0,0,0
2018-06-20,"Standard","UniqueMap",3,3.87,2.30816,10,5,2,19.3,9,2.13,25,4,695.39653,141.78551,31.7,10,1,0,2.99,93,143.27735,144.22,90,0,0,0,0,0,0,0
2018-06-21,"Standard","UniqueMap",3.56,3.87,2,9.02041,4.43041,2,19.03102,8.88122,2.18,24.32327,4,712.85245,143.93,32.36,10,1.45,0,3,93.19,168.74531,145.99,87.25,0,0,0,0,0,0,0
2018-06-22,"Standard","UniqueMap",2.71,3,2,7.77,4,2,17.22531,9.34,2.02551,25,3.7902,737.45,147.47286,33.22,10,1.97,0,3,96.47963,177.29,146.65,84.33,0,0,0,0,0,0,0
2018-06-23,"Standard","UniqueMap",2.73,2.47,2.2,9.71531,4.71,2,15,5.71061,2.55,25,3.89,794.40204,148.47433,31.68,10.17,2,0,2.6,116.37,148.51061,0,90,0,0,0,0,0,0,0
2018-06-24,"Standard","UniqueMap",2,4,2.62,10,5,2,16.7,6,2.57041,25,2.81153,539.12827,150.53,34.86,10,1.2,0,2.47031,131.59985,149.96,0,90,0,0,0,0,0,0,0
2018-06-25,"Standard","UniqueMap",2,3.2,2.4902,10,4.2002,2,17.71,8.09,2,25.03,4,577.62,155,33.11176,9.92,1.66571,0,2,100,150.54612,304.98,90,0,0,0,0,0,0,0
2018-06-26,"Standard","UniqueMap",3.2601,3,2.50031,10.61255,3.41,2,20,8.83,2,25,3.73,754.3,156.55327,32.17,9.94,1.79,0,3,100,154.19,314.07,80,0,0,0,0,0,0,0
2018-06-27,"Standard","UniqueMap",3.4351,4,2.83,11,3.23429,2,20.44531,10,2,24.85,4.82,608.78,160,26.85,9.69,2,0,2.94,126.46556,140.51,320,78.98796,0,0,0,0,0,0,0
2018-06-28,"Standard","UniqueMap",3.58,4,2,10,3.11735,2,20,10,2,25,4,762.39813,162,30.99,8.13714,1.15,0,2.95,131.63556,225.62,113.39,79.76,0,0,0,0,0,0,0
2018-06-29,"Standard","UniqueMap",2,4,2.8601,10,5,2,20,8,2.73092,25,3,792.59636,173.92268,31.12,11.44,1.86,0,2.94,129.25111,94.72,111.7575,80,0,0,0,0,0,0,0
2018-06-30,"Standard","UniqueMap",3,4,3,10,4.36,2,19.87,8,2,25.00031,3,759.58,167.23163,30.3,10,1.08,0,2,100,128.34,100.91125,80,0,0,0,0,0,0,0
2018-07-01,"Standard","UniqueMap",3,4,3,10,3.53,2,19.04592,6.67551,2,30,3,676.05263,135.60469,30.45,10,1,0,2,100,137.33122,99.67625,80,0,0,0,0,0,0,0
2018-07-02,"Standard","UniqueMap",3.09,4,3,10,5,2,19.46,9.14,2,25,4,664.8,133.03,30.67,10,1,0,2.81,123.865,133.46,95.08,80,0,0,0,0,0,0,0
2018-07-03,"Standard","UniqueMap",3,4,2.78,10,5,2,20,9.11061,2.24,30,3.80184,667.3,139.05287,30,10.55,1,0,3,124.23,133.46,95.13,82.84,0,0,0,0,0,0,0
2018-07-04,"Standard","UniqueMap",3.45224,4,2.57,11.86,5,2,20,8.76,2.81,28,4,738.58577,159.27408,30.85,8.10204,2,0,3,123.93438,139.47,95.02,83.19405,0,0,0,0,0,0,0
2018-07-05,"Standard","UniqueMap",3,4,2.0051,11.28,4.11,1.8202,20,8,2,25.50592,4.06,711.76,131.6,30,8,2,0,3,121.4,123.75633,95.02,76.27,0,0,0,0,0,0,0
2018-07-06,"Standard","UniqueMap",3,4.0751,2.96,10,4.32,1.79,20,8,2,25,4.72082,879.43839,120.94061,30.58,10.86286,1.36,0,3,100,131.52,131.49,79.96,0,0,0,0,0,0,0
2018-07-07,"Standard","UniqueMap",2.63,3.41551,2,10,3.54,2,20,9.21265,2,25,4.04,880.45,130.41531,30.42,10.04,1,0,3,100,108.30878,0,79.8,0,0,0,0,0,0,0
2018-07-08,"Standard","UniqueMap",3,3.36,3,10,4,1.72061,22.39,8.8,2,25,4.33551,906.595,129.52,30.45,10,1,0,2,111.56273,129.00041,0,79.3,0,0,0,0,0,0,0
2018-07-09,"Standard","UniqueMap",3,4,3,10,3.14,2,20,10,2,26.57224,4.96,906.64,129.52,30.68,10,1,0,2.3302,93.88,129.01,0,78.08,0,0,0,0,0,0,0
2018-07-10,"Standard","UniqueMap",3,4,3,10,4,2,18,7.99,2,24.03,5,906.64,129.52,31.59,7.72,1,0,2.38,94.17,126.90041,0,79,0,0,0,0,0,0,0
2018-07-11,"Standard","UniqueMap",3.53,4,2,10,4,2,20,10,2.19,28.92,5,879.24308,127.1851,30,7,1,0,3,94.17,126.26918,125.53,78.93227,0,0,0,0,0,0,0
2018-07-12,"Standard","UniqueMap",4,4,2,10,3.55,2,19.5,7.23,2.41,25.38939,5,867.86,150.86689,31.54,10.39796,1.19776,0,3,94.2,121.66,123.98,78.99,0,0,0,0,0,0,0
2018-07-13,"Standard","UniqueMap",4,4,3.07,12,3,2,18.10694,7.2,2.05092,23.12378,5,857.71,149.67,32.38,10,1,0,3,94.2,135.59133,122.45,78.66,0,0,0,0,0,0,0
2018-07-14,"Standard","UniqueMap",4,5,2,12,3,2,19.04082,10,2.33,23.08143,6,862.62368,149.66,30.81,11.2402,1.4952,0,3,92.11,139.16,117.125,80,0,0,0,0,0,0,0
2018-07-15,"Standard","UniqueMap",3,5,2.24449,12.43,3,2,20,10,2.68051,26.4201,4.29,805.59,151.69278,30.84,10,2,0,2.68306,92.15,129.99,112.48,80,0,0,0,0,0,0,0
2018-07-16,"Standard","UniqueMap",4.00051,5,3,9.54082,3.86,2,16.25,7.77,2.30051,25.03,3.71,780.57,156.57,30.67,12.62,1,0,2.66,99.23,130.86,111.51,77.54,0,0,0,0,0,0,0
2018-07-17,"Standard","UniqueMap",4,5,3,10,4,2,15,7.81061,2.8101,24.40092,4.62122,777.07,144.31,30.77,7.5802,1,0,3,99.36,127.93133,109.48,74.67,0,0,0,0,0,0,0
2018-07-18,"Standard","UniqueMap",4,3.44,3,10.86,3,2,14.56102,8.63,2.02,20.92918,5.79,766.2275,147.56063,32.25,8.19,1.71061,0,2.61,99.35,60.28,108.98,73.95592,0,0,0,0,0,0,0
2018-07-19,"Standard","UniqueMap",3.81,4,3,6.14,3,2,19.03,5,2.27,23.72092,5.65071,848.86667,139.92,32.26,8.9502,2,0,3,99.47,108.48,5424,70,0,0,0,0,0,0,0
2018-07-20,"Standard","UniqueMap",3.04,4,3,9.84673,3,2,20,6,2,24.09,6,867.15,149.33,32.85,13.65,1.6,0,3,99.47,152.97357,5424,70,0,0,0,0,0,0,0
2018-07-21,"Standard","UniqueMap",3.7,4.12,2.69,12,3,2,20,9.44,3,20.58173,6.78,863.73742,143.94898,34.15,14,1,0,2.17582,100,108.53061,5424,73.16,0,0,0,0,0,0,0
2018-07-22,"Standard","UniqueMap",3,3.6,3,11,3,1.97031,19.27745,9.1901,3,25,5,868.08,140.5616,30.71,8,1,0,2,100,117.85,615.3375,74.33,0,0,0,0,0,0,0
2018-07-23,"Standard","UniqueMap",3.33,3.62,2.07,12,4.49,1.68,19.07653,6.66,2.8,22.86673,5,870.08,140,31.21212,9.61,1.86,0,2,100,114.01551,5438,70,0,0,0,0,0,0,0
2018-07-24,"Standard","UniqueMap",3,4,2,10.21133,4.6,2.05,17.76,5.72,2,23.29071,5.96102,867.12,136.06,32,10.49,1.84,0,1.94,100,140.8702,5419.5,70,0,0,0,0,0,0,0
2018-07-25,"Standard","UniqueMap",3,4,2.34,12,4.5,2,18,8.98,2.55,25.04,6.57,863.84,135,30,15,1,0,2,68.08,121.81633,5399,67.95102,0,0,0,0,0,0,0
2018-07-26,"Standard","UniqueMap",3.64,5,2.34,10.56,3.74,2,18.5,10,2.77,25,5,863.84,138.74286,30,14.2,2,0,2,68.08,107.9801,5399,66.40367,0,0,0,0,0,0,0
2018-07-27,"Standard","UniqueMap",2.84,4.76031,2,9.06204,3.37082,1.0601,17.46,10,1.9202,27.99,4.7002,860.87833,139.69592,30,10.01143,2,0,3,78.26,107.6301,0,63.71033,0,0,0,0,0,0,0
2018-07-28,"Standard","UniqueMap",3,4.99,2.61,10,5,1.75,20,6.95,2,24.07061,4.27,854.16,125.47,30,10,2,0,3,80.49667,106.7702,0,60,0,0,0,0,0,0,0
2018-07-29,"Standard","UniqueMap",3,4,2.9,10,5.01,2.04,21.21265,6.74,2,24.63041,4.53,849.94909,125.1,29.81,11.73276,2,0,3,80.36,118.74,0,64.81,0,0,0,0,0,0,0
2018-07-30,"Standard","UniqueMap",3,4,2.05,10.18,4,2,20,5.49071,2,22.1,4.42041,848.16,106.02,29.8,12,2,0,3,85.83,129.7,318.06,69.38,0,0,0,0,0,0,0
2018-07-31,"Standard","UniqueMap",4,4,2,10,4,2,20,5.74,2,23.1,4.56,846.24,128.87,29.89,13.38,1.40051,0,3,86.78,129.7402,317.475,60.99,0,0,0,0,0,0,0
2018-08-01,"Standard","UniqueMap",3.23,4,2,7.0202,4.33,1.75,20.41,5.72112,2,23.00224,3,840.82222,130,29.23,10.84,1.1901,0,2,79.25,126.84,315.99,65.2072,0,0,0,0,0,0,0
2018-08-02,"Standard","UniqueMap",3.25031,4.14,1.89,8.58,4.33,1.86102,19.84,6,2,20,3,835.84,135.13,30,12.30071,1,0,2,79.25,104.48,104.48,69.97,0,0,0,0,0,0,0
2018-08-03,"Standard","UniqueMap",3.53031,4,2,9.96,4.95,1.64,19,10.50031,2,19.5401,4,831.92,125.05071,30,11.57,1,0,2,110.37,103.99,0,70,0,0,0,0,0,0,0
2018-08-03,"Standard","UniqueMap",3.53031,4,2,9.96,4.95,1.64,19,10.50031,2,19.5401,4,831.92,125.05071,30,11.57,1,0,2,110.37,103.99,0,70,0,0,0,0,0,0,0
2018-08-04,"Standard","UniqueMap",3.98,3,2,7.08143,4.6,2,19,14.32,2,21.23245,4,878.75,133.96583,30,14.06,1.33,0,2,109.996,103.31612,0,67.59625,0,0,0,0,0,0,0
2018-08-04,"Standard","UniqueMap",3.98,3,2,7.08143,4.6,2,19,14.32,2,21.23245,4,878.75,133.96583,30,14.06,1.33,0,2,109.996,103.31612,0,67.59625,0,0,0,0,0,0,0
2018-08-05,"Standard","UniqueMap",2,3,2,9.25122,3.66,2,20,12.35357,2,22.00102,4,786.466,129.26333,30,11.25041,1.60041,0,2,101.626,111.77276,0,65,0,0,0,0,0,0,0
2018-08-05,"Standard","UniqueMap",2,3,2,9.25122,3.66,2,20,12.35357,2,22.00102,4,786.466,129.26333,30,11.25041,1.60041,0,2,101.626,111.77276,0,65,0,0,0,0,0,0,0
2018-08-06,"Standard","UniqueMap",2,3.35,2.76592,8.37,4.68571,2,20,13.53,2,24.23,4.79,853.31,116.31,30,13.79918,2,0,2,101.5,121.8,0,69.0575,0,0,0,0,0,0,0
2018-08-06,"Standard","UniqueMap",2,3.35,2.76592,8.37,4.68571,2,20,13.53,2,24.23,4.79,853.31,116.31,30,13.79918,2,0,2,101.5,121.8,0,69.0575,0,0,0,0,0,0,0
2018-08-07,"Standard","UniqueMap",2,3.53,3,8,5,2,20,15,2,25,5,840.50033,116.69143,30,10.71031,2,0,2.75,101.41,113.17122,0,69,0,0,0,0,0,0,0
2018-08-07,"Standard","UniqueMap",2,3.53,3,8,5,2,20,15,2,25,5,840.50033,116.69143,30,10.71031,2,0,2.75,101.41,113.17122,0,69,0,0,0,0,0,0,0
2018-08-08,"Standard","UniqueMap",2,3.93,2.5002,8.0102,5,2,20,10.4,1,25,4.1002,778.57,121.005,30,14.55,1.96,0,3,100.07,103.79184,0,65,0,0,0,0,0,0,0
