"Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Perandus.Manor","The.Putrid.Cloister","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","Doryani.s.Machinarium","Pillars.of.Arun","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Twilight.Temple","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory","NA."
2016-10-26,"Standard","UniqueMap",4,6,10,11.22824,25,3.88824,14.97647,10,6.75882,15,3,559.13882,132.02,132.77059,10,3.74118,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-27,"Standard","UniqueMap",4,6.06509,9.96453,10,25.02642,4,15.04811,10,6.15189,15,3.53113,547.11085,143.73783,131.92377,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-28,"Standard","UniqueMap",4,6.93925,9.85234,10,25.39439,4,15.49439,10,5.61402,15.07477,4,658.26318,133.22598,126.04056,9.97944,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"Standard","UniqueMap",4,6.9951,10,10,25.55784,4,13.43039,10,5,16.05,4,863.24608,131.34961,109.81549,10.03137,3.97598,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-30,"Standard","UniqueMap",4,6.934,10,9.973,25.286,4,15,10,5.07,15.459,3.948,756.2862,136.8903,112.0507,11.255,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-31,"Standard","UniqueMap",4,7.21765,9.30667,9.71765,25,4,15.46471,10,5.40882,15.76667,3.95392,741.08618,146.5302,128.93833,12.03431,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-01,"Standard","UniqueMap",4.01553,7.33398,9.16019,9.90777,24.99612,4,14.37767,10.00388,6.41718,16.94951,4,712.28524,132.15495,114.2801,11.56602,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-02,"Standard","UniqueMap",4,7.16871,8.37723,9.85743,25.01881,4,14.30396,10.19703,7.49733,18.06535,3.8695,658.32099,132.06673,120.91149,10.67327,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-03,"Standard","UniqueMap",4,7.24673,8.14356,10,25.01782,4,11.95248,10.37327,5.66624,17.13366,3.84178,595.37594,131.21386,114.45545,10.60396,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-04,"Standard","UniqueMap",4,8.18351,8.9532,9.19485,24.96392,4,12.12474,11.60412,5.16722,16.81959,3.96979,596.28433,131.53536,109.12825,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,"Standard","UniqueMap",4,8.05309,9.40049,8.81852,25,4,14.78642,10.56667,5.23951,15.56543,3.68173,597.68889,127.3537,111.4842,10.12099,3.99432,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"Standard","UniqueMap",4,8.24542,9.89083,9.97778,25.19722,4,13.33472,10.29028,5.64236,16.73194,3.31181,594.64319,126.15167,104.80944,10.53194,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-07,"Standard","UniqueMap",4,6.37426,10,10.1396,25.96238,4,13.67327,10,6.00337,16.35347,3.39208,561.17921,124.17822,111.22545,10.20792,3.7398,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-08,"Standard","UniqueMap",4,5.74381,9.84971,11.87048,27.82476,4,12.30952,10.43143,5.54,15.59333,3.19381,615.90733,131.9861,116.65343,10,3.11905,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-09,"Standard","UniqueMap",4,7.31927,10,11.71835,27.16514,4,12.24679,10,5.05872,17.44312,3.09165,597.70688,116.60972,101.48624,10.29817,3.51037,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-10,"Standard","UniqueMap",4,8.20119,9.91743,10.91376,27.06606,4,12.2789,10,5.21101,16.43945,3.49312,601.20661,118.82183,100.17385,11.00826,3.92624,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-11,"Standard","UniqueMap",4,6.49147,9.22211,10.67895,28.56211,3.96421,12.63158,9.55053,5.14684,15.78737,3.83789,603.41305,112.76347,100.34242,10.37053,3.70316,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-12,"Standard","UniqueMap",4,5.90495,9.50309,9.68608,26.75258,4,12.97216,8.70412,5.8466,16.38557,3.99113,608.40928,100.61577,100.04454,10.57732,3.94433,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,"Standard","UniqueMap",3.95769,7.8241,10,8.89359,29.59231,4,13.38846,10.95769,6.01154,16.89615,4,639.90603,102.05436,100.75333,10.06026,3.90359,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-14,"Standard","UniqueMap",4,8.19673,10,9.85577,28.26154,4,13.96154,10.99423,6.04385,17.25577,3.98673,642.13231,105.41096,103.16115,10.75769,3.5375,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,"Standard","UniqueMap",4,7.95273,10,10,28.14182,4,13.63455,9.67455,5.52636,18.43091,3.88,618.92636,128.28309,107.97436,10.00545,3.03945,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-16,"Standard","UniqueMap",4,7.50526,9.81754,9.77018,28.90877,4,13.18772,10.19474,5,18.71404,3.44667,651.56404,109.7186,93.75614,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-17,"Standard","UniqueMap",4,5.36897,9.42759,9.77241,29.44655,4,13.61897,10.68103,5.03103,19.29655,3.95793,642.23466,104.89259,91.81897,10,3.11069,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-18,"Standard","UniqueMap",4,5.18214,9.75357,9.48036,28.16964,4,13.51607,11.20536,5,17.94821,3.94125,617.1075,100.19857,89.63393,9.91429,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,"Standard","UniqueMap",3.98929,5.58214,9.70804,9.03214,25.41071,3.88036,12.37679,10.36071,5,16.35357,3.77607,606.56589,101.37964,91.94625,9.95536,3.00946,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,"Standard","UniqueMap",3.97193,5.80702,9.62018,9.2807,26.54211,4,12.4693,10.88947,5.06491,15.7,3.8993,600.69842,114.30614,96.74088,10,3.13719,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-21,"Standard","UniqueMap",3.95132,5.63396,9.44434,9.12604,28.80094,3.95925,13.93868,11.73849,5.50566,16.37396,3.9434,611.91,112.5483,99.98151,10,3.02358,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-22,"Standard","UniqueMap",3.71518,5.95804,9.98964,9.26357,24.21696,3.44,13.70232,12.28607,5.5775,16.33661,3.365,610.94411,103.97571,99.75768,10,3.30107,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-23,"Standard","UniqueMap",3.3814,5.78298,9.79018,9.26772,23.62491,3.27123,12.30825,10.86895,5.74474,17.78491,3.16088,610.58526,111.61053,97.24298,9.98386,3.17947,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-24,"Standard","UniqueMap",3.1093,7.40491,9.71158,10.25895,24.64193,3.32842,12.6214,10.28386,5.20825,17.58421,2.95228,619.37561,110.44018,92.78702,9.99105,3.39474,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,"Standard","UniqueMap",3.59857,6.24,9.58161,9.52429,26.01018,3.49018,13.27321,9.99018,5.16446,17.94768,3.22589,642.14982,120.11786,98.25482,10,3.465,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-26,"Standard","UniqueMap",3.75661,6.80393,9.9625,8.88179,27.08375,3.39143,13.88625,10.04696,5.27321,18.78714,3.09839,639.93804,116.24107,98.74161,9.98143,3.23214,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,"Standard","UniqueMap",3.53772,7.04474,9.43263,9.30947,25.39632,3.59035,12.66509,11.35579,5.20632,19.49982,3.84491,656.07,109.80316,98.36211,9.99456,3.34807,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-28,"Standard","UniqueMap",3.36232,6.86125,8.75821,8.65179,24.97857,3.58839,13.67857,9.49732,5.15554,17.51893,3.73089,668.32143,113.36,94.66125,9.99179,3.28643,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-02,"Standard","UniqueMap",2.87509,5.63228,9.11982,9.09842,19.67,2.75316,11.51526,9.33298,4.51807,16.45912,2.86649,758.80614,113.82491,95.39982,9.49632,2.63421,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-03,"Standard","UniqueMap",3.12667,5.06772,8.7107,9.24474,18.79246,2.92298,12.08105,9.97754,3.50474,16.23491,2.98246,646.17,110.18246,94.52737,9.88965,2.79737,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-04,"Standard","UniqueMap",3.16684,6.32667,8.48246,6.67509,18.60421,2.90947,11.82895,9.25193,4,15.02614,2.94667,603.08719,100.63561,94.42018,9.66228,2.87404,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-05,"Standard","UniqueMap",3.37268,5.10643,6.76732,8.33964,18.04911,2.78768,10.93857,9,4.49607,17.34482,3,635.32929,100,91.7825,9.78018,2.97732,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-06,"Standard","UniqueMap",3.01232,5.93321,6.32018,9.29554,17.31571,2.93143,10.26339,9.06643,4.1875,14.93286,2.97,675.75161,94.33107,89.16696,9.97143,2.98536,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-07,"Standard","UniqueMap",3.47286,5.31339,9.23393,8.36732,17.28268,2.98714,11.66929,9.495,4.49786,16.29482,3,718.93964,79.61571,88.74821,9.97393,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-08,"Standard","UniqueMap",3.19679,5.18554,7.89054,8.06268,13.93661,2.59768,12.20268,9.76714,4.53375,16.83375,2.68768,692.70607,76.73786,85.89107,9.95768,2.83607,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-09,"Standard","UniqueMap",3.29054,5.61054,7.7475,7.86839,13.04054,3.19071,12.315,9.39804,4.41143,15.87643,3.10054,671.15875,82.90089,87.76786,9.71089,2.89893,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-10,"Standard","UniqueMap",3.99836,6.63055,7.86909,8.31891,15.16691,3.796,11.45636,8.81982,4.71182,15.77727,3.00309,688.64455,83.33436,85.62582,9.074,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-11,"Standard","UniqueMap",3.77709,6.38891,7.492,8.87655,14.93782,3,12.63764,8.77727,4.95927,17.88345,3.41036,676.04745,85.52745,78.90618,9.82982,2.93836,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-12,"Standard","UniqueMap",3.33,6,8.38218,8.39764,15,3,12.99109,8.99945,5,16.33618,3.90127,620.272,86.30291,76.81982,10.07127,2.82945,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-13,"Standard","UniqueMap",3.80643,5.59089,8.20732,8.81214,15,3,12.80679,9.14554,4.23571,17.05411,2.9475,698.44429,82.73054,79.11482,9.05732,2.13375,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-14,"Standard","UniqueMap",4.01875,6.18893,6.89018,9.06911,14.24125,2.60018,11.60446,9.92857,4.71286,15.9925,2.99982,729.80536,81.93804,81.35107,8.18589,2.15125,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-15,"Standard","UniqueMap",3.59929,5.55339,7.22804,9.29339,14.52768,2.82661,12.93089,9.48339,4.02429,14.99464,3.38607,737.42714,80.97696,80.13268,7.92036,2.52929,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-16,"Standard","UniqueMap",3.24636,5.41745,8.842,9.27709,13.99818,2.982,13.68509,9.71364,3.36491,15.38473,3.17945,869.846,82.03836,81.51582,8.65036,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-17,"Standard","UniqueMap",2.99945,6.88564,7.53891,9.83345,15.96145,2.98109,13.88909,9.73255,3.33945,15.526,3.85327,919.17764,82.45109,80.04909,8.64945,2.25836,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-18,"Standard","UniqueMap",3.02018,7.57893,9.59589,9.88161,15.47179,2.64071,13.96036,11.03357,3.99643,15.16196,3.56625,868.23321,82.91018,78.77339,8.98054,2.75714,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-19,"Standard","UniqueMap",3,5.48745,9.50109,9.60945,14.41982,2.08891,13.91782,11.14764,3.91182,15.33982,3.28618,856.36782,81.99382,73.23745,8.38745,2.95818,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-20,"Standard","UniqueMap",3,5.00982,6.42214,8.81714,14.42482,2.63911,12.59375,10.46643,3.74054,14.66018,3.67571,867.88036,82.81125,73.22446,8.81714,2.47804,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-21,"Standard","UniqueMap",2.98411,5.23214,8.53875,8.91018,13.48714,2.72518,11.93018,8.89107,3.83839,14.70911,3.2025,816.8075,84.02446,68.79554,8.00661,2.07232,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-22,"Standard","UniqueMap",3.05418,5.19673,8.46964,7.25236,13.28055,2.39473,11.11218,10.498,2.59636,15.04909,3.46655,791.77582,83.29418,68.46345,8.25036,2.47727,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-23,"Standard","UniqueMap",3.06727,5.59164,8.588,7.87291,13.18236,2.39109,10.61491,10.31109,2.94455,14.50055,3.59473,816.34691,87.84836,70,7.85582,2.30109,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-24,"Standard","UniqueMap",3,7.595,9.13407,8.42556,12.58852,2.09944,10.59315,10.95204,3.19741,14.26907,3.02611,856.64278,88.51,70.44778,7.60241,2.44037,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-25,"Standard","UniqueMap",3,7.39218,9.27855,9.91582,11.706,2.27927,11.48182,9.66345,3.512,14.48182,3.17382,918.07909,91.382,71.64018,7.57782,2.85691,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-26,"Standard","UniqueMap",3,6.97455,8.118,9.05691,11.59436,2.624,13.30073,8.58836,3.81273,14.81273,2.99327,949.38473,88.25,70.19291,7.52727,2.95891,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-27,"Standard","UniqueMap",3,6.64273,8.41382,8.18255,11.22055,2.80982,13.68855,8.50436,4.52109,14.90055,2.97836,1117.18364,89.37745,72.66836,7.95418,2.502,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-28,"Standard","UniqueMap",2.99309,5.956,7.24345,8.86109,10.76418,2.68655,12.96582,9.36018,3.34891,15.37255,2.97327,1158.09982,90.33855,68.56018,7.80509,2.38709,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-29,"Standard","UniqueMap",2.60182,6.43236,7.79927,8.148,10.02818,2.34436,11.86018,9.21309,3.29382,13.182,2.56327,1022.872,90.68127,68.80382,8.10418,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-30,"Standard","UniqueMap",2.71564,5.39509,7.78527,8.70636,10.88291,2.60218,11.62873,9.83018,3.53273,15.17873,2.78145,1015.92745,91.25145,66.70818,8.31,2.02127,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-31,"Standard","UniqueMap",2.98473,5.34182,8.69455,9.21982,11.816,2.472,13.32618,9.92345,3.97564,15.64636,3.13582,984.40636,90.52818,69.58455,7.996,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-01,"Standard","UniqueMap",2.98182,6.74509,8.96836,9.38018,11.80127,2.07873,14.46018,10.148,4,16.08364,3.20836,984.60073,90.27145,69.93,8.55527,2.45855,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-02,"Standard","UniqueMap",2.67411,6.84375,7.95429,8.44946,11.75375,2.06107,14.79393,11.30643,3.97339,16.51696,2.96714,1116.76464,90.13107,70,8.72679,2.38446,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-03,"Standard","UniqueMap",2.61286,7.0325,8.19036,7.36625,10.70464,2.34571,14.51732,10.64357,3.55411,14.94589,3.07929,991.09679,88.36625,69.81179,9.12179,2.74429,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-04,"Standard","UniqueMap",2.66691,7.58964,7.52491,8.97291,9.48145,2.53709,15.12691,11.41691,4.01145,15.33382,4.00473,1223.45564,83.87636,68.72509,8.78564,2.40109,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-05,"Standard","UniqueMap",2.96268,6.38768,8.14071,9.54304,9.87893,2.85536,15.03625,11.58286,3.94393,18.17821,3.81036,1058.76304,81.18089,65.45554,8.46536,2.23411,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-06,"Standard","UniqueMap",2.89527,5.60545,8,8.90164,10.74418,2.21564,15.04964,12.05145,3.95236,17.48545,3.67091,962.11764,79.21055,69.47509,8.94091,2.21309,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-07,"Standard","UniqueMap",2.88636,6.58164,8.10618,8.15345,10.18127,2.008,14.99309,11.88727,3.64036,16.89727,2.97345,915.10927,83.31236,69.51709,9.05018,2.29745,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-08,"Standard","UniqueMap",2.49855,6.02782,8.07073,8.28018,11.18036,2.00618,16.09818,11.11127,3.51055,15.29691,3.11655,894.40945,88.11418,74.94873,8.82818,2.32036,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-09,"Standard","UniqueMap",2.60764,6.91891,8.70273,8.08109,10.18164,2.40145,16.052,11.12764,3.63818,15.64855,2.76782,884.47473,86.05909,84.95818,8.49673,2.26164,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-10,"Standard","UniqueMap",2.33527,7,8.62309,7.98,10.31636,1.83164,15.35545,11.61855,3.85055,17.83745,2.04418,923.26618,82.554,85.85673,8.16673,2.04436,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-11,"Standard","UniqueMap",2.81109,7.02909,8.10873,7.92964,9.65745,2.21273,14.93345,11.29764,3.77745,15.15182,2.23364,1128.714,80.07309,80.17927,8.49036,2.09655,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-12,"Standard","UniqueMap",2.46255,5.87036,7.24055,7.68018,9.52418,1.80509,15,11.10527,3.27455,14.75164,2.94218,1177.90055,81.31455,76.70509,8.35655,2.04927,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-13,"Standard","UniqueMap",2.04764,7.23327,8.19509,7.98982,9.40091,2.54309,14.98691,9.93436,3,15.20927,2.99291,1210.774,83.52836,69.21909,8.56945,2.53109,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-14,"Standard","UniqueMap",2.57782,5.70945,8.07655,7.98491,9.47891,2.84927,14.45745,9.90964,3.22345,15.43455,2.99873,1153.09982,80.91655,60.77582,7.26709,2.72309,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-15,"Standard","UniqueMap",2.48255,5.11509,7.49164,7.89491,8.92073,2.93655,14.69564,11.58709,2.99945,16.08909,2.88855,1248.59018,80.23673,61.13764,8.25745,2.50491,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-16,"Standard","UniqueMap",2.99873,6.19218,7.29764,7.84545,8.30636,2.97436,14.65327,12.594,3.246,14.71255,2.96382,1234.42909,71.63127,62.50782,7.91364,2.40255,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-17,"Standard","UniqueMap",2.92527,7.02873,7.78836,7.74273,9.13709,3,13.43564,11.98473,3,14.1,2.80364,1449.306,69.12018,62.51291,7.77764,2.34855,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-18,"Standard","UniqueMap",2.88164,7.21618,7.26345,6.99673,8.24527,3,12.34109,12.59655,2.98418,14.922,2.80764,1518.75564,66.22709,61.34273,7.41818,2.34545,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-19,"Standard","UniqueMap",2.89536,6.95018,7.16375,7.12357,7.735,2.96607,12.80411,11.87607,2.97089,14.35071,2.75375,988.31679,64.02589,59.79161,6.89536,2.14643,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-20,"Standard","UniqueMap",3,6.35964,7.77127,7.77127,7.77309,2.99982,12.21164,13.59709,2.99018,14.594,2.92291,908.56782,70.06927,61.84745,7.51309,2.03673,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-21,"Standard","UniqueMap",2.88889,7.59296,8.37259,8.17148,8.42093,2.8187,13.29722,12.60519,2.99333,14.82352,2.93667,929.62704,68.84593,75.63648,8.37278,2.61593,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-22,"Standard","UniqueMap",2.99887,9.28887,8.12302,8.00208,8.35415,2.87377,12.78189,12.79868,2.99189,14.71491,2.85434,861.94528,65.29094,77.72774,7.75943,2.39472,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-23,"Standard","UniqueMap",2.77074,9.98556,8.5163,7.30889,8.46481,2.63481,13.0987,13.26611,2.63278,14.80333,2.52,811.77148,63.20685,69.52204,7.9363,1.99833,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-24,"Standard","UniqueMap",2.90143,10,7.51,7.32071,8.61536,2.08732,13.27054,12.90571,2.02482,15.55143,2.70393,754.71429,62.83625,68.38607,7.79857,2.24125,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-25,"Standard","UniqueMap",2.74463,9.73519,6.91185,7.5563,7.81852,1.99593,12.61574,12.07074,2.04889,15.13389,2.83759,774.7637,63.56815,71.91093,7.72981,2.09463,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-26,"Standard","UniqueMap",2.82927,8.27927,7.55782,7.55709,8.326,1.93691,12.82055,11.67855,2.83364,15.56,2.78673,811.21473,59.90945,70.41218,8.09909,2.00782,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-27,"Standard","UniqueMap",2.95536,8.59214,7.71054,6.95893,7.66554,1.96643,12.45107,11.19857,3.05589,15.84839,3,801.87643,59.05036,69.17393,7.98018,2.385,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-28,"Standard","UniqueMap",2.84357,8.27643,7.09375,6.96607,7.17625,2,12.21536,11.60607,2.77661,15.35446,2.96161,796.48946,57.34411,67.30804,7.36321,2.04821,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-29,"Standard","UniqueMap",2.9907,8.85175,7.60754,7,7.61018,1.9907,11.92491,10.33596,2.95649,15.82737,2.75702,807.73263,58.05263,66.27263,7.50965,2.06649,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-30,"Standard","UniqueMap",2.98143,8.14036,6.86036,6.73732,7.78875,1.99,12.24232,10.58304,2.83696,16.81196,3.09161,810.48679,58.22518,68.82714,7.33946,2.35607,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-31,"Standard","UniqueMap",2.9875,8.23804,6.95804,6.945,7.42268,2.05107,12.04679,11.47375,2.92714,16.93768,3.62804,873.09214,59.93929,74.38786,7.72304,2.33339,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,"Standard","UniqueMap",2.95625,7.69589,6.78429,6.98643,7.37089,2,11.77625,11.03554,2.31411,16.95554,3.51929,797.62411,58.6,74.71232,7.21714,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-02,"Standard","UniqueMap",2.69304,7.42357,6.85554,6.85464,7.67786,2,11.21054,11.15964,2.50107,17.46661,2.93946,751.27054,53.83429,65.08875,7.08839,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-03,"Standard","UniqueMap",2.55182,7.52891,6.35873,6.53055,7.27091,2,11.948,10.61636,2.24382,18.50491,2.26,916.75618,53.19273,63.39655,7.62145,1.99927,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-04,"Standard","UniqueMap",2.57071,7.79446,6.10143,6.84589,7.16661,2.01589,11.98161,10.88286,2.36143,17.84107,2.12179,910.54696,56.74911,65.67946,7.60018,1.9525,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-05,"Standard","UniqueMap",3,7.97411,6.85286,7.42982,7.4825,1.98054,13.05214,10.24696,2.75196,16.89054,2.63143,923.44196,56.10946,80.045,7.67339,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,"Standard","UniqueMap",2.99719,7.99544,6.6693,7.37596,6.78544,1.97614,12.63684,10.28667,2.14526,17.40474,2.90912,911.72719,56.17386,78.30895,7.50386,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-07,"Standard","UniqueMap",3,7.98232,6.34375,7.72107,6.72107,1.99536,13.08161,9.73304,2.34179,15.55304,2.44339,935.53411,57.84304,79.33179,7.25786,1.97643,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-08,"Standard","UniqueMap",3,8.14526,6.74982,7.79228,6.33596,1.94544,13.15035,9.85404,2.17351,16.15246,2.13439,945.66825,56.39982,80.41614,7.60737,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-09,"Standard","UniqueMap",3.00379,8.38397,6.51897,7.51276,6.60138,2.07293,13.09224,10.65879,2.75345,18.67155,3.11845,887.90603,55.53776,79.54931,9.03897,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-10,"Standard","UniqueMap",3,7.4769,5.9819,7.62052,6.09897,1.99948,13.30879,9.57586,2.71603,19.18293,2.67086,837.91034,56.37,75.10466,8.15362,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-11,"Standard","UniqueMap",3,6.99982,5.48509,7.13211,5.62246,1.97912,13.03246,8.72982,2.27474,16.43246,2.28719,824.95789,53.18877,71.1986,7.76439,1.98614,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-12,"Standard","UniqueMap",2.8631,7.89431,5.52259,6.86121,5.15414,2,13.48103,8.89086,2.90448,17.45345,2.70638,818.02069,59.71759,69.59138,7.74207,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-13,"Standard","UniqueMap",2.99737,7.86421,5.32351,6.94982,5.42368,2,12.99456,9.58,2.89439,16.55439,2.2307,811.10702,59.75789,69.25632,7.95018,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-14,"Standard","UniqueMap",2.98474,7.31474,5.03684,7.01088,5.90474,2.00123,13.45509,10,2.72,15.40088,2.07404,816.27544,58.53298,76.05123,7.91947,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-15,"Standard","UniqueMap",2.81105,7.74526,5.62088,5.32491,6.33789,1.99877,13.68404,10,2.76263,15.83298,2.23772,811.95614,54.86579,75.3786,7.66579,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-16,"Standard","UniqueMap",2.99086,7.60966,5.52379,6.42707,6.32707,1.92707,13.24586,10,3,16.88155,2.27517,809.49138,58.26224,76.19397,7.95466,1.99948,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-17,"Standard","UniqueMap",2.96789,8.20684,5.89772,6.48228,5.45298,2,12.30947,10,3.00018,16.52228,2.37193,806.56509,59.04298,76.15228,7.37737,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-18,"Standard","UniqueMap",2.99351,8.06965,5.79947,5.78316,5.5486,2,12.55018,10,2.97228,16.11596,2.63684,800.8814,58.11912,76.42386,7.52702,2,0,0,0,0,0,0,0,0,0,0,0,0,0
