"Day","Date","League","Type","Potent.Alchemical.Resonator","Potent.Chaotic.Resonator","Powerful.Alchemical.Resonator","Powerful.Chaotic.Resonator","Prime.Alchemical.Resonator","Prime.Chaotic.Resonator","Primitive.Alchemical.Resonator","Primitive.Chaotic.Resonator"
13,"2019-06-19","Legion HC","Resonator",1,1,0.5,0.5,3,3,0.46,0.5
14,"2019-06-20","Legion HC","Resonator",1,1,0.5,0.5,3,3,0.34,0.5
15,"2019-06-21","Legion HC","Resonator",1,1,0.5,0.52,3,3.92,0.34,0.5
16,"2019-06-22","Legion HC","Resonator",1,1,0.5,0.6,3,4,0.5,0.56
17,"2019-06-23","Legion HC","Resonator",1,1,0.5,0.5,4,4.53,0.5,0.6
18,"2019-06-24","Legion HC","Resonator",1,1.42,0.5,0.5,4,4.08,0.35505,0.5
19,"2019-06-25","Legion HC","Resonator",1,1.5,0.5,0.5,4,4.898,0.3,0.57
20,"2019-06-26","Legion HC","Resonator",1,1.5,0.5,0.5,4,5.16,0.41,0.55
21,"2019-06-27","Legion HC","Resonator",1,1.5,0.5,0.5,4.98324,5,0.29,0.57505
22,"2019-06-28","Legion HC","Resonator",1,1.5,0.5,0.5,5,4.05,0.5,0.5
23,"2019-06-29","Legion HC","Resonator",1,1.5,0.5,0.5,5.08,5.99575,0.45005,0.52005
24,"2019-06-30","Legion HC","Resonator",1,2,0.5,0.5,5.92,6,0.41505,1
25,"2019-07-01","Legion HC","Resonator",1.5,2,0.5,0.5,5,5.47,0.5,1
26,"2019-07-02","Legion HC","Resonator",1.5,2,0.5,0.54,5,6,0.33,0.56
27,"2019-07-03","Legion HC","Resonator",1,2,0.5,0.57005,5,5,0.5,1
28,"2019-07-04","Legion HC","Resonator",1,1.96,0.5,0.52,5,5,0.5,0.89515
29,"2019-07-05","Legion HC","Resonator",1,2,0.5,0.5,5,5,0.5,1
30,"2019-07-06","Legion HC","Resonator",1.01,2,0.5,0.51,5.13,6,0.43,1
31,"2019-07-07","Legion HC","Resonator",1.09,2,0.5,1,5.87959,6,0.5,1
32,"2019-07-08","Legion HC","Resonator",1.5,2,0.5,1,6,6,0.5,1
33,"2019-07-09","Legion HC","Resonator",1.18015,2,0.5,1,6,6,0.5,1
34,"2019-07-10","Legion HC","Resonator",1.01,2,0.5,1,6,6,0.5,1
35,"2019-07-11","Legion HC","Resonator",1.04,2,0.5,1,6,6.44,0.46,1
36,"2019-07-12","Legion HC","Resonator",1.07,2,0.5,1,6,6.41,0.5,1
37,"2019-07-13","Legion HC","Resonator",1.11005,2,0.5,0.95,6,7,0.5,1
38,"2019-07-14","Legion HC","Resonator",1.14,2,0.5,1,6,6.44,0.5,1
39,"2019-07-15","Legion HC","Resonator",1.5,2,0.5,1,6,8.225,0.5,1
40,"2019-07-16","Legion HC","Resonator",1.5,2,0.5,1,7,9.12,0.5201,1
41,"2019-07-17","Legion HC","Resonator",2,2,0.5,1,7,9,0.5,1
42,"2019-07-18","Legion HC","Resonator",2,2,0.5,0.99,6.94,8,0.5,1
43,"2019-07-19","Legion HC","Resonator",2,2,0.5,1,6,7.96,0.5,1
44,"2019-07-20","Legion HC","Resonator",2,2,0.5,1,6.44,8,0.55,1
45,"2019-07-21","Legion HC","Resonator",2,2,0.4801,1,7,8,0.47,1
46,"2019-07-22","Legion HC","Resonator",2,2,0.5,1,6.92,8,0.81,0.96
47,"2019-07-23","Legion HC","Resonator",2.03,3,0.5,1,7,8.7437,1,0.95015
48,"2019-07-24","Legion HC","Resonator",2.5,3,0.5,1,7,9,0.61005,1
49,"2019-07-25","Legion HC","Resonator",2,3,0.5,1,6.8,9,1,1
50,"2019-07-26","Legion HC","Resonator",2,3,0.5,1,7,9,1,1
51,"2019-07-27","Legion HC","Resonator",2,3,0.5,1,7,9,1,1
52,"2019-07-28","Legion HC","Resonator",2,3,0.5,1,7,10.38,0.99005,1
53,"2019-07-29","Legion HC","Resonator",2,3,0.5,1,7,11.04,0.98,1
54,"2019-07-30","Legion HC","Resonator",2,2.59,0.5,1,7.64,10.1,0.62,1
55,"2019-07-31","Legion HC","Resonator",2,3,0.5,1,11.72,10.42,0.82,1
56,"2019-08-01","Legion HC","Resonator",2,3,0.5,1,13.99,11.53,0.61,1
57,"2019-08-02","Legion HC","Resonator",2,2.36,0.51,1,10.86,11.87,0.54,1
58,"2019-08-03","Legion HC","Resonator",1.86,2.49,0.5,1,14,11.85,1,1
59,"2019-08-04","Legion HC","Resonator",1.84,2.5,0.5,1,14.34,12,0.5,1
60,"2019-08-05","Legion HC","Resonator",2.00005,3,0.5,1,12.86542,15,0.5,1
61,"2019-08-06","Legion HC","Resonator",2.04,3,0.64,1,13.27,14.33,1,1
62,"2019-08-07","Legion HC","Resonator",2.5,2.98005,0.72,1,14.03,14.4,0.52,1
63,"2019-08-08","Legion HC","Resonator",2,3,0.61,1,13,15,0.5,1
64,"2019-08-09","Legion HC","Resonator",2,2.5,0.58,1,13.58,15,0.5,0.97
65,"2019-08-10","Legion HC","Resonator",2,2.5,0.5,0.6,14,15,0.3,1
66,"2019-08-11","Legion HC","Resonator",2,3,0.5,1,14,15,0.29,1
67,"2019-08-12","Legion HC","Resonator",2,3,0.5,0.72,15,15,0.37,1
68,"2019-08-13","Legion HC","Resonator",2,2,0.5,0.73,14.55,15,0.54005,1
69,"2019-08-14","Legion HC","Resonator",1.51566,2,0.5,0.81,14.44,15,0.5,1
70,"2019-08-15","Legion HC","Resonator",2,2,0.5,0.91,14.39,15,0.5,1
71,"2019-08-16","Legion HC","Resonator",1.92,2,0.5,0.94,14.44,15,0.62,1
72,"2019-08-17","Legion HC","Resonator",1.51,1.87,0.5,0.56,14.44,15,0.51,1
73,"2019-08-18","Legion HC","Resonator",1.1,1.7501,0.5,0.54515,14.03,15,0.66,1
74,"2019-08-19","Legion HC","Resonator",1.43,1.92,0.5,0.52,11.8,15,0.48,1
75,"2019-08-20","Legion HC","Resonator",1.22,1.68,0.5,0.59,14.18,15,0.5,1
76,"2019-08-21","Legion HC","Resonator",1.16,1.38,0.5,0.55,14,15,0.55,0.51
77,"2019-08-22","Legion HC","Resonator",1.31,1.36505,0.5,0.5,13.11,15,0.91,0.92
78,"2019-08-23","Legion HC","Resonator",1.08,1.84,0.5,0.5,10.32,15,0.91,1
79,"2019-08-24","Legion HC","Resonator",1,1.63,0.5,0.5,10,15,1.27,1
80,"2019-08-25","Legion HC","Resonator",1,1,0.48,0.5,10.25,15,0.58,1
81,"2019-08-26","Legion HC","Resonator",1,1.01,0.5,0.5,9.22,15,0.5,1
82,"2019-08-27","Legion HC","Resonator",1,1,0.5,0.5,7.45,15,0.41,0.73
83,"2019-08-28","Legion HC","Resonator",1,1.08,0.46,0.5,9.15,15,0.4,0.83
84,"2019-08-29","Legion HC","Resonator",1,1.13,0.46,0.5,9,14.01,0.41,0.88
85,"2019-08-30","Legion HC","Resonator",1,1,0.48,0.5,9.81,13.7,0.41,0.89
86,"2019-08-31","Legion HC","Resonator",1,1,0.47,0.5,9.73,13.7,0.39,0.9
87,"2019-09-01","Legion HC","Resonator",1,1.08,0.45,0.5,10,13.14,0.38,1
88,"2019-09-02","Legion HC","Resonator",1,1,0.41,0.5,9.9,12.42,0.38,1
89,"2019-09-03","Legion HC","Resonator",0,0,0,0,0,0,0,0
1,"2019-12-13","Metamorph HC","Resonator",0,0,0,0,0,0,0,0
2,"2019-12-14","Metamorph HC","Resonator",1.22,1.05,1.11,2,0,0,2,1
3,"2019-12-15","Metamorph HC","Resonator",1.31,1,1,1,10,10,1,1
4,"2019-12-16","Metamorph HC","Resonator",1,1.5,1,1,7,8,1,1
5,"2019-12-17","Metamorph HC","Resonator",1,1.5,1,1,6.85,6.34,0.5,1
6,"2019-12-18","Metamorph HC","Resonator",1,1.24,1,1,10,7,0.5,0.67
7,"2019-12-19","Metamorph HC","Resonator",0.5,1,0.5,0.5,8.00957,8.89,0.5,1
8,"2019-12-20","Metamorph HC","Resonator",0.5,1,0.5,0.5,7,8,0.5,1
9,"2019-12-21","Metamorph HC","Resonator",1,1,0.5,0.5,8,7.9,0.5,1
10,"2019-12-22","Metamorph HC","Resonator",1,1,0.5,0.5,10.31,6.918,0.5,1
11,"2019-12-23","Metamorph HC","Resonator",1,1,0.5,0.5,10,12.77,0.5,1
12,"2019-12-24","Metamorph HC","Resonator",0.5,1,0.5,0.5,8.78483,12.24,0.5,0.5
13,"2019-12-25","Metamorph HC","Resonator",0.5,1,0.5,0.5,8.98857,11.12,0.5,0.61545
14,"2019-12-26","Metamorph HC","Resonator",0.5,1,0.5,0.5,13.32947,11,0.5,0.5
15,"2019-12-27","Metamorph HC","Resonator",0.5,1,0.5,0.5,17.181,21.43,0.5,0.5
16,"2019-12-28","Metamorph HC","Resonator",0.5,1,0.5,0.5,20.0563,21.44615,0.5,0.5
17,"2019-12-29","Metamorph HC","Resonator",0.5,1,0.5,0.5,17.77913,22,0.5,0.5
18,"2019-12-30","Metamorph HC","Resonator",0.5,1,0.5,0.5,19.92292,21,0.5,0.5
19,"2019-12-31","Metamorph HC","Resonator",0.5,1,0.5,0.5,20,20,0.5,0.5
20,"2020-01-01","Metamorph HC","Resonator",0.5,1,0.5,0.5,20,20,0.5,0.99
21,"2020-01-02","Metamorph HC","Resonator",0.5,1,0.5,0.5,20,20,0.5,1
22,"2020-01-03","Metamorph HC","Resonator",0.5,1,0.49,0.5,20,20.96517,0.5,1
23,"2020-01-04","Metamorph HC","Resonator",0.5,1.37,0.45,0.5,20,22.27,0.5,1
24,"2020-01-05","Metamorph HC","Resonator",0.5,1.5,0.44,0.5,24.71,25.98284,0.44,1
25,"2020-01-06","Metamorph HC","Resonator",0.82,1.5,0.47,0.5,25,25,0.4301,1
26,"2020-01-07","Metamorph HC","Resonator",1,1.5,0.49,0.5,25,24.52,0.22,1
27,"2020-01-08","Metamorph HC","Resonator",0.7613,1.5,0.5,0.49,26.07,24.58,0.22,1
28,"2020-01-09","Metamorph HC","Resonator",0.96,1.5,0.5,0.5,26.08,29.29957,0.22,1
29,"2020-01-10","Metamorph HC","Resonator",1,1.5,0.5,0.5,28.15,25.836,0.22,0.94
30,"2020-01-11","Metamorph HC","Resonator",1,1.5,0.5,0.5,28.82,25.619,0.41005,0.5
31,"2020-01-12","Metamorph HC","Resonator",1,1.4,0.5,0.5,28.52,27.87,0.48,0.56
32,"2020-01-13","Metamorph HC","Resonator",1,1.41,0.5,0.5,31.74,33.14,0.41,0.55
33,"2020-01-14","Metamorph HC","Resonator",1,1,0.5,0.5,35.61686,35,0.34,0.5
34,"2020-01-15","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,35,35,0.49005,0.5
35,"2020-01-16","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,36,35,0.5,0.5
36,"2020-01-17","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,35,36,0.5,0.5
37,"2020-01-18","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,36,35,0.49,0.5
38,"2020-01-19","Metamorph HC","Resonator",0.5,1.45,0.5,0.5,34,32.3283,0.49,0.5
39,"2020-01-20","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,34.28175,35,0.5,0.5
40,"2020-01-21","Metamorph HC","Resonator",0.5,1.02591,0.49217,0.5,35,37.53,0.5,0.61
41,"2020-01-22","Metamorph HC","Resonator",0.75038,1.48,0.5,0.5,35.88,39,0.5,0.67
42,"2020-01-23","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,39,39,0.5,0.94
43,"2020-01-24","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,36.097,39,0.5,1
44,"2020-01-25","Metamorph HC","Resonator",0.5,1.44628,0.5,0.5,37.16707,39.13583,0.5,1
45,"2020-01-26","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,36.35,40,0.5,1
46,"2020-01-27","Metamorph HC","Resonator",0.5,1.5,0.5,0.5,35.7,39.04485,0.49,1
47,"2020-01-28","Metamorph HC","Resonator",0.75392,1.5,0.5,0.5,36.93083,39,0.49,1
48,"2020-01-29","Metamorph HC","Resonator",0.99,1.5,0.49,0.5,35.87,40,0.49,1
49,"2020-01-30","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.06,40,0.49,1
50,"2020-01-31","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.66,40,0.48,1
51,"2020-02-01","Metamorph HC","Resonator",1,1.5,0.5,0.5,41.30111,41.05,0.48,1
52,"2020-02-02","Metamorph HC","Resonator",1,1.5,0.47,0.5,44,40,0.38,1
53,"2020-02-03","Metamorph HC","Resonator",1,1.5,0.46,0.5,44,41.63,0.46505,1
54,"2020-02-04","Metamorph HC","Resonator",1,1.5,0.5,0.5,45,43.28,0.5,1
55,"2020-02-05","Metamorph HC","Resonator",1,1.5,0.5,0.5,43,44,0.5,1
56,"2020-02-06","Metamorph HC","Resonator",1,1.5,0.48,0.5,45,44,0.5,1
57,"2020-02-07","Metamorph HC","Resonator",1,1.5,0.5,0.5,45.02,45,0.5,1
58,"2020-02-08","Metamorph HC","Resonator",1,1.5,0.5,0.5,42.66,43,0.5,1
59,"2020-02-09","Metamorph HC","Resonator",1,1.11,0.5,0.5,38.7,41.59,0.5,1
60,"2020-02-10","Metamorph HC","Resonator",1,1.5,0.5,0.5,40,43.82,0.5,1
61,"2020-02-11","Metamorph HC","Resonator",1,1.5,0.5,0.5,40,42.76,0.5,1
62,"2020-02-12","Metamorph HC","Resonator",1,1.5,0.5,0.5,40,41.82,0.5,1
63,"2020-02-13","Metamorph HC","Resonator",1,1.5,0.5,0.5,40,43.11,0.5,1
64,"2020-02-14","Metamorph HC","Resonator",1,1.5,0.5,0.5,40,42.77,0.5,1
65,"2020-02-15","Metamorph HC","Resonator",1,1.5,0.5,0.5,40,44.17034,0.5,1
66,"2020-02-16","Metamorph HC","Resonator",1,1.5,0.5,0.5,39.38,45.73,0.5,1
67,"2020-02-17","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.83,46.72,0.5,1
68,"2020-02-18","Metamorph HC","Resonator",1,1.5,0.5,0.5,39.24,42.46,0.5,1
69,"2020-02-19","Metamorph HC","Resonator",1,1.5,0.5,0.5,39.88,46.86,0.5,1
70,"2020-02-20","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.98,47.24,0.5,1
71,"2020-02-21","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.02,46.82778,0.5,1
72,"2020-02-22","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.15,48.37,0.5,1
73,"2020-02-23","Metamorph HC","Resonator",1,1.5,0.5,0.5,37.94,49.62353,0.5,1
74,"2020-02-24","Metamorph HC","Resonator",1,1.5,0.5,0.5,34.56,49.78,0.5,1
75,"2020-02-25","Metamorph HC","Resonator",1,1.21,0.5,0.5,32.36,45,0.5,1
76,"2020-02-26","Metamorph HC","Resonator",1,1.29,0.5,0.5,37.85,48.03,0.5,1
77,"2020-02-27","Metamorph HC","Resonator",1,1.24,0.5,0.5,35.86,47.06,0.5,1
78,"2020-02-28","Metamorph HC","Resonator",1,1,0.5,0.5,40,45,0.5,1
79,"2020-02-29","Metamorph HC","Resonator",1,1,0.5,0.5,40,42.71,0.5,1
80,"2020-03-01","Metamorph HC","Resonator",1,1,0.5,0.5,40,40.71,0.5,1
81,"2020-03-02","Metamorph HC","Resonator",1,1.34,0.5,1,36.38,40,0.5,1
82,"2020-03-03","Metamorph HC","Resonator",1,1.34,0.5,1,36.16,36.96,0.5,1
83,"2020-03-04","Metamorph HC","Resonator",1,1,0.5,1,28.02,29.61455,0.5,1
84,"2020-03-05","Metamorph HC","Resonator",1,1,0.5,1,34.17,36.6,0.5,1
85,"2020-03-06","Metamorph HC","Resonator",0.98,1,0.5,1,34.08,36.6,0.5,1
86,"2020-03-07","Metamorph HC","Resonator",0.95,1,0.5,1,32.32,40,0.5,1
87,"2020-03-08","Metamorph HC","Resonator",0.96,1,0.5,1,30.94,40,0.5,1
88,"2020-03-09","Metamorph HC","Resonator",0.84,1,0.87,1,29.22,39.97,0.5,1
1,"2019-03-08","Synthesis HC","Resonator",0,0,0,0,0,0,0,0
2,"2019-03-09","Synthesis HC","Resonator",1,1,1,1,4.43,4.49,0.97969,1
3,"2019-03-10","Synthesis HC","Resonator",1,1,1,1,4,3,1,1
4,"2019-03-11","Synthesis HC","Resonator",0.78,1,0.50005,0.89,3,3,0.5,0.5
5,"2019-03-12","Synthesis HC","Resonator",0.5,0.5,0.5,0.5,3,3,0.39,0.5
6,"2019-03-13","Synthesis HC","Resonator",0.47,0.49005,0.5,0.45,2,2.64458,0.41,0.49
7,"2019-03-14","Synthesis HC","Resonator",0.4801,0.5,0.48,0.48,2,2.22,0.49,0.49
8,"2019-03-15","Synthesis HC","Resonator",0.5,0.5,0.48,0.48,2,3,0.48,0.48
9,"2019-03-16","Synthesis HC","Resonator",0.46,0.46,0.46,0.46,2,2,0.46,0.46
10,"2019-03-17","Synthesis HC","Resonator",0.47,0.47,0.47,0.47,2,2,0.47,0.47
11,"2019-03-18","Synthesis HC","Resonator",0.46,0.46,0.46,0.46,2,2,0.46,0.46
12,"2019-03-19","Synthesis HC","Resonator",0.46,0.46,0.45,0.46,2,2,0.46,0.46
13,"2019-03-20","Synthesis HC","Resonator",0.47,0.46005,0.46,0.47,2,2,0.46,0.47
14,"2019-03-21","Synthesis HC","Resonator",0.46,0.46,0.46,0.46,2,2,0.46,0.46
15,"2019-03-22","Synthesis HC","Resonator",0.46,0.46,0.46,0.46,1.87005,2,0.44,0.46
16,"2019-03-23","Synthesis HC","Resonator",0.44,0.48,0.44,0.44,2,2,0.44,0.45
17,"2019-03-24","Synthesis HC","Resonator",0.44,0.44,0.44,0.44,2,2,0.44,0.44
18,"2019-03-25","Synthesis HC","Resonator",0.43,0.47,0.43,0.43,2,2,0.45,0.46
19,"2019-03-26","Synthesis HC","Resonator",0.44,0.44,0.41,0.44,2,2,0.42,0.44
20,"2019-03-27","Synthesis HC","Resonator",0.44,0.44,0.44,0.44,2,2,0.44,0.44
21,"2019-03-28","Synthesis HC","Resonator",0.5,0.5,0.5,0.46,2,2,0.46,0.5
22,"2019-03-29","Synthesis HC","Resonator",0.47,0.5,0.45,0.43,2,2,0.47,0.5
23,"2019-03-30","Synthesis HC","Resonator",0.43505,0.5,0.42,0.46,2,2,0.43,0.5
24,"2019-03-31","Synthesis HC","Resonator",0.44,0.39,0.39,0.39,2,2.2592,0.44,0.39
25,"2019-04-01","Synthesis HC","Resonator",0.37,0.37,0.37,0.37,2,2.26669,0.37,0.37
26,"2019-04-02","Synthesis HC","Resonator",0.36,0.42,0.35,0.36,2,2.09,0.36,0.5
27,"2019-04-03","Synthesis HC","Resonator",0.31,0.4602,0.31,0.34,2,2.31,0.35,0.5
28,"2019-04-04","Synthesis HC","Resonator",0.33,0.33,0.33,0.33,2,2.49,0.33,0.33
29,"2019-04-05","Synthesis HC","Resonator",0.32,0.52,0.33,0.33,2,3,0.32,0.42
30,"2019-04-06","Synthesis HC","Resonator",0.32,0.52,0.34,0.5,2,3,0.32,0.5
31,"2019-04-07","Synthesis HC","Resonator",0.31,0.5,0.31,0.5,2.05,3,0.31,0.31
32,"2019-04-08","Synthesis HC","Resonator",0.31,0.5,0.31,0.45,3,4,0.31,0.51
33,"2019-04-09","Synthesis HC","Resonator",0.29,0.5,0.29,0.3,3,4,0.31,0.51
34,"2019-04-10","Synthesis HC","Resonator",0.27,0.54,0.27,0.28,4,4,0.27,0.5
35,"2019-04-11","Synthesis HC","Resonator",0.38,0.86,0.27,0.5,3.54,4.97,0.27,0.47
36,"2019-04-12","Synthesis HC","Resonator",0.5,0.99005,0.26,0.5,4,5,0.36,0.59086
37,"2019-04-13","Synthesis HC","Resonator",0.5,1,0.25,0.5,4,4,0.48515,0.54
38,"2019-04-14","Synthesis HC","Resonator",0.5,0.72005,0.24,0.5,4,5,0.24,0.5901
39,"2019-04-15","Synthesis HC","Resonator",0.5,0.98,0.25,0.5,4,4.05082,0.5,0.8501
40,"2019-04-16","Synthesis HC","Resonator",0.46,1,0.24,0.5,3.39,4,0.5,0.5
41,"2019-04-17","Synthesis HC","Resonator",0.5,1,0.41,0.5,3,4,0.5,0.5
42,"2019-04-18","Synthesis HC","Resonator",0.5,0.8901,0.5,0.5,3,4,0.5,0.53
43,"2019-04-19","Synthesis HC","Resonator",0.5,0.5,0.5,0.5,3,4,0.5,0.5
44,"2019-04-20","Synthesis HC","Resonator",0.23,0.5,0.23,0.5,3,4,0.23,0.4
45,"2019-04-21","Synthesis HC","Resonator",0.23,0.53,0.23,0.5,3,4,0.22,0.48
46,"2019-04-22","Synthesis HC","Resonator",0.23,0.52,0.23,0.5,3,4,0.38,0.5
47,"2019-04-23","Synthesis HC","Resonator",0.32091,0.53,0.22,0.5,3,4,0.43,0.5
48,"2019-04-24","Synthesis HC","Resonator",0.22,0.52,0.22,0.5,3,4,0.22,0.54
49,"2019-04-25","Synthesis HC","Resonator",0.22,0.45,0.22,0.5,3,4,0.44,0.53
50,"2019-04-26","Synthesis HC","Resonator",0.24,0.9,0.24,0.5,3,4,0.33,0.48
51,"2019-04-27","Synthesis HC","Resonator",0.24,0.35,0.24,0.25,3,4,0.25,0.54
52,"2019-04-28","Synthesis HC","Resonator",0.3,0.38,0.27,0.47,3,3,0.42,0.52
53,"2019-04-29","Synthesis HC","Resonator",0.44,0.52,0.27,0.47,3,4,0.35,0.5
54,"2019-04-30","Synthesis HC","Resonator",0.43,0.52,0.26,0.5,2.94,4,0.37,0.91
55,"2019-05-01","Synthesis HC","Resonator",0.43,0.77,0.24,0.44,2.24,3,0.26,0.52
56,"2019-05-02","Synthesis HC","Resonator",0.39,0.48,0.24,0.48,3,3,0.24,0.5
57,"2019-05-03","Synthesis HC","Resonator",0.36,0.5,0.22,0.47,3,3,0.22,0.51
58,"2019-05-04","Synthesis HC","Resonator",0.38,0.5,0.22,0.5,3,3,0.43,0.5
59,"2019-05-05","Synthesis HC","Resonator",0.42,0.59,0.22,0.45,3,3,0.22,0.5
60,"2019-05-06","Synthesis HC","Resonator",0.22,0.22,0.22,0.31,3,3,0.22,0.22
61,"2019-05-07","Synthesis HC","Resonator",0.21,0.24,0.21,0.27,3,3,0.21,0.44015
62,"2019-05-08","Synthesis HC","Resonator",0.21,0.35,0.21,0.23,3,3,0.21,0.42
63,"2019-05-09","Synthesis HC","Resonator",0.21,0.21,0.21,0.21,3,3,0.21,0.27
64,"2019-05-10","Synthesis HC","Resonator",0.18,0.18,0.18,0.18,3,3,0.18,0.26
65,"2019-05-11","Synthesis HC","Resonator",0.17,0.17,0.17,0.17,3,2.8,0.17,0.17
66,"2019-05-12","Synthesis HC","Resonator",0.19,0.21,0.19,0.19,3.1,2.71,0.19,0.19505
67,"2019-05-13","Synthesis HC","Resonator",0.19,0.21,0.19,0.19,3.09,2.71,0.55,0.19
68,"2019-05-14","Synthesis HC","Resonator",0.18,0.18,0.18,0.18,3.07,3,0.22,0.18
69,"2019-05-15","Synthesis HC","Resonator",0.19,0.19,0.19,0.19,3.76,3,0.19,0.28
70,"2019-05-16","Synthesis HC","Resonator",0.2,0.2,0.2,0.2,3.6,4,0.2,0.25
71,"2019-05-17","Synthesis HC","Resonator",0.21,0.21,0.21,0.21,3.47,4,0.21,0.35
72,"2019-05-18","Synthesis HC","Resonator",0.21,0.21,0.21,0.21,1.86,4.49,0.21,0.35
73,"2019-05-19","Synthesis HC","Resonator",0.13,0.13,0.13,0.13,1.68,4.31,0.13,0.25
74,"2019-05-20","Synthesis HC","Resonator",0.15,0.15,0.15,0.15,1.59,4.84,0.15,0.26
75,"2019-05-21","Synthesis HC","Resonator",0.15,0.15,0.15,0.15,1.59,4.84,0.15,0.26
76,"2019-05-22","Synthesis HC","Resonator",0.2,0.2,0.2,0.2,1.4,4.65,0.2,0.28
77,"2019-05-23","Synthesis HC","Resonator",0.3956,0.23,0.62,0.25,1.4,4.65,0.21,0.23
78,"2019-05-24","Synthesis HC","Resonator",0.41,0.25,0.56,1.42,1.4,4.65,0.25,0.25
79,"2019-05-25","Synthesis HC","Resonator",0.41,0.25,0.49,1.41,1.41,4.65,0.25,0.44
80,"2019-05-26","Synthesis HC","Resonator",0.38,0.23,0.47,1.41,1.41,4.65,0.23,0.41
81,"2019-05-27","Synthesis HC","Resonator",0.38,0.23,0.4,1.31,1.32,4.65,0.23,0.36
82,"2019-05-28","Synthesis HC","Resonator",0.79,0.34,1.9,1.31,1.32,4.65,0.23,0.34
83,"2019-05-29","Synthesis HC","Resonator",0.73,0.3,5,1.22,1.22,10,0.22,0.33
84,"2019-05-30","Synthesis HC","Resonator",0.73,0.34,5,1.22,2.33,10,0.22,0.33
85,"2019-05-31","Synthesis HC","Resonator",0.83,0.34,2.3,1.22,2.33,10,0.26,0.48
86,"2019-06-01","Synthesis HC","Resonator",17.35,0.32,2.3,1.22,5,10,0.24,0.44
87,"2019-06-02","Synthesis HC","Resonator",8.45,0.39,5.82,1.35,8.71,0,0.24,0.39
88,"2019-06-03","Synthesis HC","Resonator",5.4,0.48,5.82,1.87,11.58,36.14,0.24,0.39
89,"2019-06-04","Synthesis HC","Resonator",0,0,0,0,0,0,0,0
