"Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Army.of.Bones","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fireborn","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","Grand.Spectrum","Growing.Agony","Hair.Trigger","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.in.All.Forms","Mutated.Growth","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Pugilist","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Spire.of.Stone","Spirit.Guards","Spirited.Response","Static.Electricity","Steel.Spirit","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Vigil","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Volley.Fire","Warlord.s.Reach","Weight.of.Sin","Weight.of.the.Empire","Winter.s.Bounty","Collateral.Damage","Combat.Focus","Fight.for.Survival","First.Snow","From.Dust","Frozen.Trail","Hazardous.Research","Inevitability","Might.and.Influence","Might.of.the.Meek","Omen.on.the.Winds","Overwhelming.Odds","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pure.Talent","Ring.of.Blades","Soul.s.Wick","Spreading.Rot","Sudden.Ignition","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","To.Dust","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Violent.Dead","Watcher.s.Eye","Wildfire","Winter.Burial","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Glorious.Vanity","Lethal.Pride","Militant.Faith","Fortress.Covenant","Quickening.Covenant","Thread.of.Hope","NA."
2017-07-08,"Standard","UniqueJewel",7.3359,1.55692,0.22949,0.96513,0.45205,0.94846,0.45205,0.70949,0.45205,6.66795,0.45205,0.45205,10.96179,1,0.45205,0.45051,1,0.99385,0.45205,0.71026,2.96615,0.89205,2.32846,0.45205,193.13974,677.9941,198.88692,214.90667,0.45205,27.11615,2.40231,10,18.61897,0.45205,0.45205,0.45205,1.03872,7.46513,0.45205,0.52051,0.45205,1,0.43615,1.20667,0.73513,29.91949,20.22436,25.15103,65.91385,0.45205,3.00462,1,0.47308,7.60026,0.44949,0.45205,0.45205,0.97872,0.45205,0.45205,0.45231,17.81231,0.45205,53.04897,0.96564,0.45205,1,0.76538,0.45205,1,0.45205,0.45205,0.44872,0.44026,0.45205,1,1.43385,5.30103,1,0.45205,0.99282,0.45205,0.45205,1,0,3.76077,4.11974,0,2.54872,0,1.91333,0.55436,0,1,1,7.73538,41.07462,368.79308,0,2.04256,0,0,0.45205,0,0,0,465.68872,648.85692,1372.81872,0,416.34154,1853.87692,0,1127.71872,1715.68026,0,0,0,0,0,2.37538,0,1.61769,0.45205,0,0,0,0,0,0,0,0,0,0
2017-07-09,"Standard","UniqueJewel",7.4625,1.54775,0.359,0.867,0.439,1,0.439,0.90125,0.439,3.95225,0.439,0.439,10.3085,1,0.4655,0.4295,1.33,1,0.381,0.4815,2.59125,0.601,2.83225,0.434,186.23175,780.94925,208.8305,213.3315,0.439,21.195,1.71925,9.91875,20.247,0.439,0.439,0.439,0.96,8.16675,0.439,0.439,0.439,1,0.43875,3.12575,0.716,46.77,18.909,24.524,65.99075,0.439,3.0255,1,0.491,2.6215,0.439,0.439,0.439,0.94325,0.439,0.439,0.44525,19.23125,0.439,49.7755,0.9505,0.38375,1,0.439,0.44,0.99675,0.439,0.439,0.4185,0.4155,0.439,1,1.87025,4.8015,1,0.44325,1,0.4255,0.439,0.92,0,3.70075,4.7305,0,3.259,0,1.74,0.53675,0,1,1,4,40.9595,343.873,0,2.08975,0,0,0.439,0,0,0,496.1345,650.25275,1365.71975,0,561.054,1602.09,0,1145.04875,1688.36825,0,0,0,0,0,1.44875,0,2.027,0.439,0,0,0,0,0,0,0,0,0,0
2017-07-10,"Standard","UniqueJewel",6.54282,1.46821,0.44359,0.44359,0.44359,1.09872,0.44359,0.87462,0.44359,4.0559,0.44359,0.44359,9.75897,1,0.44359,0.44359,1.97718,1,0.35077,0.6359,2.40872,0.49821,4.58128,0.44333,187.51667,592.81897,181.54718,207.97795,0.44359,24.52513,3.00205,9.58026,23.43897,0.44359,0.44359,0.44359,0.97795,8.67667,0.44359,0.44359,0.44359,1,0.43615,1.93846,0.45897,51.7559,18.48846,19.32,66.20718,0.44359,2.78718,1,0.45897,1.96308,0.44359,0.44359,0.44359,0.89128,0.44359,0.44359,0.44359,21.35385,0.44564,41.66564,0.97462,0.35641,1,0.44359,0.60205,0.94974,0.44359,0.44359,0.40179,0.44359,0.44359,1,1.92897,4.13692,1,0.69487,1,0.44359,0.44359,0.95051,0,4.23923,4.33821,0,4.25692,0,1,0.44846,0,0.99769,1,4.21615,41.03487,360.51154,0,2.7741,0,0,0.44359,0,0,0,505.52282,644.74487,1507.58564,0,537.5841,1842.12821,0,1216.09231,1685.54795,0,0,0,0,0,1.90846,0,2.70513,0.44359,0,0,0,0,0,0,0,0,0,0
2017-07-11,"Standard","UniqueJewel",7.15425,1.7085,0.44475,0.457,0.44475,1.7,0.44475,0.95275,0.44475,5.07425,0.44475,0.44475,9.5825,1,0.64325,0.44475,2,1,0.43675,0.7085,2.776,0.51325,3.118,0.44475,184.297,519.92875,175.3635,213.86275,0.44475,24.966,3.07575,9.4355,23.348,0.44875,0.44475,0.44475,0.98125,6.7135,0.44475,0.44475,0.44475,1.05,0.4445,1.881,0.458,44.73375,17.8775,18.09275,67.9835,0.44475,2.43025,1,0.45775,0.98475,0.44475,0.44475,0.461,0.8935,0.44475,0.44475,0.47125,20.99175,0.57,41.20625,0.9705,0.44475,1,0.54725,0.93975,1,0.44475,0.44475,0.43725,0.44475,0.44475,1,1.618,2.9225,1,0.8485,1,0.44475,0.44475,1,0,4.9255,4.1835,0,3.93325,0,1.12125,0.5545,0,0.9745,1,5.55125,34.64725,367.799,0,2.66,0,0,0.445,0,0,0,505.4035,645.0395,1562.79125,0,470.80625,1587.93275,0,1056.07525,1687.793,0,0,0,0,0,2.0825,0,4.20925,0.44475,0,0,0,0,0,0,0,0,0,0
2017-07-12,"Standard","UniqueJewel",7.98564,3.81769,0.45026,0.50231,0.45026,1.38385,0.45026,0.98974,0.45026,6.32846,0.45026,0.45026,10.2259,1,0.48564,0.45026,1.93897,1,0.45026,0.63282,3.10872,0.51179,2.46974,0.45026,184.99333,604.00308,180.07897,214.68615,0.45026,26.7459,3.18051,9.96205,23.95718,0.45615,0.45026,0.45026,0.99103,8.7841,0.45026,0.45026,0.45026,1.04154,0.45026,1.56821,0.55359,24.9259,17.23154,19.07308,73.76179,0.45026,2.28487,1,0.71256,0.98615,0.45026,0.45026,0.57641,0.90051,0.45026,0.45026,0.45385,21.62051,0.60718,42.46462,0.99538,0.45026,1,0.56846,0.94026,1,0.45026,0.45026,0.44667,0.45026,0.45026,1,1.00359,2.17179,1,0.45026,1,0.45026,0.45026,1,0,5.00308,5.66256,0,3.93974,0,1.87795,0.97692,0,0.98744,1,4.06667,33.35385,373.02744,0,3.18128,0,0,0.45051,0,0,0,491.02718,647.47667,1572.44333,0,434.08462,1420.26821,0,983.98,1744.11718,0,0,0,0,0,2,0,4.84103,0.45026,0,0,0,0,0,0,0,0,0,0
2017-07-13,"Standard","UniqueJewel",7.51795,6.90667,0.45333,0.58308,0.45333,3.0141,0.45333,0.99462,0.45333,7.4641,0.45333,0.45333,11.87256,1,0.45333,0.45333,1.18,1,0.45333,0.45333,4.62795,0.93487,3.00641,0.45333,185.61538,593.4641,159.52154,201.88103,0.45333,29.40333,3,10.03846,19.98205,0.45333,0.45333,0.45333,2.06179,14.04974,0.45333,0.59051,0.45333,1.00564,0.45333,1.76846,0.89513,28.75897,15.79718,16.43897,74.43103,0.45333,1.68897,1,0.80718,1.01256,0.45333,0.45333,0.45564,0.91077,0.45333,0.45333,0.73051,19.99231,0.89744,44.78538,0.98538,0.45333,1,0.94256,0.91103,1.01282,0.45333,0.45333,0.42821,0.44846,0.45333,1,1,2.31333,1.04615,0.45333,1,0.45333,0.45333,1,0,4.99513,6.03256,0,3.76692,0,1.48333,1,0,0.98769,1,3.97897,33.50897,371.23077,0,4.6059,0,0,0.45333,0,0,0,467.41538,649.81778,1520.65077,0,478.16385,1416.61564,0,984.42179,1736.81538,0,0,0,0,0,1.98385,0,3.57154,0.45333,0,0,0,0,0,0,0,0,0,0
2017-07-14,"Standard","UniqueJewel",5.961,10.054,0.46025,0.66475,0.46025,7.0435,0.46025,0.97925,0.46025,7.52175,0.46025,0.46025,13.3645,1.00525,0.46025,0.46025,1.14975,1,0.46025,0.493,6.35,0.9975,5.17125,0.46025,167.94625,563.5795,149.361,180.8985,0.46025,24.69525,2.9875,10.562,21.2105,0.46025,0.46025,0.46025,2.511,15,0.46025,0.815,0.46025,1.09825,0.46025,1.95825,0.90475,29.44275,16.46325,15.46475,75.061,0.46025,1.651,1,0.759,1.0625,0.46025,0.4555,0.46025,0.873,0.46025,0.491,0.52525,20,0.98175,41.84575,0.966,0.46025,1,0.9615,1,1.542,0.4675,0.46025,0.40975,0.44775,0.46025,1,1,2.0655,1.4065,0.46025,1,0.46025,0.46025,1,0,5,6.8925,0,3.82675,0,1,1,0,0.9765,1,4.255,36.48175,365.7085,0,3.5065,0,0,0.46025,0,0,0,468.624,597.22,1400.7675,0,410.27625,1388.625,0,1096.72275,1727.83375,0,0,0,0,0,1.968,0,2.8225,0.59375,0,0,0,0,0,0,0,0,0,0
2017-07-15,"Standard","UniqueJewel",8.88231,10.24,0.46128,0.75462,0.46128,5.79179,0.46128,0.9859,0.44385,5.10744,0.46128,0.46128,14.07692,1,0.46128,0.46128,1.02667,0.99128,0.45692,0.53641,6.29205,0.99359,4.00718,0.46128,125.79769,514.12513,150.89949,184.12128,0.46128,21.59462,3,10,17.70692,0.46128,0.46128,0.44744,1.01333,13.79923,0.46128,0.62923,0.46128,1.06872,0.45949,1.82513,0.58333,22.12103,16.64179,12.48154,74.5941,0.46128,1.47333,1,0.68308,1.50077,0.46128,0.44923,0.46128,0.58641,0.46128,0.46128,0.46256,19.97308,1,39.12769,0.63923,0.45462,1,0.74051,0.83359,2.44923,0.54769,0.45744,0.44,0.46128,0.46128,0.99641,0.99385,1.93872,1.97179,0.46128,1,0.46128,0.46128,1,0,4.56308,6.23103,0,3.90897,0,1,1,0,0.93128,1,3.57564,38.40923,362.30256,0,3.74026,0,0,0.46128,0,0,0,464.99923,641.44667,1377.15051,0,410.66179,1338.82718,0,1109.81744,1643.15769,0,0,0,0,0,1.94077,0,2.62282,0.64538,0,0,0,0,0,0,0,0,0,0
2017-07-16,"Standard","UniqueJewel",8.71795,9.56,0.45436,0.98538,0.45436,5,0.45436,0.99923,0.40949,3.28769,0.45436,0.45436,13.53308,1,0.45436,0.45436,1,0.98923,0.45103,0.87179,6.44,1,2.58282,0.45436,125.9941,508.63026,151.63359,205.44333,0.45436,19.55103,3,10,14.54949,0.45436,0.45436,0.42744,1,14.99231,0.45436,0.45436,0.45436,0.99769,0.45436,1.66923,0.51923,30.52744,16.39846,13.89359,63.72385,0.45436,1.38308,1,0.68231,1.31385,0.45436,0.44821,0.47641,0.50436,0.45436,0.48205,0.50897,19.58256,1,39.07462,0.45436,0.44897,1,0.79231,0.50179,0.97769,0.45436,0.4441,0.44026,0.43513,0.45436,0.99385,0.95205,2.06564,1.56205,0.45436,1,0.45436,0.45333,0.87923,0,3.86718,6.30103,0,3.32128,0,1,1,0,0.95103,1,5.38718,40.04718,368.2041,0,3.75846,0,0,0.45436,0,0,0,457.71308,644.62462,1304.66615,0,428.01821,1250.16256,0,1113.41154,1601.79667,0,0,0,0,0,2.0459,0,3.33333,0.89744,0,0,0,0,0,0,0,0,0,0
2017-07-17,"Standard","UniqueJewel",7.50325,1.949,0.45675,1,0.45675,4.1855,0.45675,1,0.4135,3.335,0.45675,0.45675,11.81875,1,0.45675,0.45675,1,1,0.45375,0.81875,8.569,1,1.204,0.45675,126.20725,486.4415,151.0185,213.2255,0.45675,20.17825,2.9685,15.62725,16.45175,0.45675,0.45675,0.45675,1,15,0.45675,0.5065,0.45675,1,0.45675,2.122,0.57175,36.82875,18.1205,14.733,60.1305,0.45675,1.99325,1,0.87625,1.13,0.45675,0.44325,0.45675,0.76575,0.45675,0.79525,0.47875,19.42525,0.99,39.3375,0.45675,0.45625,1,0.99375,0.54825,1,0.45675,0.39825,0.41625,0.449,0.45675,1,0.9125,3.9715,1.3455,0.45675,1,0.45675,0.4525,0.989,0,3.5325,6.9595,0,3.102,0,1,0.92175,0,0.99425,0.99075,4.73925,36.2775,369.17125,0,2.86475,0,0,0.45675,0,0,0,452.46875,646.52875,1293.0575,0,427.84325,1158.8475,0,1148.232,1612.7805,0,0,0,0,0,2,0,3.43875,0.9145,0,0,0,0,0,0,0,0,0,0
2017-07-18,"Standard","UniqueJewel",6.89205,0.78846,0.44897,1,0.44897,3.57564,0.44897,1,0.40718,3.90692,0.44897,0.44897,10,0.98436,0.44897,0.44897,1,0.95333,0.44897,0.83103,8.9,1,1.19179,0.44897,126.26462,462.37308,153.57231,210.63692,0.44897,23.36949,2.98795,19.55513,18.93128,0.44897,0.44897,0.44897,0.99103,13.92205,0.44897,0.47667,0.44897,1,0.44897,2.70308,0.65231,37.15897,17.6041,15.11282,54.26282,0.44897,2.0059,1,1,1.13744,0.44897,0.44897,0.44897,0.4859,0.44897,0.74359,0.44897,18.00846,1,34.80051,0.44897,0.44897,1,0.78564,0.44897,1,0.44897,0.36744,0.38795,0.41692,0.44897,1,0.95436,4.06846,1,0.44897,1.00974,0.44897,0.43077,0.99231,0,3.99769,6.05026,0,3.83282,0,1,0.71333,0,0.96692,0.92846,4.60051,43.0659,366.40333,0,2.58487,0,0,0.44897,0,0,0,453.09564,647.32231,1294.64462,0,430.10205,1160.88897,0,1202.17,1653.68872,0,0,0,0,0,2.08359,0,3.45282,0.48923,0,0,0,0,0,0,0,0,0,0
2017-07-19,"Standard","UniqueJewel",6.8925,0.81825,0.45225,1,0.45225,3.33775,0.45225,0.991,0.39,3.64575,0.45225,0.45225,10,0.924,0.45225,0.45225,1,0.731,0.45225,0.94075,10.861,1,1.6285,0.45225,125.595,461.10375,146.49425,211.23375,0.45225,20.94925,3.1595,19.08275,18.94975,0.45225,0.45225,0.45225,1,10.419,0.45225,0.45225,0.45225,1,0.44,1.732,0.74075,39.9985,17.9355,14.9045,51.90475,0.45225,3.6295,1,1,1,0.45225,0.45225,0.45225,0.54675,0.45225,0.92025,0.45225,17.7185,0.7555,34.90025,0.456,0.44425,1,0.9925,0.45225,0.99925,0.45225,0.3975,0.42075,0.341,0.45225,0.99725,0.97875,4.95575,1,0.45225,1.26075,0.45225,0.43325,1,0,4,6.22225,0,2.07175,0,1,0.53825,0,0.98975,0.96,4.0895,35.90575,359.847,0,2.81825,0,0,0.45225,0,0,0,443.63575,586.96175,1291.0905,0,428.91925,1158.2025,0,1198.86975,1685.4345,0,0,0,0,0,3.347,0,4.41325,0.59125,0,0,0,0,0,0,0,0,0,0
2017-07-20,"Standard","UniqueJewel",6.44,0.73795,0.38821,0.99231,0.38821,3.77641,0.38821,1,0.35692,3.27231,0.38821,0.38821,10,1.56231,0.38821,0.38821,0.98205,0.38974,0.38821,0.83026,13.68923,1,2.14923,0.38821,124.54744,470.79872,113.43744,155.69051,0.38821,23.30256,3.0041,19.40667,19,0.38821,0.38821,0.38821,0.96128,10,0.38821,0.38821,0.38821,1.39333,0.38821,2.69,0.39923,35.03179,18.16718,15.4659,55.03513,0.38821,3.14821,1,1,1,0.38821,0.38821,0.38821,0.63821,0.38821,0.94821,0.38821,16.98615,0.70821,37.83436,0.41538,0.38538,1,1,0.56231,0.98769,0.38821,0.36949,0.37179,0.24615,0.38821,0.88538,0.95564,4.78308,1,0.43333,1.13795,0.38821,0.38821,1,0,3.89846,7.04128,0,3.40359,0,0.98436,0.89641,0,0.99923,0.43923,4.09103,28.79,360.48692,0,2.58769,0,0,0.38821,0,0,0,428.98359,592.63128,1318.23641,0,328.06667,1183.23744,0,1224.07667,1695.53513,0,0,0,0,0,3.83641,0,3.53,0.47179,0,0,0,0,0,0,0,0,0,0
2017-07-21,"Standard","UniqueJewel",5.96025,0.85575,0.43575,0.94425,0.435,4.4085,0.43575,1,0.40775,4.11925,0.43575,0.43575,10.023,2.18175,0.43575,0.43575,0.97275,0.583,0.435,1,11.655,0.99775,0.9525,0.4325,138.416,469.90875,160.8715,150.08775,0.43575,25.5185,2.81125,13.775,19.343,0.43575,0.43575,0.43575,1.0125,10,0.43575,0.43275,0.43575,2.022,0.41425,3.01125,0.43575,33.5485,18.35225,17.5885,51.1495,0.43575,3.23075,1,0.93575,1,0.43275,0.43575,0.43575,0.6795,0.43575,0.97575,0.48,17.68625,0.8895,41.8875,0.45075,0.378,1,1,0.857,1,0.43575,0.4335,0.431,0.255,0.26825,0.74325,0.97425,3.0105,1,0.4595,1,0.43575,0.43575,1,0,4.59325,7.9025,0,2.27375,0,1,1,0,1,0.81675,3.811,34.32625,358.17875,0,3,0,0,0.43575,0,0,0,431.34725,592.422,1315.7445,0,330.30925,1170.854,0,1221.76275,1688.1785,0,0,0,0,0,3.9995,0,2.9345,0.74475,0,0,0,0,0,0,0,0,0,0
2017-07-22,"Standard","UniqueJewel",5.7159,0.95923,0.46744,0.8941,0.46256,9.59949,0.46744,1,0.43923,4.32333,0.46718,0.46744,10,1.0941,0.46615,0.46744,1.07667,1,0.46744,1,5.49641,1,0.99308,0.46103,185.64308,464.10769,204.71769,144.31333,0.46744,23.34308,2.61769,14.65077,19.97205,0.46256,0.46744,0.46744,2.83538,10,0.46744,0.45974,0.46744,1,0.46692,3.62308,0.46744,33.13795,18.13769,19.77436,53.8559,0.46744,1.68974,1,0.76615,1,0.46103,0.46103,0.46744,0.46744,0.46744,0.99641,0.88282,17.10436,0.6041,40.21744,0.46744,0.4659,1,1,0.70282,1,0.46744,0.45923,0.44641,0.26564,0.2841,0.81821,1,3,1,0.47154,1,0.46744,0.4641,0.98769,0,4.69769,7.85205,0,3.25103,0,1,0.97359,0,0.99769,0.99051,4.00462,33.53308,343.67744,0,2.27359,0,0,0.47949,0,0,0,417.69667,563.23513,1310.13615,0,406.70692,1137.88923,0,1153.27333,2042.28564,0,0,0,0,0,4.64846,0,2.53231,0.78641,0,0,0,0,0,0,0,0,0,0
2017-07-23,"Standard","UniqueJewel",3.19821,0.99154,0.47487,0.90308,0.47487,14.08462,0.47179,1,0.47487,3.51103,0.47487,0.47487,10,0.85564,0.47487,0.47487,1.00436,0.95538,0.47385,1,4.84,0.95718,1.59308,0.47051,164.97051,385.11462,172.55333,135.8559,0.47487,26.38256,1.32641,16.02436,19.21821,0.47256,0.47487,0.47487,4.88051,9.41308,0.47487,0.47231,0.47487,1,0.47333,3.81128,0.47692,31.04256,18.30897,19.99769,54.51128,0.47487,1.00744,1,0.80923,1.15923,0.47282,0.45872,0.47487,0.58641,0.47487,0.97436,0.81538,16.23897,0.52667,32.05769,0.47487,0.47487,1,1,0.50821,1,0.47487,0.47487,0.42436,0.26641,0.47282,0.63128,1,2.98846,1.0341,0.48872,1.00897,0.47487,0.47,0.97462,0,4.71282,8.39846,0,3.6059,0,1,1,0,1,1,3.60359,35.41077,323.15,0,2.9759,0,0,0.51487,0,0,0,430.63462,574.54949,1305.80744,0,411.97128,1151.45,0,1123.98205,3255.61462,0,0,0,0,0,3.64692,0,1.91538,0.49744,0,0,0,0,0,0,0,0,0,0
2017-07-24,"Standard","UniqueJewel",2.8205,0.8875,0.4635,0.9555,0.4805,10.75225,0.48025,1,0.4805,2.93325,0.4805,0.4805,10,0.991,0.60825,0.4805,1.03725,0.9775,0.47575,1,4.909,0.87625,1.023,0.4805,171.135,396.9125,180.1275,139.296,0.4805,24.86725,1.6735,15.0315,20.87625,0.4805,0.4805,0.4805,23.807,9.278,0.4805,0.4805,0.4805,1,0.4805,4,0.4805,26.74325,17.283,17.9495,53.35875,0.4805,1.01025,0.9995,0.84925,1,0.4805,0.46925,0.4805,0.968,0.4805,0.8955,0.67325,16.889,0.4925,30.4215,0.4805,0.4805,1,1,0.7565,1,0.4805,0.4805,0.42225,0.21825,0.4805,0.909,1,2.65625,1,0.481,0.99825,0.4805,0.4805,0.98425,0,4.5505,8.837,0,4.05725,0,1,1,0,1,1,3.86125,30.8115,322.5575,0,3.0985,0,0,0.4805,0,0,0,451.0335,577.45025,1297.04075,0,429.031,1126.953,0,1114.035,1843.185,0,0,0,0,0,2.7645,0,1.94175,0.7595,0,0,0,0,0,0,0,0,0,0
2017-07-25,"Standard","UniqueJewel",2.67974,0.99949,0.46103,0.93897,0.47128,11.89128,0.47128,0.99026,0.47128,3.45795,0.47128,0.47128,10,1,0.46744,0.47128,1.11846,0.99308,0.46821,1,4.52436,1,1.68795,0.47128,148.71744,509.60385,204.43103,139.91051,0.47128,23.93821,2,15,24.79667,0.50718,0.47128,0.47128,10.88436,9.85974,0.45564,0.49256,0.47128,1,0.47128,3.77359,0.59231,21.21718,14.28128,17.04051,56.77436,0.47128,1.17077,0.98282,0.86897,1.42051,0.47128,0.46615,0.47128,1.46667,0.47128,0.89436,0.72538,16.01231,0.75538,29.28897,0.47128,0.47128,1,1,0.83026,1,0.47128,0.47128,0.47128,0.28333,0.47128,0.93872,1,3.32205,1,0.47538,0.96359,0.47128,0.47128,0.72641,0,4.8659,8.68487,0,4.63487,0,0.96256,1,0,1,1,4.88077,34.55513,323.14051,0,2.97103,0,0,0.47128,0,0,0,456.23513,579.77641,1299.38949,0,429.41231,1099.77538,0,1191.23,1846.52308,0,0,0,0,0,2.59641,0,2.19205,0.97231,0,0,0,0,0,0,0,0,0,0
2017-07-26,"Standard","UniqueJewel",2.44425,1.0085,0.4725,0.9445,0.48175,4.94525,0.48175,0.9935,0.48175,4,0.48175,0.48175,10,1.01825,0.48175,0.48175,1.033,0.9965,0.47425,1,4.874,1,4.03475,0.48175,162.7465,515.72475,248.76275,139.84375,0.48175,23.776,2.24675,13.70925,20.96975,0.48175,0.6405,0.47275,6.43475,9.98525,0.479,0.4935,0.48175,1,0.48175,1.826,0.95525,15.26275,15.79675,15.79225,61.29875,0.48175,2.498,1,0.9045,1.69825,0.48175,0.48175,0.4875,0.9625,0.48175,0.97775,0.48475,14.86975,0.51475,29.37,0.48175,0.48175,1,1,0.48175,1,0.48175,0.48175,0.47,0.34175,0.48175,0.975,1,4.68425,1,0.5545,0.88525,0.48175,0.48175,0.99275,0,7.12475,8.524,0,3.71475,0,1,1,0,1,1,4.92425,41.7805,319.329,0,2.7535,0,0,0.48175,0,0,0,450.80675,591.3315,1293.681,0,425.8965,1032.34525,0,1170.35475,1838.41,0,0,0,0,0,3.34125,0,2.969,1,0,0,0,0,0,0,0,0,0,0
2017-07-27,"Standard","UniqueJewel",2.6985,1,0.468,0.7105,0.47575,1.7775,0.447,0.9925,0.47575,4,0.4945,0.47575,9.9705,1,0.47575,0.47575,0.96775,1,0.42,1,1,1,3.38725,0.47575,158.9375,511.65,271.321,144.9495,0.47575,25.765,2.10225,15,16.812,0.4745,0.5185,0.47225,8.0505,10,0.4545,0.47575,0.47575,1,0.47525,0.976,0.98625,21.0005,16.6225,14.8255,65.8795,0.47575,3.28975,0.99475,0.6435,1,0.46275,0.47575,0.49775,0.7245,0.47575,0.97075,0.47575,17.004,0.47575,28.867,0.47575,0.47575,1,1,0.58175,1.022,0.44,0.474,0.47425,0.1835,0.47575,1,1,1.66425,1.00575,0.61675,0.95225,0.47625,0.47475,0.99675,0,7.719,8.62675,0,5.19475,0,1.51875,1,0,1,0.99575,4.152,39.3265,313.87775,0,2.99275,0,0,0.47575,0,0,0,450.46925,598.139,1288.28225,0,433.218,1107.03,0,1107.03,1845.05,0,0,0,0,0,2.90275,0,2.72425,0.99625,0,0,0,0,0,0,0,0,0,0
2017-07-28,"Standard","UniqueJewel",2.4941,1.01385,0.46128,0.97077,0.46744,1.0741,0.37308,1,0.46744,3.93744,0.65333,0.47923,10,1,0.46744,0.46692,1,0.99846,0.41974,0.85974,1,1,5.00718,0.46744,156.32462,502.7041,271.84923,139.38821,0.46744,26.81359,1.85308,15.39385,15,0.46744,0.46744,0.46744,12.68564,9.08974,0.45872,0.49615,0.46744,1,0.46615,1.74821,1,25.87718,15,16.03513,55.85051,0.46744,3.33282,0.97231,0.84487,1,0.45667,0.46744,0.48359,0.68256,0.46744,1,0.5441,17.44462,0.46744,28.82513,0.46744,0.46744,1,0.91128,0.72359,1.4541,0.45333,0.46538,0.45949,0.24974,0.46744,1,1,1.17103,1.02103,0.58077,0.99513,0.46744,0.46744,1,0,5.70462,8.47128,0,5.3359,0,1.97513,0.99513,0,1,0.95872,4.67974,42.70487,317.71154,0,3.02769,0,0,0.46744,0,0,0,446.5559,572.13949,1285.37949,0,494.10923,1105.21231,0,1130.39872,1842.02051,0,0,0,0,0,2.25692,0,2.7059,1,0,0,0,0,0,0,0,0,0,0
2017-07-29,"Standard","UniqueJewel",3.17675,1.084,0.4725,1,0.4725,1.03075,0.343,1,0.4725,3.97175,0.4725,0.47275,10,1,0.4725,0.4725,1,0.98475,0.43525,0.50725,2.926,1,5.1945,0.483,149.99625,495.39,275.311,139.65125,0.4725,30.17675,1.68525,14.74975,14.996,0.47625,0.4725,0.4725,10.441,7.8085,0.4725,0.4725,0.4725,1,0.4725,1.644,1,40.09825,14.9225,14.17775,56.754,0.4725,5.12,0.9905,0.83925,1,0.472,0.4725,0.59775,0.66,0.4725,1,0.60125,19.06525,0.50025,29.78875,0.4725,0.47275,1,0.9205,0.975,1.20425,0.4725,0.46925,0.4725,0.387,0.4725,1,1,1.51925,1.054,0.80825,0.9925,0.4725,0.4725,1,0,6.60075,9.0305,0,4.50125,0,2,1,0,1,0.988,5,43.41,306.2505,0,3.735,0,0,0.4725,0,0,0,431.786,566.243,1285.7525,0,542.0475,1076.02975,0,1289.85675,1841.795,0,0,0,0,0,1.366,0,2.96375,1,0,0,0,0,0,0,0,0,0,0
