"Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Army.of.Bones","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fireborn","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","Grand.Spectrum","Growing.Agony","Hair.Trigger","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.in.All.Forms","Mutated.Growth","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Pugilist","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Spire.of.Stone","Spirit.Guards","Spirited.Response","Static.Electricity","Steel.Spirit","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Vigil","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Volley.Fire","Warlord.s.Reach","Weight.of.Sin","Weight.of.the.Empire","Winter.s.Bounty","Collateral.Damage","Combat.Focus","Fight.for.Survival","First.Snow","From.Dust","Frozen.Trail","Hazardous.Research","Inevitability","Might.and.Influence","Might.of.the.Meek","Omen.on.the.Winds","Overwhelming.Odds","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pure.Talent","Ring.of.Blades","Soul.s.Wick","Spreading.Rot","Sudden.Ignition","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Anima.Stone","The.Blue.Dream","The.Blue.Nightmare","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","To.Dust","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Violent.Dead","Watcher.s.Eye","Wildfire","Winter.Burial","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Glorious.Vanity","Lethal.Pride","Militant.Faith","Fortress.Covenant","Quickening.Covenant","Thread.of.Hope","NA."
2018-04-23,"Standard","UniqueJewel",5.64295,0.43773,0.35523,0,0.31682,1,0.35523,0.81045,0.99523,1,1,0.36818,2.03477,1,0.35523,0.36682,1,0.35523,0.12705,0.69636,1,17.89227,12.77295,0.35523,97.79432,1123.11545,217.20273,256.49932,0.35523,14.34295,1,110.15045,7.87023,0.63818,0.35523,0.35523,3.18864,1,0.36045,0.35523,7.08727,1,0.35523,1.08705,0.43727,23.50568,10.25023,5,93.52773,0.35523,1.41864,0.35523,0.55591,1,0.35523,0.37841,0.35523,0.74864,0.35523,0.35523,0.35523,51.09636,0.46227,3.18773,1,0.35523,1,0.52841,0.35523,0.99159,0.35523,0.35523,0.27659,0.33341,0.40091,1.79636,0.90636,1,0.69205,0.35523,1,0.95682,0.35523,0.735,0,0.76568,1,1,1,0.76432,0.35523,0.41614,259.13523,0.35227,0.35523,1.8975,12.42659,101.13114,55.96227,0.61705,0.62705,0.87045,0.36295,0,0,0,171.54614,70.075,455.88091,1,224.29205,645.88205,7.96591,750.36273,1058.13364,13.82455,0,0,0,0,0.98568,201.46636,1.11182,0.35523,0,0,0,0,0,0,0,0,0,0
2018-04-24,"Standard","UniqueJewel",5.58364,0.36,0.36,0,0.34386,1,0.36,0.66773,0.79455,0.885,1,0.59818,2.47091,1,0.36,0.36,1,0.36,0.15886,0.90455,1,18.88568,14.92136,0.36,115.37364,999.6125,206.67955,206.39864,0.36,16.45114,1,119.055,7.67477,0.48,0.36,0.36,4.32455,1.05386,0.36045,0.36,1,1,0.36,2.72068,0.67841,23.47614,10.29773,4.88159,95.13909,0.36,1.02477,0.35818,0.36,1,0.43932,0.36,0.36,0.89614,0.36,0.46318,0.36,50.20727,0.38364,3.49273,1.01932,0.36,0.71977,0.86523,0.36,0.995,0.45727,0.36,0.33023,0.33159,0.94045,1.31159,1,1,0.63091,0.36,1,0.96341,0.36,0.60591,0,0.78,1,1.00818,0.95045,0.37318,0.44568,0.56364,239.69795,0.34841,0.36,1.97159,11.94614,97.37182,62.09341,0.41705,1,0.93545,0.36,0,0,0,175.33909,72.15,454.39523,1,225.51045,662.21136,8.03136,715.75636,1076.51455,12.05,0,0,0,0,0.99364,194.11682,2.16045,0.36,0,0,0,0,0,0,0,0,0,0
2018-04-25,"Standard","UniqueJewel",5.12689,0.36,0.36,0,0.36,1,0.36,0.98022,0.38911,0.904,1,0.36667,1.77756,1.01822,0.35956,0.36,1,0.36044,0.30844,0.66844,1,18.97578,18.75756,0.64778,114.04111,1038.29022,184.27311,254.22689,0.36,9.40311,1,120.48978,7.80222,0.38156,0.36,0.36,5.33,1.48244,0.36,0.36089,1.79911,1,0.36,3.85956,0.808,23.43156,7.758,5.19222,95.46756,0.36,1,0.36711,0.36,1,0.40667,0.44178,0.36,1,0.36,0.83667,0.36,51.59133,0.36,3.05244,1.00644,0.36,0.58644,0.99867,0.36,1,0.474,0.36,0.36,0.334,0.79156,1.65,1,1,0.71956,0.36,0.98044,1,0.36,0.42178,0,1,0.888,1,0.91644,0.39111,0.94556,1,226.76822,0.39733,0.36489,2.01067,11.50444,88.18778,56.05,0.37644,1,1,0.36,0,0,0,172.75267,79.98467,407.46978,1,227.47622,665.488,9.72111,703.18356,1077.516,5.06733,0,0,0,0,1,197.42844,1.99711,0.36,0,0,0,0,0,0,0,0,0,0
2018-04-26,"Standard","UniqueJewel",5,0.36,0.36,0,0.36,1,0.36889,0.99956,0.47422,0.96022,0.85422,0.36,1.11511,1,0.36,0.36,1,0.38133,0.354,0.98822,1,17.69733,13.814,0.66378,109.14556,1029.45956,196.63067,221.39311,0.36,11.41778,0.94978,129.12111,6.94689,0.36,0.36,0.36,4.97244,1.59111,0.36,0.36,2.84089,1,0.36578,4.818,0.85044,24.76911,7.83,5.24289,94.214,0.36,1,0.38933,0.36,1,0.36,0.48956,0.36,1,0.36,0.76844,0.36,48.25222,0.36,3.15622,1.03867,0.36,0.49533,0.97311,0.36,0.98044,0.40822,0.35333,0.36,0.33889,0.96511,1.11244,1,1,0.60267,0.36,0.95867,0.99222,0.36,0.42778,0,1,1,1,1,0.38333,0.88822,0.97822,218.218,0.38978,0.51756,1.61911,13.74378,106.69067,51.48067,0.55644,1,0.99822,0.36,0,0,0,169.55356,80,404.27311,1,227.41956,660.24644,8.23733,686.196,1108.03933,5.70889,0,0,0,0,1,283.84756,1.71578,0.39489,0,0,0,0,0,0,0,0,0,0
2018-04-27,"Standard","UniqueJewel",4.78644,0.53356,0.364,0,0.36289,1,0.37756,0.96622,0.72178,1,0.95822,0.36289,1.06622,1,0.36289,0.36289,1,0.36444,0.31911,0.99156,1.16444,19.67956,11.568,0.59356,126.76889,939.84178,176.068,224.79467,0.39667,13.42867,0.95111,124.25733,7.00822,0.38911,0.36289,0.36289,4.74333,1.83378,0.36289,0.36289,1.03733,1,0.48778,8.64267,0.81911,24.904,9.02644,5.73756,94.974,0.36289,1,0.37067,0.45511,1,0.36289,0.69889,0.36289,1,0.36289,0.36289,0.36289,40.86622,0.36289,3.27489,1.51178,0.36289,0.66778,0.85644,0.36289,0.84133,0.46822,0.33356,0.35756,0.35667,0.74111,1.47556,1,1,0.38422,0.36289,0.99689,0.98578,0.36289,0.36289,0,0.99711,1,1,1,0.36289,0.63,0.84444,215.27978,0.36289,0.45133,1.79711,13.94444,113.73511,52.10178,0.86378,0.95622,1,0.36289,0,0,0,178.84044,79.25956,407.61511,1,224.17778,671.91467,8.10222,720.64533,1145.77044,7.25711,0,0,0,0,1,300.374,1.28733,0.39133,0,0,0,0,0,0,0,0,0,0
2018-04-28,"Standard","UniqueJewel",3,1,0.37,0,0.37,1,0.37,0.9502,0.37,1,1,0.37,1.12,1,0.37,0.37,1,0.37,0.11,0.68,1,19,5,0.37,146.9,891.35,166.67,272.98,0.37,10,1,120.05531,7.37,0.5,0.37,0.37,4.3202,1.27,0.37,0.37,1,1,0.39,8.49,0.57796,25,10,6.14,90,0.37,1,0.37,0.67,1,0.37,0.87886,0.37,1,0.37,0.37,0.37,38.62,0.37,3.98,1,0.37,1,0.37,0.37,1,0.37,0.3451,0.3251,0.37,0.4,2,1,1,0.37,0.37,1,1,0.37,0.37,0,1,1,1,1,0.37,0.89,0.59,209.76,0.37,0.4651,2.43061,15,100,50,0.39,0.97551,1,0.37,0,0,0,180.78,78.135,412.29,1,188.28917,683.50167,10.03061,720.12,1148.72231,8.82,0,0,0,0,1,240.35633,2,0.37,0,0,0,0,0,0,0,0,0,0
2018-04-29,"Standard","UniqueJewel",3.89796,1,0.37,0,0.37,1,0.37,1,0.37,0.88031,0.4001,0.37,2,1,0.3601,0.37,1,0.37,0.12,1,1,18,6.84,0.37,115.37,917.18,167.66429,180.31,0.37,10,0.81,120.06,7.23,0.37,0.37,0.37,2.88,1.08,0.37,0.37,1,1,0.37,9.66,0.74,25,10,6.95,98.27163,0.37,1,0.37,0.44,1,0.37,0.37,0.37,0.85695,0.37,0.37,0.37,37.88684,0.37,3.31,1.00031,0.37,1,0.37,0.37,1,0.37,0.32,0.37,0.19,0.42,2,1,1,0.74,0.33,0.74074,0.96041,0.37,0.37,0,1,1,1,1,0.37,0.37,0.64031,192.12,0.37,1,2,13.39,98.09,49.11908,0.4001,0.38,1,0.37,0,0,0,200.49,86.19,545.71,1,189.57,635.41,13.04122,602.6,1125.54,9.27112,0,0,0,0,0.3801,241.04,1.66082,0.37,0,0,0,0,0,0,0,0,0,0
2018-04-30,"Standard","UniqueJewel",4.0498,1,0.37,0,0.37,1,0.37,0.9851,0.37,1,0.37,0.37,2.43,1,0.37,0.9351,1,0.37,0.12,0.5,1,16.46,16.46224,0.37,112.33148,924.63,166.38,180.36,0.37,15,1,120.52,8,0.37,0.37,0.37,1.01,2.11111,0.37,0.37,1.14163,1,0.37,7.64,0.56,22,10,6.45538,115,0.37,1,0.37,0.59,1,0.37,0.37,0.37,0.99513,0.37,0.5902,0.37,37,0.37,2.62531,1,0.37,0.37,0.37,0.37,1,0.37,0.36,0.37,0.26,0.37,2,1,1,0.37,0.25,0.87,1,0.37,0.37,0,1,0.37,1,1,0.3851,0.37,0.37,179.63612,0.37,0.37,2.54,10.66,91.61,48.25184,0.61,0.57,0.73,0.37,0,0,0,183.07049,105.26,545.53,0.75,177.26581,602.6,15,602.6,1084.68,4.63367,0,0,0,0,1,241.04,1,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-01,"Standard","UniqueJewel",3.38,1,0.3601,0,0.36,1,0.3601,1,0.37,1,0.3601,0.3601,2,1,0.3601,0.98,1,0.3601,0.11,0.9601,1,18,15.73102,0.37,112.3,847.14,166.37,175.34,0.3601,16.05,1,121.02,7.86031,0.3601,0.3601,0.3601,1.87,2.478,0.3601,0.37,1,1,0.3601,7.57,0.46,22.51092,9.75,7.72,101.81061,0.3601,1,0.3601,0.73,0.92,0.3601,0.36,0.3601,0.86744,0.3601,0.3601,0.3601,38.23102,0.3601,2.74031,1,0.3601,0.56,0.3601,0.3601,0.99,0.3601,0.3601,0.3601,0.32,0.37,1.26327,1,1,0.7101,0.36,0.9553,1,0.3601,0.3601,0,1,0.39,1,1,0.3702,0.41041,0.37,174.8749,0.3601,0.37,3,13.80204,108.00449,50,0.41,0.91,0.97,0.3601,0,0,0,188.668,121.02,522.75,0.88,173.6247,605.6,20,605.1,1089.22154,3.25031,0,0,0,0,0.7601,242.10163,3,0.3601,0,0,0,0,0,0,0,0,0,0
2018-05-02,"Standard","UniqueJewel",5,1,0.37,0,0.37,1,0.37,1,0.37,1,0.4,0.37,2.23,1,0.37,0.96,1,0.37,0.12,0.5451,1,18,17.93041,0.37,100,849.37171,166.85803,202.9675,0.37,15,1,107.05,7.06,0.37,0.37,0.37,1.22,1.08294,0.37,0.37,1,1,0.37,2.62,0.37,24.2602,9.1902,7.7,97.42,0.37,1,0.37,0.74579,0.93,0.37,0.37,0.37,0.85,0.37,0.37,0.37,44.96,0.37,2,1,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.29,0.42,1,1,1,0.83041,0.37,0.86,1,0.37,0.37,0,0.77,1,1,1,0.38,0.98531,0.71,181.28776,0.37,0.42,3,14.84633,112.3902,49.85,0.37,0.96,1,0.37,0,0,0,188.92615,121.4096,607.0375,1,182.02,639.77,22.19061,606.75,1092.15,6.10694,0,0,0,0,1,218.49,2.52041,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-03,"Standard","UniqueJewel",5,1,0.38,0,0.38,1,0.37,1,0.38,1,0.83,0.47,2.62,1,0.37,1,1,0.38,0.15,0.45,1,16.78408,15.47,0.38,100,857.36,170.60692,245.937,0.38,9,1,93.01,6.72163,0.39,0.38,0.38,1.68,1.3,0.38,0.38,1,1,0.39,1.11,0.4,24,10,7.05,96.87347,0.38,1,0.38,1,0.92,0.38,0.38,0.38,0.9,0.38,0.38,0.38,46.75,0.38,1.48,1,0.38,0.38,0.38,0.38,1,0.38,0.38,0.26,0.37,0.38,1,1,0.88,0.38,0.37,0.93,1,0.38,0.38,0,1,1,1,1,0.41,1,0.71,211.67,0.38,0.8251,3,15,111.44714,49.32,0.72,0.39,1,0.38,0,0,0,181.93652,107.94808,612.4,1,181.80655,655.36643,24.59571,612.4,1102.32,5.32,0,0,0,0,0.68653,136.79184,3,0.38,0,0,0,0,0,0,0,0,0,0
2018-05-04,"Standard","UniqueJewel",5,1,0.37,0,0.37,1,0.32,1,0.37,1,1,0.88,2.77,1,0.37,1,1,0.37,0.12,0.8,1,15.0751,11.25,0.4,100,859.653,185.66045,237.49,0.37,14.86,1,97.13224,8,0.79102,0.37,0.37,2,2.91015,0.37,0.37,1,1,0.37,1.37,0.77,23.34531,11.6702,5.67,96.72551,0.37,1,0.37,1,0.92,0.37,0.37,0.37,0.97,0.37,0.37,0.37,40.07653,0.37,2,1,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.37,0.37,1.45,1,1.08721,0.37,0.37,0.97,1,0.37,0.37,0,0.9851,1,1,1,0.37,0.41,0.95,214,0.37,0.37,3,15,116.46,46.89551,0.79,1,1,0.37,0,0,0,170.24,103.37,613.90833,1,154.93,668.63,24.56,693.63333,1113.03333,3.87041,0,0,0,0,0.82,212.9598,2,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-04,"Standard","UniqueJewel",5,1,0.37,0,0.37,1,0.32,1,0.37,1,1,0.88,2.77,1,0.37,1,1,0.37,0.12,0.8,1,15.0751,11.25,0.4,100,859.653,185.66045,237.49,0.37,14.86,1,97.13224,8,0.79102,0.37,0.37,2,7,0.37,0.37,1,1,0.37,1.37,0.77,23.34531,11.6702,5.67,96.72551,0.37,1,0.37,1,0.92,0.37,0.37,0.37,0.97,0.37,0.37,0.37,40.07653,0.37,2,1,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.37,0.37,1.45,1,1.08721,0.37,0.37,0.97,1,0.37,0.37,0,0.9851,1,1,1,0.37,0.41,0.95,214,0.37,0.37,3,15,116.46,46.89551,0.79,1,1,0.37,0,0,0,170.24,103.37,613.90833,1,154.93,668.63,24.56,693.63333,1113.03333,3.87041,0,0,0,0,0.82,212.9598,2,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-05,"Standard","UniqueJewel",5,1,0.37,0,0.37,1,0.37,1,0.37,1,1,1,2.59,1.73,0.37,1,1,0.37,0.36,0.49,1,15.53071,13,0.4,100,864.5,247,153.7,0.37,11.41,0.37,90,8,0.71071,0.37,0.37,1.86,1,0.37,0.37,1,1,0.37,1.69,0.38,23.97041,12,7.35,94.59418,0.37,1,0.37224,0.87,1,0.37,0.37,0.35,0.99,0.37,0.37,0.37,34.5051,0.42,3.24,1,0.37,0.46082,0.37,0.37,1,0.37,0.37,0.37,0.18194,0.37,1,1,1.14,0.37,0.37,0.95,0.9502,0.37,0.37,0,1,1,1,1,0.37,0.37,1,202.65184,0.37,0.91,3,13.66,120,48,0.74,1,1,0.37,0,0,0,140,99.16,617.5,1,154.21,617.5,15.01051,741,1111.5,4,0,0,0,0,1,185.34245,2.2202,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-05,"Standard","UniqueJewel",5,1,0.37,0,0.37,1,0.37,1,0.37,1,1,1,2.59,1.73,0.37,1,1,0.37,0.36,0.49,1,15.53071,13,0.4,100,864.5,247,153.7,0.37,11.41,0.37,90,8,0.71071,0.37,0.37,1.86,7.08,0.37,0.37,1,1,0.37,1.69,0.38,23.97041,12,7.35,94.59418,0.37,1,0.37224,0.87,1,0.37,0.37,0.35,0.99,0.37,0.37,0.37,34.5051,0.42,3.24,1,0.37,0.46082,0.37,0.37,1,0.37,0.37,0.37,0.18194,0.37,1,1,1.14,0.37,0.37,0.95,0.9502,0.37,0.37,0,1,1,1,1,0.37,0.37,1,202.65184,0.37,0.91,3,13.66,120,48,0.74,1,1,0.37,0,0,0,140,99.16,617.5,1,154.21,617.5,15.01051,741,1111.5,4,0,0,0,0,1,185.34245,2.2202,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-06,"Standard","UniqueJewel",4.72,0.99,0.36,0,0.36,1,0.36,1,0.36,1,1,1,2.94,3.13,0.36,0.69051,1,0.3601,0.36,0.39,2.85,18.44133,8.42143,0.36,100,808.96939,195.26214,125,0.36,10.00041,0.96,90,8,0.36,0.36,0.36,1.49279,1,0.36,0.36,1,1,0.36,1.64,0.36,22,12,5,90.00082,0.36,0.98,0.45,0.89,0.99,0.36,0.36,0.36,1,0.36,0.36,0.36,37.50367,0.36,3.65,1,0.36,0.3601,0.36,0.36,1,0.36,0.36,0.36,0.12,0.42,1,1,1.84,0.37,0.36,0.91063,1,0.36,0.36,0,1,1,1,1,0.36,0.36,1,207.95898,0.36,0.36,2,18.36224,107.63439,46.01582,0.72,0.72,1,0.36,0,0,0,146.75,98.22,617.5,1,146.87,617.5,15,636.52,1111.5,4.11571,0,0,0,0,0.36,156.12633,1.06122,0.36,0,0,0,0,0,0,0,0,0,0
2018-05-06,"Standard","UniqueJewel",4.72,0.99,0.36,0,0.36,1,0.36,1,0.36,1,1,1,2.94,3.13,0.36,0.69051,1,0.3601,0.36,0.39,2.85,18.44133,8.42143,0.36,100,808.96939,195.26214,125,0.36,10.00041,0.96,90,8,0.36,0.36,0.36,1.49279,6.56,0.36,0.36,1,1,0.36,1.64,0.36,22,12,5,90.00082,0.36,0.98,0.45,0.89,0.99,0.36,0.36,0.36,1,0.36,0.36,0.36,37.50367,0.36,3.65,1,0.36,0.3601,0.36,0.36,1,0.36,0.36,0.36,0.12,0.42,1,1,1.84,0.37,0.36,0.91063,1,0.36,0.36,0,1,1,1,1,0.36,0.36,1,207.95898,0.36,0.36,2,18.36224,107.63439,46.01582,0.72,0.72,1,0.36,0,0,0,146.75,98.22,617.5,1,146.87,617.5,15,636.52,1111.5,4.11571,0,0,0,0,0.36,156.12633,1.06122,0.36,0,0,0,0,0,0,0,0,0,0
2018-05-07,"Standard","UniqueJewel",4.86477,0.99,0.36,0,0.36,1,0.36,1,0.36,1,1,1,3.08,1,0.36,0.89,1,0.58,0.36,0.42,2.85,15.01653,5.64,0.36,100,817.72737,188.87,124,0.36,10,1,100,7,0.36,0.36,0.36,2.27,1,0.36,0.36,0.7602,1,0.36,2.94,0.36,22,10.16,4.54607,86.5648,0.36,0.96,0.36,0.89,0.98,0.36,0.36,0.2,1,0.36,0.36,0.36,48.85,0.36,3.24,2,0.36,0.36,0.36,0.36,1,0.36,0.36,0.36,0.12,0.3801,1.02051,1,1.8475,1,0.33,1,1,0.36,0.36,0,1,1,1,1,0.36,0.36,0.84,214.28163,0.36,0.36,2,10.01,87.35173,47.85051,0.7802,0.72,1,0.36,0,0,0,141.02,98.03583,614.96,0.65,140.08,619.3,16.97,626.72357,1116.054,4.42,0,0,0,0,0.55,247.00469,1.79,0.36,0,0,0,0,0,0,0,0,0,0
2018-05-07,"Standard","UniqueJewel",4.86477,0.99,0.36,0,0.36,1,0.36,1,0.36,1,1,1,3.08,1,0.36,0.89,1,0.58,0.36,0.42,2.85,15.01653,5.64,0.36,100,817.72737,188.87,124,0.36,10,1,100,7,0.36,0.36,0.36,2.27,7.38245,0.36,0.36,0.7602,1,0.36,2.94,0.36,22,10.16,4.54607,86.5648,0.36,0.96,0.36,0.89,0.98,0.36,0.36,0.2,1,0.36,0.36,0.36,48.85,0.36,3.24,2,0.36,0.36,0.36,0.36,1,0.36,0.36,0.36,0.12,0.3801,1.02051,1,1.8475,1,0.33,1,1,0.36,0.36,0,1,1,1,1,0.36,0.36,0.84,214.28163,0.36,0.36,2,10.01,87.35173,47.85051,0.7802,0.72,1,0.36,0,0,0,141.02,98.03583,614.96,0.65,140.08,619.3,16.97,626.72357,1116.054,4.42,0,0,0,0,0.55,247.00469,1.79,0.36,0,0,0,0,0,0,0,0,0,0
2018-05-08,"Standard","UniqueJewel",5,1.05,0.27,0,0.36,1,0.12,1,0.36,1,1,1,3.40364,1.43837,0.36,0.38,1,0.36,0.36,0.39,2.67,16.3774,7.77,0.36,100,824.9,179.22,125,0.36,10,1,124.73102,7.46,0.36,0.36,0.36,2.26,1,0.36,0.36,1,1,0.36,3,0.36,22,10.94,5,89.07163,0.36,1,0.36,0.72,1,0.36,0.36,0.2351,1,0.36,0.36,0.3051,45.65,0.36,3,2.16,0.36,0.36,0.36,0.36,1,0.36,0.36,0.36,0.1702,0.36,1,1,1.92,0.98,0.24,1,1,0.36,0.36,0,1,1,1,1,0.36,0.36,1,200,0.36,0.36,3,13.25122,87.49,44.67,0.38,0.72,1,0.36,0,0,0,154.79,98.9375,598.27,0.83,138.14,566.63929,18.44184,682.015,1125,7.0102,0,0,0,0,0.94,249.52429,2,0.36,0,0,0,0,0,0,0,0,0,0
2018-05-08,"Standard","UniqueJewel",5,1.05,0.27,0,0.36,1,0.12,1,0.36,1,1,1,3.40364,1.43837,0.36,0.38,1,0.36,0.36,0.39,2.67,16.3774,7.77,0.36,100,824.9,179.22,125,0.36,10,1,124.73102,7.46,0.36,0.36,0.36,2.26,8,0.36,0.36,1,1,0.36,3,0.36,22,10.94,5,89.07163,0.36,1,0.36,0.72,1,0.36,0.36,0.2351,1,0.36,0.36,0.3051,45.65,0.36,3,2.16,0.36,0.36,0.36,0.36,1,0.36,0.36,0.36,0.1702,0.36,1,1,1.92,0.98,0.24,1,1,0.36,0.36,0,1,1,1,1,0.36,0.36,1,200,0.36,0.36,3,13.25122,87.49,44.67,0.38,0.72,1,0.36,0,0,0,154.79,98.9375,598.27,0.83,138.14,566.63929,18.44184,682.015,1125,7.0102,0,0,0,0,0.94,249.52429,2,0.36,0,0,0,0,0,0,0,0,0,0
2018-05-09,"Standard","UniqueJewel",5,2.13,0.32,0,0.37,1,0.12,1,0.37,1,1,1,2.86,2,0.37,0.98531,1,0.37,0.37,0.51,4.42,17.43,5.6551,0.37,110.96625,828.65516,177.78,125.59167,0.37,9.16,1,125.8851,6.41204,0.37,0.37,0.37,4.05727,1,0.37,0.37,1,0.37,0.37,2.63,0.37,22,10,5,90,0.37,1,0.37,0.74,1,0.37,0.37,0.36,1,0.37,0.37,0.37,41.68,0.37,2,2,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.26,0.37,1,1,1.48,1,0.15,1,1,0.55,0.37,0,1,1,1,1,0.37,0.37,0.91,210,0.37,0.37,3,15,85,44.91,0.37,0.74,1,0.37,0,0,0,152.79762,93.92231,591.1,0.92,137.10444,502.39556,18.32,679.85,1129.5,7,0,0,0,0,1,355.61265,1,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-09,"Standard","UniqueJewel",5,2.13,0.32,0,0.37,1,0.12,1,0.37,1,1,1,2.86,2,0.37,0.98531,1,0.37,0.37,0.51,4.42,17.43,5.6551,0.37,110.96625,828.65516,177.78,125.59167,0.37,9.16,1,125.8851,6.41204,0.37,0.37,0.37,4.05727,8,0.37,0.37,1,0.37,0.37,2.63,0.37,22,10,5,90,0.37,1,0.37,0.74,1,0.37,0.37,0.36,1,0.37,0.37,0.37,41.68,0.37,2,2,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.26,0.37,1,1,1.48,1,0.15,1,1,0.55,0.37,0,1,1,1,1,0.37,0.37,0.91,210,0.37,0.37,3,15,85,44.91,0.37,0.74,1,0.37,0,0,0,152.79762,93.92231,591.1,0.92,137.10444,502.39556,18.32,679.85,1129.5,7,0,0,0,0,1,355.61265,1,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-10,"Standard","UniqueJewel",5,2.34,0.37,0,0.37,1,0.14,1,0.37,0.93,1,1,3.09773,1,0.37,0.37,1,0.37,0.37,0.81,2.345,20,7.38,0.8,112.0625,821.57,160.96333,126.168,0.37,9.51041,1,128.84,8,0.37,0.37,0.37,4.9,1,0.37,0.41,1,0.37,0.37,7.33,0.49,20.89798,11.78,5,90,0.37,1,0.79,0.96,0.95,0.37,0.37,0.37,1,0.39425,0.37,0.37,49.15857,0.37,2,1.92,0.37,0.6,0.37,0.75578,1,0.37,0.37,0.37,0.2451,0.37,1.87,1,1.55,1,0.34,1,1,0.53,0.37,0,1,1,1,1,0.3751,0.37,1,188.90653,0.37,0.5251,2.11,19.7551,90,45.14449,0.76,0.99,1,0.37,0,0,0,142.28,95.22327,594.076,0.99,147.42294,609.69,20,680.68444,1138.23,8.16,0,0,0,0,1,252,1.89082,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-10,"Standard","UniqueJewel",5,2.34,0.37,0,0.37,1,0.14,1,0.37,0.93,1,1,3.09773,1,0.37,0.37,1,0.37,0.37,0.81,2.345,20,7.38,0.8,112.0625,821.57,160.96333,126.168,0.37,9.51041,1,128.84,8,0.37,0.37,0.37,4.9,5.36,0.37,0.41,1,0.37,0.37,7.33,0.49,20.89798,11.78,5,90,0.37,1,0.79,0.96,0.95,0.37,0.37,0.37,1,0.39425,0.37,0.37,49.15857,0.37,2,1.92,0.37,0.6,0.37,0.75578,1,0.37,0.37,0.37,0.2451,0.37,1.87,1,1.55,1,0.34,1,1,0.53,0.37,0,1,1,1,1,0.3751,0.37,1,188.90653,0.37,0.5251,2.11,19.7551,90,45.14449,0.76,0.99,1,0.37,0,0,0,142.28,95.22327,594.076,0.99,147.42294,609.69,20,680.68444,1138.23,8.16,0,0,0,0,1,252,1.89082,0.37,0,0,0,0,0,0,0,0,0,0
2018-05-11,"Standard","UniqueJewel",5,2.33,0.38,0,0.38,1,0.215,1,0.38,1,1,1,2.03,1,0.38,0.40173,1,0.38,0.38,0.5,2.31,17,12.04,1,151.991,820.33733,201.50125,128.02,0.38,15.66439,1,128.32204,8,0.38,0.38,0.38,4.59,1,0.38,0.42,1,0.85,0.38,7.34,1,22,12.16,5,90,0.38,1,0.87,1,0.97,0.4,0.38,0.38,1,0.38,0.38,0.38,53,0.4001,1.52628,1,0.38,0.87959,0.38,0.89065,1,0.38,0.38,0.38,0.36,0.39051,1.08,1,1,0.76,0.38,1,1,1,0.38,0,1,0.8702,1,1,0.6102,0.38,1,193.94867,0.38,0.76,2.21031,19.81194,90,41.64911,1,1,1,0.38,0,0,0,149,101.87,600.05,0.97,177.27,605.19,19.00224,685.82,1152.18,9,0,0,0,0,1,284.18102,2,0.38,0,0,0,0,0,0,0,0,0,0
